cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C00201,R0093,TRK023,local,69.9,573.18,217.45,902.28,15.54,331.1,208.67,0.0,2248.23,0.45,32.16,1.04,R093
C00202,R0051,TRK041,road,184.4,1069.52,357.93,1310.09,116.52,507.51,208.71,0.0,3570.28,10.41,19.36,1.056,R051
C00203,R0099,TRK035,local,385.7,3162.74,930.02,884.94,94.32,832.22,97.3,1344.63,7346.16,2.43,19.05,1.154,R099
C00204,R0070,TRK040,rail,190.1,684.36,171.84,425.98,28.54,720.27,236.63,85.99,2353.6,0.58,12.38,0.906,R070
C00205,R0017,TRK044,rail,50.7,182.52,36.93,466.18,7.03,800.76,98.89,1665.56,3257.87,1.01,64.26,1.131,R017
C00206,R0036,TRK021,local,378.9,3106.98,986.2,840.45,111.01,282.27,11.57,0.0,5338.49,1.19,14.09,1.074,R036
C00207,R0094,TRK040,road,132.3,767.34,261.03,1092.7,117.64,220.57,205.37,1548.27,4212.92,2.0,31.84,0.942,R094
C00208,R0053,TRK029,local,65.4,536.28,200.58,940.7,17.11,541.13,8.82,729.77,2974.39,6.04,45.48,0.985,R053
C00209,R0029,TRK009,local,246.1,2018.02,792.43,906.0,68.55,365.81,44.7,0.0,4195.53,2.45,17.05,1.183,R029
C00210,R0062,TRK047,road,330.8,1918.64,673.41,1166.68,285.78,240.5,83.48,606.13,4974.62,1.94,15.04,0.921,R062
C00211,R0040,TRK006,road,372.6,2161.08,792.9,1222.78,263.12,218.5,8.28,0.0,4666.66,1.01,12.52,1.172,R040
C00212,R0002,TRK028,rail,530.9,1911.24,425.39,390.15,73.4,535.56,392.12,1365.53,5093.38,3.64,9.59,0.939,R002
C00213,R0002,TRK038,road,523.6,3036.88,1071.83,1164.48,462.21,439.42,527.02,0.0,6701.84,2.3,12.8,1.11,R002
C00214,R0061,TRK039,road,416.4,2415.12,821.93,1040.22,366.71,630.75,29.6,1086.1,6390.42,2.85,15.35,1.063,R061
C00215,R0026,TRK042,road,340.6,1975.48,819.97,1301.06,240.36,656.41,596.26,818.92,6408.45,1.33,18.82,1.064,R026
C00216,R0100,TRK030,rail,360.9,1299.24,289.05,441.54,62.44,888.99,611.24,815.39,4407.9,1.32,12.21,1.235,R100
C00217,R0036,TRK042,rail,547.7,1971.72,374.87,377.61,91.8,627.84,577.89,0.0,4021.74,3.22,7.34,1.002,R036
C00218,R0057,TRK019,road,73.1,423.98,154.97,1217.26,49.51,187.94,142.18,1728.15,3903.99,1.34,53.41,1.126,R057
C00219,R0070,TRK026,road,428.7,2486.46,825.09,1192.86,327.01,396.48,481.65,0.0,5709.56,1.29,13.32,1.198,R070
C00220,R0013,TRK006,road,260.0,1508.0,618.05,1157.98,202.43,316.48,283.71,1316.41,5403.05,7.43,20.78,1.196,R013
C00221,R0075,TRK002,local,525.4,4308.28,1258.88,793.94,140.0,835.57,276.35,135.52,7748.55,4.19,14.75,1.162,R075
C00222,R0093,TRK042,rail,374.7,1348.92,330.18,480.65,56.57,516.1,619.7,0.0,3352.11,0.75,8.95,1.042,R093
C00223,R0099,TRK026,road,53.5,310.3,100.32,1375.24,38.85,310.99,8.72,1329.58,3474.0,1.39,64.93,1.106,R099
C00224,R0003,TRK010,road,44.6,258.68,101.91,1105.37,28.84,687.96,142.42,1531.76,3856.95,0.97,86.48,1.004,R003
C00225,R0006,TRK046,local,390.9,3205.38,935.3,1050.97,111.06,390.77,73.68,0.0,5767.17,1.76,14.75,1.191,R006
C00226,R0046,TRK047,rail,531.9,1914.84,434.53,497.7,93.74,316.35,430.57,1767.03,5454.75,15.34,10.26,1.219,R046
C00227,R0098,TRK025,road,397.7,2306.66,999.43,1020.6,300.7,792.49,349.76,0.0,5769.64,1.51,14.51,1.002,R098
C00228,R0084,TRK025,road,219.9,1275.42,500.34,1193.97,186.09,241.76,614.72,0.0,4012.29,1.4,18.25,1.223,R084
C00229,R0093,TRK046,local,120.1,984.82,308.57,976.0,26.68,150.5,210.71,75.35,2732.63,1.3,22.75,0.902,R093
C00230,R0056,TRK029,road,471.0,2731.8,1087.62,1062.4,301.95,248.31,574.21,1581.54,7587.83,15.97,16.11,1.026,R056
C00231,R0012,TRK022,road,75.1,435.58,180.6,1365.12,45.53,641.96,83.6,0.0,2752.4,0.58,36.65,1.07,R012
C00232,R0055,TRK016,road,457.9,2655.82,1073.76,978.43,340.54,779.09,677.02,0.0,6504.66,20.46,14.21,1.097,R055
C00233,R0083,TRK001,road,56.7,328.86,137.08,1250.04,46.81,228.12,195.53,0.0,2186.44,1.72,38.56,1.155,R083
C00234,R0058,TRK038,road,204.9,1188.42,513.51,1276.01,154.9,213.44,623.21,0.0,3969.48,1.53,19.37,0.945,R058
C00235,R0041,TRK035,road,257.0,1490.6,580.73,1065.44,199.13,374.85,379.79,0.0,4090.54,2.98,15.92,1.211,R041
C00236,R0009,TRK033,road,46.8,271.44,107.4,1090.9,41.54,796.08,373.81,1288.69,3969.87,1.32,84.83,0.979,R009
C00237,R0031,TRK025,road,80.7,468.06,162.55,1192.47,63.01,614.55,689.18,0.0,3189.83,2.26,39.53,0.93,R031
C00238,R0027,TRK004,rail,278.3,1001.88,190.91,454.69,37.09,476.74,58.0,0.0,2219.32,1.2,7.97,0.961,R027
C00239,R0048,TRK021,road,130.9,759.22,329.02,1003.33,90.49,150.14,511.23,0.0,2843.44,1.3,21.72,1.192,R048
C00240,R0019,TRK022,road,291.2,1688.96,637.34,1189.42,234.22,836.35,657.64,1419.63,6663.56,13.97,22.88,1.217,R019
C00241,R0075,TRK023,road,487.7,2828.66,1114.1,1419.83,318.02,167.03,652.0,0.0,6499.64,1.9,13.33,1.08,R075
C00242,R0061,TRK037,road,206.5,1197.7,405.89,981.92,184.09,667.15,98.43,1291.16,4826.34,1.05,23.37,0.984,R061
C00243,R0013,TRK004,local,83.1,681.42,230.69,1061.95,18.15,522.2,84.29,264.52,2863.22,0.77,34.46,1.028,R013
C00244,R0015,TRK017,rail,362.7,1305.72,310.15,452.4,45.02,200.84,511.38,0.0,2825.51,3.13,7.79,1.095,R015
C00245,R0032,TRK025,road,436.9,2534.02,890.35,1210.96,364.93,567.73,464.28,0.0,6032.27,1.96,13.81,0.937,R032
C00246,R0012,TRK027,rail,242.8,874.08,210.51,466.69,32.77,882.58,523.13,86.69,3076.45,2.9,12.67,1.201,R012
C00247,R0097,TRK041,road,265.1,1537.58,612.65,1015.01,190.43,896.55,69.18,0.0,4321.41,1.15,16.3,0.968,R097
C00248,R0059,TRK008,road,302.6,1755.08,753.86,1056.68,264.48,299.74,569.17,0.0,4699.01,2.55,15.53,1.074,R059
C00249,R0031,TRK049,road,538.9,3125.62,1285.13,1272.39,450.9,796.84,193.15,1758.92,8882.95,19.27,16.48,1.064,R031
C00250,R0026,TRK012,road,224.6,1302.68,549.32,1128.68,171.78,199.62,625.12,1254.66,5231.85,1.77,23.29,0.952,R026
C00251,R0066,TRK017,road,45.7,265.06,100.58,1298.94,32.99,501.19,110.17,1124.76,3433.69,7.15,75.14,1.231,R066
C00252,R0074,TRK009,road,395.9,2296.22,903.67,1209.01,310.65,718.03,365.02,586.55,6389.15,14.01,16.14,0.969,R074
C00253,R0099,TRK041,road,486.2,2819.96,1103.97,1337.21,406.27,335.36,7.17,0.0,6009.93,17.22,12.36,1.227,R099
C00254,R0043,TRK016,rail,73.2,263.52,53.77,488.58,9.02,588.25,615.88,0.0,2019.01,1.73,27.58,0.923,R043
C00255,R0058,TRK001,road,346.5,2009.7,659.62,1052.74,284.22,305.07,199.84,0.0,4511.18,3.52,13.02,1.038,R058
C00256,R0065,TRK032,road,357.3,2072.34,839.55,1338.35,297.59,692.7,609.89,0.0,5850.42,3.51,16.37,1.107,R065
C00257,R0030,TRK046,rail,138.3,497.88,119.43,517.84,24.12,207.74,65.39,0.0,1432.41,0.31,10.36,1.201,R030
C00258,R0089,TRK028,road,482.9,2800.82,930.2,1193.6,299.16,382.92,30.94,1543.81,7181.44,3.5,14.87,1.002,R089
C00259,R0046,TRK010,road,450.2,2611.16,1031.18,1398.6,335.63,508.47,149.78,1365.06,7399.89,3.43,16.44,0.977,R046
C00260,R0086,TRK003,road,216.7,1256.86,465.66,1019.01,138.57,358.71,285.45,0.0,3524.26,1.54,16.26,1.241,R086
C00261,R0078,TRK023,road,102.7,595.66,243.29,1008.2,69.09,468.84,367.29,0.0,2752.37,0.88,26.8,1.223,R078
C00262,R0038,TRK031,rail,300.1,1080.36,234.87,391.56,52.51,348.52,129.77,119.06,2356.64,0.73,7.85,1.206,R038
C00263,R0035,TRK011,local,381.6,3129.12,951.15,763.57,107.78,564.26,274.33,258.44,6048.66,6.88,15.85,0.938,R035
C00264,R0050,TRK033,road,146.6,850.28,355.22,1237.98,89.11,358.65,76.39,1638.42,4606.04,0.94,31.42,1.054,R050
C00265,R0003,TRK015,road,83.7,485.46,209.28,1122.52,54.79,453.02,177.01,0.0,2502.07,1.34,29.89,1.006,R003
C00266,R0011,TRK008,rail,80.7,290.52,62.37,425.41,11.13,186.85,480.26,0.0,1456.54,1.0,18.05,1.021,R011
C00267,R0075,TRK022,road,230.6,1337.48,572.66,1289.77,145.76,871.53,393.41,0.0,4610.62,1.65,19.99,1.161,R075
C00268,R0001,TRK043,road,178.6,1035.88,341.05,1200.44,119.35,547.48,607.64,0.0,3851.84,1.62,21.57,1.19,R001
C00269,R0012,TRK017,rail,534.4,1923.84,390.73,391.28,68.16,583.7,133.76,96.26,3587.74,2.01,6.71,0.907,R012
C00270,R0045,TRK014,road,150.0,870.0,349.05,1234.17,122.29,605.02,71.58,357.17,3609.27,2.76,24.06,0.935,R045
C00271,R0004,TRK032,road,378.8,2197.04,905.33,1045.01,309.0,611.29,469.02,256.43,5793.12,3.86,15.29,1.065,R004
C00272,R0039,TRK025,road,375.1,2175.58,921.0,1399.62,258.45,299.52,566.25,0.0,5620.41,1.79,14.98,1.021,R039
C00273,R0023,TRK014,rail,484.4,1743.84,440.31,534.95,81.53,601.76,313.66,1593.44,5309.49,2.07,10.96,1.149,R023
C00274,R0045,TRK002,road,343.1,1989.98,812.83,1021.65,283.78,894.43,387.65,0.0,5390.31,1.87,15.71,1.078,R045
C00275,R0063,TRK030,road,452.0,2621.6,1049.48,1047.31,363.3,195.35,129.41,783.46,6189.92,2.37,13.69,1.223,R063
C00276,R0032,TRK022,road,72.9,422.82,180.88,1252.54,52.11,614.69,602.08,0.0,3125.11,0.74,42.87,0.937,R032
C00277,R0044,TRK001,road,237.1,1375.18,498.47,1117.12,145.45,836.02,59.04,0.0,4031.27,10.41,17.0,1.031,R044
C00278,R0043,TRK030,local,317.5,2603.5,892.93,1057.23,71.17,834.32,106.84,0.0,5566.0,1.79,17.53,1.033,R043
C00279,R0076,TRK023,road,492.4,2855.92,1063.02,1374.66,429.89,229.87,681.71,1243.26,7878.33,6.11,16.0,0.978,R076
C00280,R0069,TRK042,road,60.4,350.32,148.83,1103.79,36.93,257.05,442.72,1037.43,3377.06,0.92,55.91,0.963,R069
C00281,R0098,TRK042,road,97.7,566.66,213.96,1218.65,86.62,862.74,221.51,0.0,3170.15,2.31,32.45,1.183,R098
C00282,R0059,TRK050,rail,177.4,638.64,156.54,505.56,24.73,502.59,159.47,0.0,1987.53,0.41,11.2,0.959,R059
C00283,R0044,TRK033,road,151.1,876.38,305.65,1293.12,129.28,462.48,428.26,0.0,3495.18,4.14,23.13,1.143,R044
C00284,R0059,TRK035,road,100.3,581.74,251.62,1241.35,66.34,439.51,494.97,1257.91,4333.44,5.92,43.2,1.146,R059
C00285,R0002,TRK045,road,524.8,3043.84,1302.11,1087.68,460.17,226.18,64.12,1498.45,7682.55,1.91,14.64,0.972,R002
C00286,R0045,TRK027,road,217.1,1259.18,485.08,1234.39,192.08,831.61,672.62,1486.25,6161.21,4.36,28.38,0.965,R045
C00287,R0031,TRK047,road,424.4,2461.52,1011.46,1374.85,261.98,584.07,668.11,0.0,6361.99,2.2,14.99,0.988,R031
C00288,R0065,TRK029,local,267.9,2196.78,790.26,858.4,68.97,160.17,174.0,1320.98,5569.56,1.85,20.79,1.247,R065
C00289,R0001,TRK026,local,241.8,1982.76,675.92,838.68,65.85,339.31,10.42,0.0,3912.94,1.2,16.18,1.031,R001
C00290,R0028,TRK043,road,169.4,982.52,337.88,998.39,115.52,855.82,600.54,0.0,3890.67,4.85,22.97,1.023,R028
C00291,R0006,TRK038,road,387.5,2247.5,739.51,1131.11,294.1,667.3,501.14,1137.09,6717.75,4.07,17.34,1.077,R006
C00292,R0006,TRK050,road,308.8,1791.04,709.31,1430.79,251.92,303.33,687.2,0.0,5173.58,13.98,16.75,1.151,R006
C00293,R0057,TRK009,rail,435.4,1567.44,307.63,474.52,76.2,592.13,156.7,1046.07,4220.69,0.91,9.69,1.014,R057
C00294,R0068,TRK050,road,86.3,500.54,216.48,1093.69,70.99,885.46,90.81,0.0,2857.96,0.88,33.12,0.919,R068
C00295,R0099,TRK021,road,232.4,1347.92,473.74,1258.37,184.79,723.45,177.0,974.69,5139.96,1.08,22.12,0.99,R099
C00296,R0095,TRK027,road,387.1,2245.18,842.98,1129.75,327.42,198.85,516.93,1734.7,6995.81,17.2,18.07,0.908,R095
C00297,R0069,TRK017,road,230.7,1338.06,503.3,1367.76,197.59,831.0,176.08,801.02,5214.8,3.87,22.6,1.029,R069
C00298,R0090,TRK046,road,38.2,221.56,93.63,1042.27,29.0,748.65,391.21,0.0,2526.32,1.35,66.13,1.067,R090
C00299,R0094,TRK038,road,278.8,1617.04,660.88,1130.96,248.5,687.79,281.33,0.0,4626.5,1.65,16.59,1.065,R094
C00300,R0058,TRK025,road,311.0,1803.8,690.08,1258.79,223.44,891.02,193.16,728.23,5788.52,2.55,18.61,1.015,R058
C00301,R0026,TRK034,local,299.7,2457.54,854.61,834.8,68.77,213.24,286.33,0.0,4715.3,0.98,15.73,0.939,R026
C00302,R0068,TRK042,road,370.5,2148.9,771.49,1206.14,333.24,581.24,222.84,0.0,5263.85,1.29,14.21,1.017,R068
C00303,R0065,TRK007,road,65.8,381.64,126.25,1126.74,51.6,849.35,277.93,1758.73,4572.25,1.17,69.49,1.121,R065
C00304,R0042,TRK022,road,200.7,1164.06,408.59,1200.29,127.54,696.97,195.94,0.0,3793.39,1.63,18.9,1.245,R042
C00305,R0071,TRK004,rail,520.7,1874.52,474.67,364.86,81.58,500.45,619.48,0.0,3915.56,6.3,7.52,0.92,R071
C00306,R0027,TRK029,road,326.2,1891.96,769.04,1201.49,225.08,794.78,216.66,1160.96,6259.97,3.88,19.19,0.988,R027
C00307,R0051,TRK049,road,142.1,824.18,275.68,1211.56,106.33,444.63,511.43,0.0,3373.8,0.74,23.74,0.917,R051
C00308,R0037,TRK013,road,407.2,2361.76,782.72,1244.28,311.61,280.51,6.93,0.0,4987.81,5.51,12.25,1.077,R037
C00309,R0079,TRK017,rail,237.7,855.72,212.58,369.93,36.46,857.64,196.73,377.03,2906.09,2.3,12.23,0.936,R079
C00310,R0004,TRK050,rail,57.9,208.44,49.03,388.37,7.88,588.05,576.01,0.0,1817.78,1.69,31.4,1.074,R004
C00311,R0038,TRK041,rail,363.5,1308.6,301.62,373.89,53.42,890.07,534.68,0.0,3462.28,1.99,9.52,0.955,R038
C00312,R0058,TRK043,road,517.6,3002.08,1278.83,1304.66,335.62,198.2,212.38,0.0,6331.77,2.53,12.23,1.101,R058
C00313,R0003,TRK010,rail,525.0,1890.0,396.66,378.92,86.41,304.15,528.32,0.0,3584.46,3.11,6.83,1.036,R003
C00314,R0030,TRK001,rail,187.6,675.36,172.37,369.77,31.3,604.83,676.39,0.0,2530.02,0.79,13.49,1.247,R030
C00315,R0077,TRK002,rail,256.2,922.32,196.35,500.23,41.84,802.47,459.32,1696.13,4618.65,1.01,18.03,1.135,R077
C00316,R0099,TRK009,road,538.0,3120.4,1162.58,1242.14,463.61,833.82,657.4,282.38,7762.32,7.4,14.43,1.05,R099
C00317,R0044,TRK020,local,305.9,2508.38,978.2,989.43,61.74,219.79,152.42,0.0,4909.96,7.83,16.05,1.219,R044
C00318,R0096,TRK039,road,65.6,380.48,143.33,1002.3,56.48,544.83,680.42,570.33,3378.19,4.84,51.5,1.245,R096
C00319,R0090,TRK003,road,295.6,1714.48,707.91,1362.31,191.33,732.06,55.4,560.96,5324.43,2.82,18.01,1.173,R090
C00320,R0007,TRK021,road,531.4,3082.12,1137.09,1290.35,400.19,831.78,330.4,0.0,7071.94,2.53,13.31,1.093,R007
C00321,R0072,TRK028,rail,513.8,1849.68,365.97,472.06,64.61,830.03,481.09,0.0,4063.44,1.18,7.91,1.003,R072
C00322,R0044,TRK046,road,43.8,254.04,91.51,1109.08,29.77,469.53,34.57,0.0,1988.5,2.27,45.4,1.141,R044
C00323,R0003,TRK010,rail,425.9,1533.24,383.24,497.42,76.64,400.0,181.39,0.0,3071.93,2.54,7.21,1.169,R003
C00324,R0015,TRK048,local,520.1,4264.82,1238.61,883.79,121.31,313.54,85.28,0.0,6907.36,4.74,13.28,0.967,R015
C00325,R0088,TRK047,road,162.2,940.76,356.14,1025.23,131.65,658.87,325.04,0.0,3437.69,2.39,21.19,1.087,R088
C00326,R0009,TRK002,road,195.2,1132.16,417.33,1409.45,167.42,205.8,492.05,0.0,3824.21,0.84,19.59,1.109,R009
C00327,R0087,TRK020,local,410.1,3362.82,1304.73,944.89,120.14,762.54,89.62,0.0,6584.75,1.37,16.06,1.119,R087
C00328,R0048,TRK045,road,288.7,1674.46,689.83,1011.24,211.17,544.85,391.54,291.36,4814.44,3.28,16.68,1.019,R048
C00329,R0034,TRK020,road,63.4,367.72,149.46,1170.73,54.64,507.66,567.41,0.0,2817.61,0.63,44.44,1.177,R034
C00330,R0045,TRK012,rail,114.8,413.28,93.12,520.15,14.47,615.11,524.39,0.0,2180.52,1.7,18.99,1.072,R045
C00331,R0007,TRK012,road,400.8,2324.64,813.59,1253.92,322.8,357.88,153.83,0.0,5226.67,1.98,13.04,1.101,R007
C00332,R0055,TRK030,road,494.5,2868.1,951.9,1297.88,305.76,586.21,410.61,0.0,6420.46,3.05,12.98,1.19,R055
C00333,R0030,TRK049,rail,129.2,465.12,90.41,513.0,17.78,685.43,373.98,1282.57,3428.29,1.21,26.53,1.006,R030
C00334,R0029,TRK012,road,97.1,563.18,190.67,1141.23,60.91,418.78,152.0,0.0,2526.76,1.13,26.02,1.186,R029
C00335,R0061,TRK050,road,426.4,2473.12,1059.06,1187.1,349.11,203.88,610.88,92.1,5975.25,2.54,14.01,1.098,R061
C00336,R0060,TRK034,rail,469.4,1689.84,326.11,527.1,64.12,479.99,315.82,0.0,3402.97,3.88,7.25,0.943,R060
C00337,R0089,TRK001,rail,453.3,1631.88,355.84,493.32,57.23,826.35,25.49,0.0,3390.12,1.14,7.48,1.092,R089
C00338,R0100,TRK006,road,313.4,1817.72,759.63,1230.93,253.1,375.75,360.9,0.0,4798.04,3.12,15.31,0.902,R100
C00339,R0066,TRK041,road,457.3,2652.34,1038.67,1316.88,404.27,851.16,430.3,403.85,7097.47,1.5,15.52,0.96,R066
C00340,R0068,TRK005,road,426.5,2473.7,888.38,1047.94,272.34,892.5,568.59,519.03,6662.49,8.17,15.62,1.178,R068
C00341,R0095,TRK009,road,378.2,2193.56,814.22,962.32,325.08,278.78,137.73,0.0,4711.7,1.54,12.46,1.211,R095
C00342,R0062,TRK007,road,372.1,2158.18,824.26,1129.41,262.63,847.32,211.09,0.0,5432.89,3.0,14.6,1.121,R062
C00343,R0017,TRK035,rail,250.7,902.52,192.72,379.11,41.9,385.85,225.1,471.82,2599.02,2.99,10.37,1.245,R017
C00344,R0084,TRK024,road,144.0,835.2,321.03,1393.52,115.66,341.63,286.22,0.0,3293.26,2.29,22.87,1.101,R084
C00345,R0014,TRK017,road,193.1,1119.98,388.44,1200.25,168.95,694.71,44.93,0.0,3617.27,1.3,18.73,1.025,R014
C00346,R0011,TRK007,road,444.9,2580.42,964.85,1084.02,332.46,396.93,229.03,0.0,5587.71,7.06,12.56,1.16,R011
C00347,R0058,TRK040,road,513.6,2978.88,1032.25,1416.15,411.59,525.43,300.22,1342.44,8006.97,2.16,15.59,0.902,R058
C00348,R0046,TRK004,local,342.7,2810.14,1045.27,805.97,87.93,756.23,159.84,0.0,5665.37,1.32,16.53,1.197,R046
C00349,R0037,TRK031,road,219.2,1271.36,541.25,1029.93,153.08,727.49,51.51,1791.56,5566.18,1.18,25.39,1.149,R037
C00350,R0019,TRK042,road,528.2,3063.56,1041.05,1038.17,474.12,345.71,40.86,0.0,6003.46,1.98,11.37,0.965,R019
C00351,R0081,TRK012,road,291.3,1689.54,617.59,1035.7,198.76,525.02,203.2,761.1,5030.91,1.04,17.27,1.097,R081
C00352,R0004,TRK009,road,120.0,696.0,226.76,979.9,89.57,709.53,231.99,0.0,2933.75,0.72,24.45,1.119,R004
C00353,R0034,TRK025,road,384.1,2227.78,726.11,1120.99,302.27,810.7,498.99,0.0,5686.83,17.66,14.81,1.027,R034
C00354,R0082,TRK026,local,270.4,2217.28,833.4,825.43,75.44,592.25,97.97,1.43,4643.21,1.9,17.17,1.194,R082
C00355,R0062,TRK029,road,75.0,435.0,152.82,1173.24,59.55,152.78,42.1,0.0,2015.49,0.41,26.87,1.047,R062
C00356,R0088,TRK038,road,338.2,1961.56,721.73,1257.19,238.31,572.37,203.75,444.47,5399.38,9.6,15.97,0.928,R088
C00357,R0023,TRK048,road,37.1,215.18,76.05,1123.48,23.52,750.26,152.48,0.0,2340.96,1.01,63.1,0.935,R023
C00358,R0045,TRK026,local,54.8,449.36,130.57,1000.84,16.16,216.72,208.91,1049.92,3072.48,1.72,56.07,1.243,R045
C00359,R0081,TRK037,local,332.0,2722.4,806.04,809.14,86.54,817.87,297.2,387.26,5926.46,1.88,17.85,0.96,R081
C00360,R0018,TRK038,rail,154.3,555.48,137.75,536.96,25.94,301.88,532.81,0.0,2090.82,1.99,13.55,1.199,R018
C00361,R0046,TRK046,local,255.7,2096.74,621.19,993.33,69.03,699.68,188.13,1563.39,6231.49,2.11,24.37,1.009,R046
C00362,R0024,TRK029,road,525.1,3045.58,997.49,1111.44,341.36,540.04,413.66,0.0,6449.57,1.3,12.28,0.975,R024
C00363,R0001,TRK007,rail,465.7,1676.52,375.97,417.65,56.23,253.01,227.75,1087.26,4094.39,1.02,8.79,1.137,R001
C00364,R0029,TRK030,road,73.2,424.56,160.3,1190.99,64.65,501.81,525.85,0.0,2868.16,2.91,39.18,1.196,R029
C00365,R0061,TRK018,local,100.9,827.38,323.87,778.73,29.38,782.77,64.23,0.0,2806.36,1.59,27.81,1.178,R061
C00366,R0083,TRK033,road,278.4,1614.72,550.24,1332.53,194.53,170.74,337.28,0.0,4200.04,1.22,15.09,1.226,R083
C00367,R0070,TRK019,rail,386.0,1389.6,286.51,461.01,50.92,861.33,454.58,732.52,4236.47,1.05,10.98,0.906,R070
C00368,R0085,TRK035,road,372.4,2159.92,714.42,1318.12,333.74,324.85,386.58,0.0,5237.63,1.17,14.06,1.024,R085
C00369,R0011,TRK039,rail,324.6,1168.56,289.87,531.06,40.07,471.93,265.45,1728.48,4495.42,1.44,13.85,1.232,R011
C00370,R0070,TRK045,road,210.8,1222.64,407.23,1226.48,186.77,849.48,322.18,0.0,4214.78,0.85,19.99,1.055,R070
C00371,R0021,TRK050,road,301.3,1747.54,624.5,1019.3,253.54,652.11,176.12,0.0,4473.11,5.15,14.85,1.057,R021
C00372,R0077,TRK026,road,513.3,2977.14,1200.4,1392.33,442.41,667.63,687.06,1729.61,9096.59,2.85,17.72,1.084,R077
C00373,R0073,TRK042,rail,336.9,1212.84,240.78,389.99,51.83,865.4,114.75,0.0,2875.59,0.99,8.54,0.938,R073
C00374,R0011,TRK025,rail,349.9,1259.64,260.13,450.3,45.33,826.84,644.38,185.93,3672.55,2.76,10.5,1.239,R011
C00375,R0064,TRK029,road,106.9,620.02,201.83,974.86,77.69,751.43,673.04,0.0,3298.87,1.1,30.86,1.049,R064
C00376,R0021,TRK030,road,185.3,1074.74,396.07,1127.31,152.15,598.27,371.99,0.0,3720.53,1.28,20.08,0.959,R021
C00377,R0038,TRK035,local,390.5,3202.1,1140.05,813.15,115.86,293.41,195.14,488.49,6248.21,1.68,16.0,1.2,R038
C00378,R0096,TRK046,local,336.8,2761.76,818.34,910.52,84.91,492.31,216.62,0.0,5284.44,6.39,15.69,1.206,R096
C00379,R0065,TRK005,road,536.9,3114.02,1111.07,1129.47,455.11,535.23,342.47,1524.77,8212.15,2.16,15.3,0.958,R065
C00380,R0095,TRK026,road,358.9,2081.62,789.58,1438.0,322.62,301.29,51.84,0.0,4984.96,1.95,13.89,1.238,R095
C00381,R0069,TRK048,road,398.6,2311.88,826.47,1351.56,311.69,744.43,381.89,0.0,5927.92,3.88,14.87,1.239,R069
C00382,R0022,TRK019,road,307.4,1782.92,650.18,1274.81,229.38,804.83,515.29,1421.87,6679.28,2.77,21.73,0.996,R022
C00383,R0075,TRK028,local,468.9,3844.98,1120.15,917.31,103.43,892.79,1.12,0.0,6879.78,1.42,14.67,0.903,R075
C00384,R0031,TRK027,road,303.7,1761.46,569.14,974.17,212.73,612.54,697.39,0.0,4827.44,3.37,15.9,0.934,R031
C00385,R0020,TRK010,road,297.8,1727.24,704.47,1384.78,235.97,773.39,207.59,1370.88,6404.32,1.97,21.51,1.069,R020
C00386,R0033,TRK018,road,131.9,765.02,277.16,1393.09,115.38,460.8,487.1,0.0,3498.54,0.72,26.52,1.229,R033
C00387,R0099,TRK013,road,104.0,603.2,214.58,1371.82,70.9,354.43,560.56,0.0,3175.49,1.01,30.53,1.217,R099
C00388,R0099,TRK048,rail,139.8,503.28,123.07,503.35,24.17,861.61,13.89,0.0,2029.36,0.53,14.52,1.003,R099
C00389,R0056,TRK005,road,285.6,1656.48,705.02,1016.38,180.01,349.66,612.19,0.0,4519.74,2.27,15.83,0.923,R056
C00390,R0096,TRK039,rail,502.8,1810.08,400.42,488.99,60.64,395.93,479.37,1222.11,4857.55,3.63,9.66,1.242,R096
C00391,R0040,TRK021,road,314.7,1825.26,602.1,1103.8,193.77,202.56,562.89,1792.23,6282.6,1.63,19.96,1.056,R040
C00392,R0007,TRK050,local,495.3,4061.46,1467.93,785.99,103.12,212.02,150.14,1575.78,8356.44,1.7,16.87,0.962,R007
C00393,R0020,TRK025,road,291.2,1688.96,652.25,1192.88,207.55,186.59,487.97,0.0,4416.2,2.03,15.17,1.159,R020
C00394,R0100,TRK050,road,481.8,2794.44,1041.8,1429.82,323.79,412.5,469.95,227.18,6699.48,1.38,13.91,1.047,R100
C00395,R0087,TRK050,rail,266.9,960.84,190.44,469.66,44.53,251.85,182.0,0.0,2099.33,0.73,7.87,1.187,R087
C00396,R0090,TRK027,rail,101.8,366.48,92.78,404.63,15.21,239.53,159.15,0.0,1277.78,0.55,12.55,1.131,R090
C00397,R0099,TRK006,road,495.8,2875.64,1078.87,1181.68,388.25,277.78,604.2,0.0,6406.42,1.83,12.92,1.044,R099
C00398,R0074,TRK038,road,217.5,1261.5,470.81,1220.94,191.84,700.48,345.29,0.0,4190.85,3.38,19.27,1.063,R074
C00399,R0097,TRK002,road,138.0,800.4,317.08,1099.0,89.35,809.49,399.79,0.0,3515.1,1.45,25.47,1.084,R097
C00400,R0046,TRK003,rail,464.5,1672.2,396.86,471.96,58.21,641.28,640.66,736.91,4618.08,1.63,9.94,0.913,R046
C00401,R0016,TRK009,road,193.9,1124.62,442.6,1391.85,157.67,587.61,211.22,0.0,3915.56,1.38,20.19,0.944,R016
