handling_id,shipment_id,route_id,hub_id,vehicle_id,transfer_type,product_category,cargo_weight_kg,arrival_timestamp,departure_timestamp,handling_time_hours,loading_time_hours,unloading_time_hours,queue_time_hours,temperature_during_handling_c,temperature_excursion,damage_incident,handling_cost,transfer_delay_hours,route_id_raw,shipment_id_raw,hub_id_raw,hub_number,hub_id_mapped
H00123,HS000737,R0050,HUB14,TRK041,warehouse,grains,1935.2,2026-04-12 08:07:00,2026-04-12 13:37:53,2.47,0.87,0.38,3.0448132925885494,23.97,0,0,894.97,3.86,R050,S00737,HUB14,14,H014
H00124,HS000533,R0035,HUB07,TRK050,warehouse,pharma,279.2,2025-12-03 15:19:00,2025-12-03 17:47:48,1.55,0.56,0.7,0.93,5.04,0,0,661.68,1.34,R035,S00533,HUB07,7,H007
H00125,HS000802,R0004,HUB14,TRK026,vehicle_change,fish,812.4,2025-08-06 22:28:00,2025-08-06 23:26:12,0.56,0.84,0.23,0.41,1.39,0,0,299.08,0.95,R004,S00802,HUB14,14,H014
H00126,HS000945,R0007,HUB18,TRK037,vehicle_change,rice,65.6,2025-02-02 23:20:00,2025-02-03 04:25:24,1.6,1.13,1.18,3.49,19.54,0,0,813.02,4.1,R007,S00945,HUB18,18,
H00127,HS001244,R0042,HUB17,TRK010,cross_dock,rice,432.3,2025-12-13 05:03:00,2025-12-13 08:16:12,2.18,0.67,0.42,1.04,21.76,0,0,648.22,1.69,R042,S01244,HUB17,17,
H00128,HS000878,R0077,HUB14,TRK013,mode_change,fish,89.4,2025-05-08 22:52:00,2025-05-09 00:32:12,1.36,0.48,0.77,0.31,6.45,1,0,587.42,0.81,R077,S00878,HUB14,14,H014
H00129,HS000656,R0070,HUB19,TRK024,vehicle_change,mango,670.5,2025-09-12 17:55:00,2025-09-12 19:09:24,1.01,0.84,0.31,0.23,9.48,0,0,535.03,0.47,R070,S00656,HUB19,19,
H00130,HS001393,R0016,HUB01,TRK036,warehouse,mango,314.4,2025-11-10 12:29:00,2025-11-10 13:26:00,0.62,0.35,0.46,0.33,10.58,0,0,349.27,0.48,R016,S01393,HUB01,1,H001
H00131,HS000350,R0073,HUB09,TRK001,mode_change,fish,266.9,2025-07-26 04:18:00,2025-07-26 07:02:24,1.41,1.01,0.34,1.33,0.06,0,0,595.66,1.81,R073,S00350,HUB09,9,H009
H00132,HS001339,R0032,HUB08,TRK036,cross_dock,grains,1828.2,2026-03-11 03:13:00,2026-03-11 03:44:48,0.36,0.43,1.02,0.17,20.36,0,0,329.39,0.55,R032,S01339,HUB08,8,H008
H00133,HS001275,R0093,HUB02,TRK025,warehouse,vegetables,516.0,2025-04-29 01:38:00,2025-04-29 03:03:48,0.22,1.15,0.99,1.21,5.25,0,0,402.39,1.49,R093,S01275,HUB02,2,H002
H00134,HS001440,R0081,HUB01,TRK005,warehouse,pharma,915.5,2025-08-05 07:24:00,2025-08-05 10:07:48,1.45,0.49,0.74,1.28,4.78,0,0,621.04,1.56,R081,S01440,HUB01,1,H001
H00135,HS000512,R0040,HUB13,TRK035,cross_dock,grains,929.9,2025-05-13 10:41:00,2025-05-13 11:32:00,0.37,0.49,0.46,0.48,26.96,0,0,366.69,0.69,R040,S00512,HUB13,13,H013
H00136,HS001222,R0077,HUB07,TRK008,cross_dock,pharma,1878.1,2025-11-21 16:36:00,2025-11-21 19:26:24,2.5,0.91,0.64,0.34,4.03,0,0,847.44,0.79,R077,S01222,HUB07,7,H007
H00137,HS000627,R0081,HUB05,TRK002,vehicle_change,dairy,131.1,2026-07-02 05:01:00,2026-07-02 06:53:12,1.61,0.59,0.25,0.26,5.43,0,0,471.64,0.97,R081,S00627,HUB05,5,H005
H00138,HS000470,R0078,HUB17,TRK040,mode_change,mango,442.6,2025-08-29 12:49:00,2025-08-29 16:19:00,2.06,0.83,0.81,1.44,8.48,0,0,745.85,2.13,R078,S00470,HUB17,17,
H00139,HS001337,R0082,HUB08,TRK002,warehouse,fish,711.9,2025-08-17 11:35:00,2025-08-17 14:18:48,2.13,0.75,1.19,0.6,3.33,0,0,781.19,1.17,R082,S01337,HUB08,8,H008
H00140,HS000708,R0077,HUB18,TRK018,warehouse,rice,1129.9,2026-08-07 02:32:00,2026-08-07 03:19:24,0.78,1.1,1.12,0.01,28.59,0,0,458.79,0.58,R077,S00708,HUB18,18,
H00141,HS001235,R0047,HUB01,TRK050,warehouse,vegetables,1011.9,2025-10-02 12:47:00,2025-10-02 14:28:24,0.91,0.75,0.37,0.78,6.04,0,0,400.79,1.02,R047,S01235,HUB01,1,H001
H00142,HS000684,R0059,HUB18,TRK007,mode_change,pharma,704.1,2025-01-11 11:58:00,2025-01-11 13:35:48,0.57,0.19,0.55,1.06,3.12,0,0,570.78,1.21,R059,S00684,HUB18,18,
H00143,HS000601,R0078,HUB16,TRK035,mode_change,pharma,1393.6,2026-08-19 00:23:00,2026-08-19 02:38:00,0.92,1.15,0.71,1.33,2.27,0,0,605.63,1.68,R078,S00601,HUB16,16,
H00144,HS001478,R0083,HUB06,TRK013,vehicle_change,fish,701.0,2025-05-08 20:14:00,2025-05-08 21:33:12,0.77,0.19,0.97,0.55,1.29,0,0,364.59,0.71,R083,S01478,HUB06,6,H006
H00145,HS000643,R0026,HUB11,TRK021,vehicle_change,fish,1158.1,2026-04-14 05:40:00,2026-04-14 06:12:24,0.39,0.2,0.88,0.15,0.46,0,0,327.98,0.69,R026,S00643,HUB11,11,H011
H00146,HS000344,R0018,HUB15,TRK047,cross_dock,grains,580.9,2025-09-26 13:31:00,2025-09-26 16:58:00,1.48,1.11,0.34,1.97,19.32,0,0,741.5,2.45,R018,S00344,HUB15,15,H015
H00147,HS001232,R0059,HUB07,TRK046,warehouse,mango,637.7,2026-04-09 00:18:00,2026-04-09 02:09:00,1.15,0.55,1.08,0.7,10.3,0,0,423.05,1.35,R059,S01232,HUB07,7,H007
H00148,HS000081,R0091,HUB08,TRK032,warehouse,mango,895.4,2025-02-13 15:15:00,2025-02-13 18:52:12,0.75,1.1,0.17,2.87,11.03,0,0,591.35,3.05,R091,S00081,HUB08,8,H008
H00149,HS000334,R0045,HUB16,TRK001,warehouse,pharma,795.9,2025-11-22 22:17:00,2025-11-23 01:29:36,2.01,0.22,0.21,1.2,6.03,0,1,1017.16,1.54,R045,S00334,HUB16,16,
H00150,HS000680,R0086,HUB10,TRK035,mode_change,rice,1824.8,2026-02-28 00:58:00,2026-02-28 03:22:36,1.42,0.86,0.65,0.99,31.22,0,0,516.63,1.45,R086,S00680,HUB10,10,H010
H00151,HS000427,R0099,HUB15,TRK032,cross_dock,mango,1634.9,2025-05-19 18:51:00,2025-05-19 20:51:36,1.55,0.41,0.69,0.46,10.81,0,0,660.0,0.74,R099,S00427,HUB15,15,H015
H00152,HS000305,R0023,HUB10,TRK036,warehouse,rice,1392.9,2026-07-26 11:05:00,2026-07-26 13:21:12,2.22,0.36,0.59,0.05,25.47,0,0,629.18,0.8,R023,S00305,HUB10,10,H010
H00153,HS000045,R0076,HUB14,TRK018,vehicle_change,pharma,454.1,2025-12-25 03:10:00,2025-12-25 09:53:19,1.76,0.39,0.59,4.962173274047446,3.51,0,0,1066.09,5.69,R076,S00045,HUB14,14,H014
H00154,HS000809,R0009,HUB06,TRK034,warehouse,rice,1935.3,2025-05-14 23:43:00,2025-05-15 02:58:00,1.38,0.56,0.75,1.87,27.1,0,0,611.78,2.21,R009,S00809,HUB06,6,H006
H00155,HS000713,R0029,HUB17,TRK018,vehicle_change,vegetables,637.6,2025-12-22 03:53:00,2025-12-22 05:27:48,0.27,0.48,0.83,1.31,5.58,0,0,297.56,1.59,R029,S00713,HUB17,17,
H00156,HS000167,R0098,HUB07,TRK012,mode_change,dairy,1905.3,2026-03-28 10:44:00,2026-03-28 11:36:12,0.78,0.35,0.38,0.09,5.88,0,0,323.49,0.51,R098,S00167,HUB07,7,H007
H00157,HS000425,R0046,HUB03,TRK012,mode_change,mango,1188.5,2026-07-06 18:15:00,2026-07-06 21:21:00,1.47,1.19,0.99,1.63,9.65,0,0,649.16,1.95,R046,S00425,HUB03,3,H003
H00158,HS001228,R0055,HUB13,TRK008,cross_dock,pharma,991.1,2025-03-08 14:51:00,2025-03-08 17:08:24,1.3,1.01,0.23,0.99,4.44,0,0,518.35,1.56,R055,S01228,HUB13,13,H013
H00159,HS001137,R0045,HUB03,TRK008,vehicle_change,pharma,707.0,2026-06-17 15:33:00,2026-06-17 19:35:57,2.26,0.17,0.51,1.7893129540123986,2.85,0,0,833.31,2.24,R045,S01137,HUB03,3,H003
H00160,HS000936,R0091,HUB20,TRK022,cross_dock,dairy,1134.8,2025-07-31 23:18:00,2025-08-01 02:26:24,1.73,0.7,1.27,1.41,3.77,0,0,676.97,1.94,R091,S00936,HUB20,20,
H00161,HS000409,R0058,HUB15,TRK008,warehouse,pharma,1607.2,2026-07-15 01:04:00,2026-07-15 03:33:24,2.3,0.79,0.24,0.19,6.52,0,0,658.63,0.7,R058,S00409,HUB15,15,H015
H00162,HS001294,R0036,HUB15,TRK005,vehicle_change,grains,1267.4,2025-10-01 07:37:00,2025-10-01 08:45:24,0.7,0.8,0.61,0.44,19.58,0,0,550.17,0.89,R036,S01294,HUB15,15,H015
H00163,HS000230,R0025,HUB02,TRK046,warehouse,mango,119.2,2025-06-20 04:09:00,2025-06-20 05:19:12,0.84,0.63,0.22,0.33,10.47,0,0,365.25,0.86,R025,S00230,HUB02,2,H002
H00164,HS001340,R0034,HUB10,TRK040,vehicle_change,fish,1252.4,2025-10-25 12:11:00,2025-10-25 12:59:00,0.58,0.99,0.32,0.22,2.29,0,0,317.01,0.49,R034,S01340,HUB10,10,H010
H00165,HS000532,R0055,HUB07,TRK003,vehicle_change,mango,506.1,2025-01-20 22:47:00,2025-01-21 00:02:36,0.93,0.3,0.72,0.33,9.27,0,0,345.33,0.5,R055,S00532,HUB07,7,H007
H00166,HS001382,R0026,HUB07,TRK037,mode_change,rice,1420.3,2026-08-21 11:11:00,2026-08-21 12:07:24,0.94,0.17,0.41,0.0,18.24,0,0,529.47,0.3,R026,S01382,HUB07,7,H007
H00167,HS001416,R0028,HUB05,TRK015,vehicle_change,pharma,1832.5,2026-07-11 12:55:00,2026-07-11 14:55:00,0.48,0.26,0.96,1.52,5.52,0,0,458.92,1.78,R028,S01416,HUB05,5,H005
H00168,HS000694,R0099,HUB09,TRK012,cross_dock,vegetables,1121.7,2025-06-10 10:34:00,2025-06-10 12:13:00,0.92,1.08,0.62,0.73,4.77,0,0,461.39,1.15,R099,S00694,HUB09,9,H009
H00169,HS000211,R0008,HUB14,TRK043,mode_change,vegetables,1515.8,2025-12-26 05:37:00,2025-12-26 07:55:36,2.18,0.22,0.84,0.13,6.46,0,0,727.51,0.64,R008,S00211,HUB14,14,H014
H00170,HS001207,R0032,HUB07,TRK014,warehouse,vegetables,1845.1,2026-03-19 08:10:00,2026-03-19 09:04:00,0.86,0.56,0.68,0.04,6.37,0,0,533.26,0.53,R032,S01207,HUB07,7,H007
H00171,HS001405,R0060,HUB13,TRK025,mode_change,vegetables,587.7,2025-01-12 14:14:00,2025-01-12 17:55:33,1.31,1.16,1.14,2.382606597061584,4.04,0,0,603.06,2.8,R060,S01405,HUB13,13,H013
H00172,HS000238,R0028,HUB13,TRK026,vehicle_change,vegetables,1899.8,2025-09-25 17:50:00,2025-09-25 20:44:00,1.84,0.39,0.9,1.06,4.77,0,0,805.6,1.49,R028,S00238,HUB13,13,H013
H00173,HS000933,R0092,HUB05,TRK041,cross_dock,mango,1251.7,2026-03-13 16:45:00,2026-03-13 21:10:12,1.89,0.54,0.77,2.53,9.29,0,0,828.16,3.05,R092,S00933,HUB05,5,H005
H00174,HS001500,R0016,HUB13,TRK043,mode_change,grains,1532.6,2025-04-20 17:10:00,2025-04-20 19:25:00,1.91,0.92,1.06,0.34,28.98,0,0,706.59,0.72,R016,S01500,HUB13,13,H013
H00175,HS000170,R0017,HUB04,TRK018,vehicle_change,fish,1401.0,2026-05-13 05:17:00,2026-05-13 07:36:12,2.16,1.11,0.24,0.16,3.56,0,0,750.42,0.56,R017,S00170,HUB04,4,H004
H00176,HS000628,R0079,HUB03,TRK034,warehouse,mango,835.5,2025-11-03 22:22:00,2025-11-04 00:02:12,1.38,0.23,1.1,0.29,8.6,0,0,616.87,0.82,R079,S00628,HUB03,3,H003
H00177,HS001119,R0006,HUB08,TRK034,cross_dock,dairy,100.2,2025-02-24 05:56:00,2025-02-24 07:15:12,0.42,0.8,0.61,0.9,3.71,0,0,321.78,1.3,R006,S01119,HUB08,8,H008
H00178,HS000101,R0065,HUB03,TRK003,mode_change,rice,354.4,2026-08-18 12:55:00,2026-08-18 15:05:12,1.48,0.18,1.18,0.69,19.93,0,0,672.18,0.96,R065,S00101,HUB03,3,H003
H00179,HS001141,R0060,HUB19,TRK018,warehouse,mango,358.0,2026-05-10 11:22:00,2026-05-10 12:53:48,0.37,0.51,0.7,1.16,9.69,0,0,351.59,1.34,R060,S01141,HUB19,19,
H00180,HS001408,R0083,HUB06,TRK015,warehouse,fish,131.1,2025-12-20 18:33:00,2025-12-20 18:51:36,0.25,1.2,0.88,0.06,4.0,0,0,336.71,0.21,R083,S01408,HUB06,6,H006
H00181,HS001050,R0038,HUB08,TRK026,mode_change,pharma,1927.4,2025-09-12 01:52:00,2025-09-12 03:27:24,1.11,0.67,1.06,0.48,4.2,0,0,492.33,1.04,R038,S01050,HUB08,8,H008
H00182,HS000731,R0081,HUB04,TRK023,warehouse,rice,722.7,2025-10-14 18:21:00,2025-10-14 20:33:00,1.12,0.28,0.28,1.08,31.93,0,0,512.09,1.32,R081,S00731,HUB04,4,H004
H00183,HS000703,R0055,HUB13,TRK046,vehicle_change,grains,1308.9,2025-06-19 15:59:00,2025-06-19 18:37:22,0.77,0.47,0.67,1.8695543370966048,22.72,0,0,496.54,2.32,R055,S00703,HUB13,13,H013
H00184,HS000540,R0081,HUB20,TRK049,vehicle_change,dairy,1734.2,2025-08-10 09:57:00,2025-08-10 10:41:24,0.53,0.68,0.21,0.21,2.6,0,0,313.02,0.38,R081,S00540,HUB20,20,
H00185,HS001371,R0011,HUB05,TRK004,warehouse,vegetables,1649.3,2025-10-17 07:59:00,2025-10-17 08:40:24,0.51,0.72,0.21,0.18,7.29,0,0,435.93,0.6,R011,S01371,HUB05,5,H005
H00186,HS000507,R0078,HUB11,TRK007,warehouse,dairy,1656.0,2025-10-16 07:15:00,2025-10-16 09:45:43,1.15,0.81,0.54,1.3620267023566175,5.49,0,0,489.45,2.01,R078,S00507,HUB11,11,H011
H00187,HS001098,R0029,HUB17,TRK022,warehouse,mango,1448.2,2025-10-25 16:18:00,2025-10-25 19:22:12,2.25,0.92,1.01,0.82,9.79,0,0,780.18,1.28,R029,S01098,HUB17,17,
H00188,HS001187,R0082,HUB15,TRK020,warehouse,pharma,639.6,2025-01-20 05:12:00,2025-01-20 10:11:24,2.34,0.31,1.24,2.65,4.89,0,0,991.93,3.09,R082,S01187,HUB15,15,H015
H00189,HS001286,R0026,HUB13,TRK030,warehouse,rice,1229.0,2025-10-22 19:23:00,2025-10-22 21:29:36,1.99,0.72,0.26,0.12,27.3,0,0,723.39,0.76,R026,S01286,HUB13,13,H013
H00190,HS000023,R0069,HUB08,TRK037,cross_dock,vegetables,413.4,2026-02-08 12:40:00,2026-02-08 13:40:36,0.71,0.35,0.99,0.3,4.16,0,0,309.27,0.59,R069,S00023,HUB08,8,H008
H00191,HS000837,R0029,HUB09,TRK044,warehouse,mango,978.3,2025-03-10 17:00:00,2025-03-10 19:11:24,1.18,0.44,1.24,1.01,8.84,0,0,663.45,1.38,R029,S00837,HUB09,9,H009
H00192,HS000791,R0021,HUB14,TRK028,mode_change,rice,209.8,2025-12-01 13:12:00,2025-12-01 16:25:12,2.21,0.86,0.43,1.01,29.08,0,0,703.31,1.65,R021,S00791,HUB14,14,H014
H00193,HS001159,R0024,HUB12,TRK038,mode_change,rice,841.4,2025-04-23 22:12:00,2025-04-24 00:54:36,1.66,1.12,0.47,1.05,27.13,0,0,656.85,1.71,R024,S01159,HUB12,12,H012
H00194,HS000431,R0017,HUB10,TRK019,mode_change,vegetables,1477.0,2025-10-25 21:17:00,2025-10-25 21:58:24,0.31,0.7,0.15,0.38,5.76,0,0,359.68,0.66,R017,S00431,HUB10,10,H010
H00195,HS001133,R0057,HUB01,TRK034,mode_change,vegetables,1641.9,2025-11-17 00:03:00,2025-11-17 02:46:12,0.97,0.44,0.5,1.75,4.84,0,0,469.76,2.07,R057,S01133,HUB01,1,H001
H00196,HS000902,R0015,HUB20,TRK002,warehouse,vegetables,818.6,2025-11-08 16:25:00,2025-11-08 18:47:48,2.05,0.98,0.72,0.33,7.77,0,0,777.8,0.73,R015,S00902,HUB20,20,
H00197,HS000738,R0056,HUB10,TRK015,cross_dock,pharma,300.9,2026-01-20 05:03:00,2026-01-20 07:28:12,2.37,1.15,0.48,0.05,2.12,0,0,587.31,0.55,R056,S00738,HUB10,10,H010
H00198,HS000667,R0025,HUB20,TRK031,warehouse,mango,1333.4,2025-07-20 20:23:00,2025-07-20 22:15:48,1.74,0.97,0.72,0.14,9.11,0,0,580.53,0.68,R025,S00667,HUB20,20,
H00199,HS000340,R0034,HUB12,TRK006,warehouse,pharma,1943.8,2025-09-30 14:06:00,2025-09-30 17:02:24,2.07,0.65,0.49,0.87,6.4,0,0,837.31,1.59,R034,S00340,HUB12,12,H012
H00200,HS001025,R0029,HUB06,TRK032,vehicle_change,mango,90.6,2025-02-20 04:45:00,2025-02-20 07:28:12,2.47,0.62,1.2,0.25,8.23,0,0,648.29,0.76,R029,S01025,HUB06,6,H006
H00201,HS001440,R0099,HUB15,TRK007,mode_change,mango,59.1,2025-05-21 01:32:00,2025-05-21 03:05:36,0.83,0.4,0.76,0.73,8.0,0,0,468.05,0.97,R099,S01440,HUB15,15,H015
H00202,HS001144,R0029,HUB12,TRK044,warehouse,grains,1959.7,2026-04-20 18:05:00,2026-04-20 20:14:36,1.4,0.19,0.34,0.76,28.45,0,0,473.37,1.28,R029,S01144,HUB12,12,H012
H00203,HS001260,R0020,HUB20,TRK050,cross_dock,grains,321.3,2025-02-11 22:57:00,2025-02-12 02:23:24,0.94,0.71,1.23,2.5,28.62,0,0,736.76,2.84,R020,S01260,HUB20,20,
H00204,HS001036,R0056,HUB13,TRK003,vehicle_change,pharma,951.3,2026-01-24 00:14:00,2026-01-24 03:05:52,1.26,1.08,0.69,1.604635336634896,3.27,0,0,643.23,1.8,R056,S01036,HUB13,13,H013
H00205,HS000921,R0008,HUB04,TRK021,vehicle_change,pharma,704.4,2026-02-27 22:49:00,2026-02-28 01:09:24,0.67,0.28,0.92,1.67,3.88,0,0,496.55,2.16,R008,S00921,HUB04,4,H004
H00206,HS000843,R0014,HUB15,TRK023,mode_change,grains,120.9,2025-10-15 11:31:00,2025-10-15 11:53:12,0.3,0.79,0.37,0.07,25.76,0,0,337.2,0.23,R014,S00843,HUB15,15,H015
H00207,HS000388,R0074,HUB03,TRK014,vehicle_change,mango,1063.7,2026-07-04 19:57:00,2026-07-04 22:45:00,2.07,1.17,0.37,0.73,8.83,0,0,777.88,1.38,R074,S00388,HUB03,3,H003
H00208,HS001461,R0056,HUB06,TRK032,warehouse,rice,1437.6,2026-06-19 02:37:00,2026-06-19 05:24:24,0.34,1.04,0.89,2.45,31.35,0,0,582.05,2.93,R056,S01461,HUB06,6,H006
H00209,HS001429,R0039,HUB09,TRK037,warehouse,fish,206.6,2025-07-07 05:46:00,2025-07-07 07:41:48,1.32,1.19,0.56,0.61,2.74,0,0,469.97,0.85,R039,S01429,HUB09,9,H009
H00210,HS000320,R0082,HUB20,TRK029,vehicle_change,grains,1450.1,2026-03-23 23:04:00,2026-03-24 00:41:48,1.48,1.13,0.76,0.15,26.64,0,0,630.32,0.75,R082,S00320,HUB20,20,
H00211,HS000940,R0041,HUB17,TRK037,vehicle_change,pharma,1616.7,2025-04-21 10:02:00,2025-04-21 11:15:12,0.76,0.35,0.55,0.46,6.4,0,0,432.2,0.99,R041,S00940,HUB17,17,
H00212,HS000770,R0066,HUB04,TRK021,warehouse,vegetables,1232.1,2025-06-18 11:01:00,2025-06-18 11:46:00,0.5,0.33,1.06,0.25,5.41,0,0,374.78,0.38,R066,S00770,HUB04,4,H004
H00213,HS001195,R0027,HUB17,TRK020,warehouse,pharma,1102.4,2025-08-22 17:05:00,2025-08-22 19:36:48,1.76,0.35,1.11,0.77,6.88,0,1,1082.06,1.24,R027,S01195,HUB17,17,
H00214,HS001343,R0042,HUB04,TRK037,cross_dock,fish,613.9,2025-05-12 22:48:00,2025-05-13 01:27:00,2.42,1.17,0.32,0.23,2.54,0,0,781.14,0.95,R042,S01343,HUB04,4,H004
H00215,HS000978,R0005,HUB07,TRK014,vehicle_change,rice,645.0,2026-08-19 12:44:00,2026-08-19 14:09:12,1.15,0.16,0.66,0.27,19.8,0,0,424.59,0.91,R005,S00978,HUB07,7,H007
H00216,HS001052,R0021,HUB09,TRK050,warehouse,mango,673.8,2025-05-28 04:46:00,2025-05-28 05:36:24,0.73,0.57,0.47,0.11,8.01,0,0,330.08,0.33,R021,S01052,HUB09,9,H009
H00217,HS000096,R0064,HUB12,TRK028,mode_change,dairy,1370.9,2025-03-31 23:03:00,2025-04-01 01:30:00,0.84,0.66,0.65,1.61,7.46,0,0,428.23,1.89,R064,S00096,HUB12,12,H012
H00218,HS000164,R0086,HUB07,TRK032,vehicle_change,pharma,986.5,2025-10-01 10:57:00,2025-10-01 12:33:36,1.41,0.46,0.39,0.2,4.28,0,0,597.12,0.75,R086,S00164,HUB07,7,H007
H00219,HS001264,R0021,HUB01,TRK019,warehouse,rice,872.7,2026-06-23 17:44:00,2026-06-23 20:08:36,2.41,0.61,0.62,0.0,29.75,0,0,735.09,0.83,R021,S01264,HUB01,1,H001
H00220,HS000014,R0056,HUB04,TRK030,cross_dock,pharma,1053.4,2025-02-13 03:36:00,2025-02-13 04:43:48,0.39,0.55,0.47,0.74,7.6,0,0,305.46,1.19,R056,S00014,HUB04,4,H004
H00221,HS001054,R0012,HUB13,TRK010,mode_change,grains,222.9,2025-04-02 15:52:00,2025-04-02 17:50:12,1.65,0.4,0.74,0.32,28.85,0,0,507.1,0.63,R012,S01054,HUB13,13,H013
H00222,HS000917,R0049,HUB11,TRK021,warehouse,dairy,1929.4,2026-07-02 13:14:00,2026-07-02 14:57:12,0.42,1.19,0.3,1.3,9.13,1,0,541.02,1.73,R049,S00917,HUB11,11,H011
H00223,HS001403,R0086,HUB10,TRK022,mode_change,vegetables,440.2,2026-08-19 13:51:00,2026-08-19 17:12:36,2.03,0.24,0.55,1.33,5.38,0,0,623.49,1.65,R086,S01403,HUB10,10,H010
H00224,HS001289,R0006,HUB04,TRK009,cross_dock,mango,561.8,2025-06-14 20:32:00,2025-06-15 00:34:24,1.88,0.57,0.78,2.16,8.07,0,0,840.29,2.58,R006,S01289,HUB04,4,H004
H00225,HS000185,R0074,HUB03,TRK033,mode_change,vegetables,1840.8,2025-01-20 23:49:00,2025-01-21 01:53:48,2.08,1.19,0.3,0.0,4.54,0,1,1103.43,0.6,R074,S00185,HUB03,3,H003
H00226,HS000247,R0022,HUB11,TRK031,cross_dock,dairy,875.0,2025-11-17 12:57:00,2025-11-17 13:51:36,0.75,0.89,0.29,0.16,5.92,0,0,509.75,0.59,R022,S00247,HUB11,11,H011
H00227,HS000694,R0079,HUB11,TRK012,cross_dock,grains,873.1,2026-02-21 02:35:00,2026-02-21 05:23:00,1.59,0.65,1.17,1.21,26.77,0,0,723.6,1.8,R079,S00694,HUB11,11,H011
H00228,HS000956,R0078,HUB04,TRK038,cross_dock,mango,1172.8,2025-07-30 05:43:00,2025-07-30 07:26:12,1.6,0.2,0.29,0.12,9.58,0,0,540.69,0.42,R078,S00956,HUB04,4,H004
H00229,HS000121,R0065,HUB17,TRK014,mode_change,mango,1772.9,2025-01-21 22:19:00,2025-01-22 00:07:36,1.75,0.58,0.63,0.06,9.56,0,0,524.58,0.66,R065,S00121,HUB17,17,
H00230,HS000483,R0099,HUB10,TRK004,vehicle_change,grains,1182.4,2026-01-31 03:54:00,2026-01-31 06:34:48,1.38,0.63,0.29,1.3,18.71,0,0,726.73,1.87,R099,S00483,HUB10,10,H010
H00231,HS000425,R0027,HUB15,TRK045,warehouse,rice,692.2,2026-06-16 09:18:00,2026-06-16 10:57:00,1.45,0.4,0.65,0.2,24.52,0,0,671.98,0.64,R027,S00425,HUB15,15,H015
H00232,HS001346,R0044,HUB20,TRK014,cross_dock,fish,484.1,2026-04-26 02:59:00,2026-04-26 06:10:24,2.41,0.46,0.17,0.78,3.52,0,0,751.35,1.6,R044,S01346,HUB20,20,
H00233,HS000188,R0090,HUB20,TRK042,warehouse,pharma,162.7,2026-02-23 21:44:00,2026-02-23 22:35:36,0.75,1.15,0.27,0.11,3.9,0,0,399.7,0.66,R090,S00188,HUB20,20,
H00234,HS000326,R0024,HUB13,TRK030,cross_dock,rice,635.6,2026-07-31 10:41:00,2026-07-31 12:54:12,2.12,0.29,0.99,0.1,27.34,0,0,666.42,0.9,R024,S00326,HUB13,13,H013
H00235,HS000578,R0019,HUB19,TRK008,vehicle_change,rice,704.7,2025-02-27 04:47:00,2025-02-27 06:21:12,0.35,0.4,0.98,1.22,28.48,0,0,449.22,1.59,R019,S00578,HUB19,19,
H00236,HS000653,R0031,HUB11,TRK025,cross_dock,grains,1974.5,2025-10-20 20:22:00,2025-10-20 22:34:36,2.06,0.4,0.81,0.15,19.88,0,0,683.23,0.85,R031,S00653,HUB11,11,H011
H00237,HS000856,R0041,HUB05,TRK010,vehicle_change,vegetables,1243.8,2025-09-04 08:29:00,2025-09-04 09:56:36,1.1,0.71,0.77,0.36,4.74,0,0,425.8,0.53,R041,S00856,HUB05,5,H005
H00238,HS001230,R0059,HUB13,TRK032,cross_dock,grains,1862.7,2025-01-14 19:12:00,2025-01-14 20:18:00,1.02,0.76,0.95,0.08,25.39,0,0,552.92,0.27,R059,S01230,HUB13,13,H013
H00239,HS000810,R0081,HUB01,TRK015,mode_change,dairy,1346.8,2025-04-24 04:14:00,2025-04-24 07:54:12,2.11,1.1,0.64,1.56,3.9,0,0,717.83,2.29,R081,S00810,HUB01,1,H001
H00240,HS001344,R0013,HUB15,TRK026,mode_change,rice,1430.8,2025-08-21 07:02:00,2025-08-21 11:05:36,2.49,0.48,1.1,1.57,31.3,0,0,789.46,1.96,R013,S01344,HUB15,15,H015
H00241,HS000574,R0057,HUB12,TRK016,vehicle_change,rice,1203.1,2025-07-12 07:42:00,2025-07-12 10:45:36,1.16,0.54,0.76,1.9,26.49,0,0,510.84,2.43,R057,S00574,HUB12,12,H012
H00242,HS000467,R0077,HUB14,TRK002,warehouse,rice,1322.0,2025-06-25 11:00:00,2025-06-25 12:29:24,1.1,0.83,0.89,0.39,22.8,0,0,461.91,0.91,R077,S00467,HUB14,14,H014
H00243,HS001077,R0098,HUB03,TRK006,mode_change,grains,1803.4,2025-03-02 08:34:00,2025-03-02 10:19:00,1.27,0.47,0.25,0.48,25.65,0,0,606.79,1.06,R098,S01077,HUB03,3,H003
H00244,HS000988,R0075,HUB14,TRK004,cross_dock,pharma,752.6,2025-03-06 16:14:00,2025-03-06 22:16:17,0.49,1.03,0.21,5.548067780424461,7.87,0,0,770.94,6.05,R075,S00988,HUB14,14,H014
H00245,HS001092,R0007,HUB03,TRK046,warehouse,mango,1463.1,2026-07-08 11:24:00,2026-07-08 17:37:12,2.38,0.66,0.85,3.84,10.36,0,0,866.98,4.22,R007,S01092,HUB03,3,H003
