delay_id,shipment_id,route_id,vehicle_id,transport_mode,departure_timestamp,distance_km,planned_transit_hours,actual_transit_hours,delay_hours,on_time,historical_route_reliability,congestion_level,weather_condition,transfer_count,handling_time_hours,day_of_week,peak_period,route_id_raw,shipment_id_raw
D00169,HS000405,R0083,TRK007,rail,2025-05-15 07:31:00,118.9,3.29,8.32,5.03,0,0.767,low,cloudy,2,2.02,Thursday,1,R083,S00405
D00170,HS000938,R0058,TRK038,road,2025-05-24 12:07:00,42.1,2.44,5.81,3.37,0,0.91,medium,cloudy,1,2.05,Saturday,0,R058,S00938
D00171,HS000174,R0015,TRK017,rail,2026-05-06 11:49:00,275.0,6.37,8.69,2.32,0,0.825,low,clear,0,1.28,Wednesday,0,R015,S00174
D00172,HS001322,R0087,TRK009,road,2026-01-27 07:23:00,154.5,6.39,9.93,3.54,0,0.758,low,cloudy,1,1.89,Tuesday,1,R087,S01322
D00173,HS001403,R0023,TRK036,road,2026-02-13 22:21:00,178.6,8.01,12.79,4.78,0,0.887,high,heavy_rain,1,1.3,Friday,0,R023,S01403
D00174,HS001015,R0063,TRK027,rail,2026-02-16 21:27:00,253.0,9.69,11.29,1.6,0,0.935,low,clear,0,0.9,Monday,0,R063,S01015
D00175,HS000507,R0071,TRK033,road,2025-03-16 13:51:00,94.8,4.5,7.53,3.03,0,0.819,medium,clear,1,2.57,Sunday,0,R071,S00507
D00176,HS001250,R0039,TRK003,road,2026-06-02 13:19:00,207.3,5.74,6.93,1.19,0,0.988,medium,clear,2,2.73,Tuesday,0,R039,S01250
D00177,HS001054,R0081,TRK028,road,2025-07-30 16:27:00,106.8,4.2,5.9,1.7,0,0.736,low,clear,1,1.84,Wednesday,0,R081,S01054
D00178,HS001385,R0087,TRK007,road,2025-06-30 06:19:00,400.0,10.87,12.96,2.09,0,0.795,medium,cloudy,0,0.58,Monday,0,R087,S01385
D00179,HS000191,R0051,TRK032,road,2025-09-26 17:59:00,343.6,9.08,13.22,4.14,0,0.74,medium,rain,0,1.94,Friday,1,R051,S00191
D00180,HS001184,R0094,TRK030,road,2026-02-03 12:56:00,374.7,9.84,14.91,5.07,0,0.827,high,rain,1,1.5,Tuesday,0,R094,S01184
D00181,HS000415,R0017,TRK037,local,2025-11-29 10:13:00,418.4,10.43,16.28,5.85,0,0.732,medium,rain,0,2.34,Saturday,0,R017,S00415
D00182,HS000626,R0089,TRK009,local,2026-04-01 13:13:00,184.9,6.27,9.39,3.12,0,0.745,low,clear,1,2.05,Wednesday,0,R089,S00626
D00183,HS000271,R0093,TRK045,rail,2025-09-08 04:23:00,246.0,8.81,12.9,4.09,0,0.778,low,cloudy,1,1.56,Monday,0,R093,S00271
D00184,HS000293,R0062,TRK005,road,2026-05-09 01:49:00,82.9,2.42,3.84,1.42,0,0.819,low,clear,2,3.84,Saturday,0,R062,S00293
D00185,HS001496,R0009,TRK034,road,2025-03-15 03:45:00,333.0,11.65,15.95,4.3,0,0.778,medium,rain,1,1.72,Saturday,0,R009,S01496
D00186,HS000618,R0050,TRK023,local,2026-04-25 10:28:00,191.0,7.2,11.43,4.23,0,0.743,medium,cloudy,1,2.86,Saturday,0,R050,S00618
D00187,HS000649,R0027,TRK034,road,2025-02-21 17:01:00,130.6,5.5,6.46,0.96,0,0.932,medium,clear,0,0.79,Friday,1,R027,S00649
D00188,HS000124,R0017,TRK025,local,2025-01-30 00:01:00,312.8,10.47,13.67,3.2,0,0.926,high,rain,0,0.4,Thursday,0,R017,S00124
D00189,HS000670,R0051,TRK033,road,2025-05-28 23:08:00,382.1,9.4,12.27,2.87,0,0.829,medium,cloudy,0,0.44,Wednesday,0,R051,S00670
D00190,HS001254,R0051,TRK038,road,2025-11-27 03:14:00,440.6,10.16,12.56,2.4,0,0.909,medium,rain,0,0.44,Thursday,0,R051,S01254
D00191,HS000551,R0078,TRK004,road,2026-06-09 20:17:00,396.0,9.05,12.82,3.77,0,0.911,medium,clear,2,3.28,Tuesday,1,R078,S00551
D00192,HS000323,R0094,TRK008,rail,2025-12-30 19:19:00,54.1,2.27,7.47,5.2,0,0.737,medium,cloudy,0,1.27,Tuesday,1,R094,S00323
D00193,HS000073,R0033,TRK050,road,2025-04-20 06:55:00,315.5,7.71,10.95,3.24,0,0.857,low,rain,0,1.31,Sunday,0,R033,S00073
D00194,HS001057,R0071,TRK046,rail,2025-05-11 14:16:00,241.3,8.12,11.07,2.95,0,0.914,low,clear,0,1.38,Sunday,0,R071,S01057
D00195,HS001011,R0006,TRK026,road,2026-03-30 10:46:00,263.2,10.0,12.69,2.69,0,0.808,medium,clear,0,1.52,Monday,0,R006,S01011
D00196,HS000003,R0099,TRK050,road,2025-09-01 22:51:00,472.2,10.84,14.42,3.58,0,0.722,low,clear,0,2.14,Monday,0,R099,S00003
D00197,HS001065,R0098,TRK043,road,2025-02-01 23:12:00,394.3,11.87,17.0,5.13,0,0.985,low,heavy_rain,3,2.14,Saturday,0,R098,S01065
D00198,HS000485,R0053,TRK045,local,2025-04-06 04:17:00,260.1,7.35,9.26,1.91,0,0.856,medium,clear,1,1.22,Sunday,0,R053,S00485
D00199,HS000833,R0038,TRK017,local,2025-03-21 08:26:00,484.5,15.13,19.53,4.4,0,0.808,medium,clear,2,2.39,Friday,1,R038,S00833
D00200,HS000672,R0016,TRK035,road,2025-06-06 13:45:00,409.8,11.85,14.05,2.2,0,0.95,low,rain,0,1.84,Friday,0,R016,S00672
D00201,HS000287,R0019,TRK006,rail,2026-02-05 14:03:00,504.8,13.67,18.11,4.44,0,0.801,medium,clear,2,3.66,Thursday,0,R019,S00287
D00202,HS000045,R0016,TRK001,road,2025-02-24 14:29:00,414.9,13.2,18.43,5.23,0,0.828,medium,heavy_rain,0,1.57,Monday,0,R016,S00045
D00203,HS000874,R0009,TRK013,local,2026-08-22 07:59:00,252.8,10.79,12.65,1.86,0,0.944,low,clear,1,1.39,Saturday,1,R009,S00874
D00204,HS000785,R0023,TRK023,road,2025-02-14 09:41:00,129.8,6.36,9.13,2.77,0,0.729,medium,clear,0,1.18,Friday,1,R023,S00785
D00205,HS000659,R0018,TRK027,road,2025-12-19 22:23:00,464.6,13.09,16.65,3.56,0,0.937,medium,heavy_rain,1,1.79,Friday,0,R018,S00659
D00206,HS000206,R0050,TRK018,road,2025-04-27 05:38:00,193.1,8.43,12.94,4.51,0,0.93,low,heavy_rain,1,3.08,Sunday,0,R050,S00206
D00207,HS001429,R0032,TRK043,road,2025-05-07 11:50:00,296.2,8.34,13.39,5.05,0,0.926,high,cloudy,3,4.27,Wednesday,0,R032,S01429
D00208,HS000078,R0046,TRK038,road,2025-12-24 02:59:00,376.3,8.93,14.22,5.29,0,0.872,low,heavy_rain,2,2.45,Wednesday,0,R046,S00078
D00209,HS001444,R0012,TRK004,road,2025-08-24 15:07:00,145.0,3.94,5.83,1.89,0,0.968,low,clear,1,3.29,Sunday,0,R012,S01444
D00210,HS000895,R0019,TRK050,road,2026-06-18 06:46:00,292.6,8.41,10.49,2.08,0,0.91,medium,cloudy,0,0.98,Thursday,0,R019,S00895
D00211,HS001438,R0082,TRK032,road,2026-05-17 08:22:00,123.6,4.52,6.26,1.74,0,0.971,medium,clear,1,1.19,Sunday,1,R082,S01438
D00212,HS000160,R0074,TRK026,local,2025-08-30 03:35:00,410.0,10.42,13.98,3.56,0,0.806,medium,cloudy,1,1.18,Saturday,0,R074,S00160
D00213,HS000099,R0031,TRK023,local,2025-02-19 08:47:00,120.6,3.05,5.81,2.76,0,0.911,medium,rain,0,0.85,Wednesday,1,R031,S00099
D00214,HS000069,R0050,TRK029,rail,2026-05-16 08:59:00,505.2,11.47,16.35,4.88,0,0.822,medium,clear,1,3.01,Saturday,1,R050,S00069
D00215,HS001339,R0038,TRK002,road,2026-03-23 20:13:00,496.8,17.48,22.45,4.97,0,0.821,medium,cloudy,2,2.01,Monday,1,R038,S01339
D00216,HS000197,R0022,TRK039,local,2025-06-22 23:27:00,115.4,4.77,7.62,2.85,0,0.771,medium,cloudy,1,1.37,Sunday,0,R022,S00197
D00217,HS000237,R0007,TRK026,road,2025-05-05 09:30:00,443.1,15.19,17.11,1.92,0,0.835,low,cloudy,1,1.02,Monday,1,R007,S00237
D00218,HS000551,R0040,TRK026,road,2025-07-11 19:15:00,469.5,15.46,16.34,0.88,0,0.825,low,clear,0,0.35,Friday,1,R040,S00551
D00219,HS000973,R0073,TRK004,road,2026-01-16 12:47:00,374.3,14.4,15.41,1.01,0,0.938,low,rain,0,0.39,Friday,0,R073,S00973
D00220,HS000343,R0074,TRK016,road,2026-07-06 08:49:00,77.9,3.77,9.53,5.76,0,0.856,high,rain,1,2.04,Monday,1,R074,S00343
D00221,HS000566,R0028,TRK013,road,2025-02-18 19:07:00,243.2,6.04,9.65,3.61,0,0.989,medium,rain,0,2.3,Tuesday,1,R028,S00566
D00222,HS000217,R0067,TRK030,local,2025-03-14 23:11:00,45.9,2.95,5.11,2.16,0,0.931,low,clear,1,2.63,Friday,0,R067,S00217
D00223,HS000811,R0073,TRK050,road,2025-04-15 18:00:00,177.3,5.54,7.82,2.28,0,0.831,low,cloudy,1,0.85,Tuesday,1,R073,S00811
D00224,HS000467,R0043,TRK045,road,2025-03-13 12:28:00,398.0,10.27,12.9,2.63,0,0.725,medium,clear,0,1.36,Thursday,0,R043,S00467
D00225,HS000116,R0018,TRK020,local,2026-07-08 01:06:00,252.7,6.2,8.14,1.94,0,0.833,medium,clear,0,2.1,Wednesday,0,R018,S00116
D00226,HS000935,R0066,TRK011,road,2025-01-25 01:57:00,380.6,12.24,15.08,2.84,0,0.862,medium,clear,2,1.39,Saturday,0,R066,S00935
D00227,HS000530,R0007,TRK024,rail,2025-12-12 13:55:00,171.5,5.18,6.3,1.12,0,0.892,low,clear,0,1.59,Friday,0,R007,S00530
D00228,HS001398,R0096,TRK045,road,2026-01-09 18:14:00,53.2,4.45,5.39,0.94,0,0.931,low,clear,0,0.72,Friday,1,R096,S01398
D00229,HS000447,R0002,TRK031,local,2025-10-02 03:23:00,350.7,8.45,13.13,4.68,0,0.788,medium,clear,3,3.61,Thursday,0,R002,S00447
D00230,HS000689,R0060,TRK020,rail,2025-08-06 08:14:00,435.7,12.01,15.79,3.78,0,0.858,medium,rain,0,1.71,Wednesday,1,R060,S00689
D00231,HS001478,R0036,TRK041,road,2026-08-13 20:16:00,172.9,6.66,8.22,1.56,0,0.896,low,cloudy,0,0.38,Thursday,1,R036,S01478
D00232,HS000975,R0004,TRK042,road,2026-05-15 18:16:00,181.9,4.98,9.85,4.87,0,0.919,medium,heavy_rain,2,2.76,Friday,1,R004,S00975
D00233,HS000456,R0086,TRK023,road,2025-05-14 07:21:00,445.8,11.48,16.22,4.74,0,0.769,low,clear,0,2.07,Wednesday,1,R086,S00456
D00234,HS000399,R0046,TRK015,rail,2026-03-28 22:43:00,187.4,5.13,8.45,3.32,0,0.79,low,rain,1,2.97,Saturday,0,R046,S00399
D00235,HS000370,R0065,TRK008,local,2025-11-30 04:38:00,223.2,6.83,8.65,1.82,0,0.951,low,clear,0,1.53,Sunday,0,R065,S00370
D00236,HS000181,R0100,TRK006,road,2026-07-11 00:20:00,342.9,12.55,17.3,4.75,0,0.721,low,rain,0,1.97,Saturday,0,R100,S00181
D00237,HS001284,R0017,TRK040,road,2026-01-22 16:29:00,246.1,7.91,13.58,5.67,0,0.721,medium,rain,2,4.07,Thursday,0,R017,S01284
D00238,HS000692,R0094,TRK016,road,2026-01-14 20:41:00,461.0,13.41,17.05,3.64,0,0.856,low,clear,0,2.38,Wednesday,1,R094,S00692
D00239,HS001034,R0056,TRK044,local,2025-04-06 12:59:00,204.5,5.31,10.16,4.85,0,0.771,high,rain,0,0.76,Sunday,0,R056,S01034
D00240,HS000238,R0022,TRK008,road,2025-01-15 09:00:00,352.3,14.84,19.57,4.73,0,0.789,medium,clear,3,4.21,Wednesday,1,R022,S00238
D00241,HS000215,R0054,TRK029,road,2026-03-18 00:13:00,302.7,8.3,10.44,2.14,0,0.908,medium,clear,1,2.26,Wednesday,0,R054,S00215
D00242,HS001017,R0066,TRK047,road,2025-04-27 18:43:00,175.7,5.32,9.07,3.75,0,0.884,medium,rain,3,2.94,Sunday,1,R066,S01017
D00243,HS001320,R0027,TRK045,local,2026-06-11 21:11:00,198.7,9.26,10.44,1.18,0,0.965,medium,cloudy,0,0.45,Thursday,0,R027,S01320
D00244,HS000094,R0030,TRK030,local,2025-03-11 04:13:00,182.1,5.24,7.26,2.02,0,0.767,low,clear,2,2.74,Tuesday,0,R030,S00094
D00245,HS000864,R0002,TRK009,rail,2025-11-29 10:35:00,121.8,4.83,9.41,4.58,0,0.888,high,clear,2,1.9,Saturday,0,R002,S00864
D00246,HS000735,R0084,TRK011,road,2025-10-04 12:37:00,374.2,15.51,19.77,4.26,0,0.763,low,cloudy,2,2.67,Saturday,0,R084,S00735
D00247,HS001181,R0079,TRK002,local,2025-01-10 00:00:00,462.4,12.44,15.08,2.64,0,0.85,medium,rain,0,0.39,Friday,0,R079,S01181
D00248,HS000789,R0093,TRK037,road,2026-04-13 01:21:00,498.8,11.47,12.87,1.4,0,0.906,medium,clear,1,2.17,Monday,0,R093,S00789
D00249,HS000457,R0020,TRK036,local,2025-08-29 22:48:00,334.2,14.64,17.39,2.75,0,0.857,medium,cloudy,0,1.94,Friday,0,R020,S00457
D00250,HS000211,R0071,TRK042,road,2025-01-13 22:32:00,432.2,15.96,17.91,1.95,0,0.875,low,cloudy,0,2.46,Monday,0,R071,S00211
D00251,HS000457,R0052,TRK027,road,2025-09-06 04:51:00,303.6,8.52,10.97,2.45,0,0.98,medium,rain,1,2.39,Saturday,0,R052,S00457
D00252,HS000598,R0059,TRK022,road,2026-08-06 11:29:00,337.5,10.42,12.61,2.19,0,0.913,low,rain,0,1.02,Thursday,0,R059,S00598
D00253,HS000391,R0071,TRK034,road,2025-10-14 02:21:00,91.0,3.47,5.17,1.7,0,0.942,medium,clear,0,0.69,Tuesday,0,R071,S00391
D00254,HS000009,R0092,TRK022,road,2025-12-30 05:39:00,238.9,7.1,10.96,3.86,0,0.879,medium,clear,1,2.81,Tuesday,0,R092,S00009
D00255,HS000660,R0068,TRK048,road,2025-10-10 02:24:00,488.9,11.36,14.83,3.47,0,0.857,high,clear,1,2.3,Friday,0,R068,S00660
D00256,HS001050,R0065,TRK025,road,2026-06-29 23:42:00,332.3,8.24,10.31,2.07,0,0.827,low,clear,2,2.12,Monday,0,R065,S01050
D00257,HS001422,R0039,TRK045,road,2026-06-02 07:04:00,190.7,5.87,8.77,2.9,0,0.779,low,cloudy,1,2.73,Tuesday,1,R039,S01422
D00258,HS001071,R0082,TRK021,rail,2025-11-04 13:44:00,405.2,11.34,13.23,1.89,0,0.975,medium,cloudy,2,3.46,Tuesday,0,R082,S01071
D00259,HS000927,R0014,TRK002,road,2025-05-29 13:10:00,65.5,3.39,6.26,2.87,0,0.932,high,cloudy,0,0.39,Thursday,0,R014,S00927
D00260,HS001404,R0014,TRK040,local,2025-10-05 20:38:00,395.0,10.05,13.31,3.26,0,0.872,low,rain,1,1.73,Sunday,1,R014,S01404
D00261,HS001485,R0041,TRK036,road,2026-03-05 10:46:00,397.0,14.53,15.21,0.68,0,0.952,low,clear,1,2.44,Thursday,0,R041,S01485
D00262,HS000012,R0025,TRK019,road,2025-07-05 16:43:00,512.1,19.97,20.87,0.9,0,0.918,low,clear,0,0.84,Saturday,0,R025,S00012
D00263,HS001067,R0043,TRK030,rail,2025-09-18 17:59:00,114.3,4.86,12.37,7.51,0,0.734,high,cloudy,1,2.11,Thursday,1,R043,S01067
D00264,HS001330,R0009,TRK033,road,2025-12-12 18:43:00,300.7,9.11,12.37,3.26,0,0.959,medium,clear,0,2.39,Friday,1,R009,S01330
D00265,HS001059,R0002,TRK008,rail,2025-10-08 23:40:00,253.9,6.88,10.42,3.54,0,0.888,high,cloudy,0,2.31,Wednesday,0,R002,S01059
D00266,HS000016,R0099,TRK024,road,2026-01-24 06:26:00,284.2,8.15,10.81,2.66,0,0.896,low,clear,0,2.44,Saturday,0,R099,S00016
D00267,HS000941,R0081,TRK005,road,2026-08-18 17:49:00,342.2,12.35,16.56,4.21,0,0.946,low,rain,2,3.21,Tuesday,1,R081,S00941
D00268,HS001379,R0092,TRK022,road,2025-08-19 09:33:00,75.2,3.42,7.21,3.79,0,0.739,medium,rain,0,1.27,Tuesday,1,R092,S01379
D00269,HS000897,R0016,TRK035,road,2026-03-18 16:30:00,385.7,15.35,19.96,4.61,0,0.732,medium,clear,1,1.75,Wednesday,0,R016,S00897
D00270,HS001327,R0049,TRK026,rail,2026-08-02 21:55:00,54.8,2.75,6.59,3.84,0,0.922,medium,rain,0,1.68,Sunday,0,R049,S01327
D00271,HS000292,R0048,TRK001,road,2025-09-08 09:14:00,306.4,10.29,15.83,5.54,0,0.881,medium,heavy_rain,0,1.93,Monday,1,R048,S00292
D00272,HS000150,R0021,TRK012,road,2026-02-05 06:05:00,440.7,14.21,20.33,6.12,0,0.936,high,rain,2,3.83,Thursday,0,R021,S00150
D00273,HS001421,R0038,TRK043,road,2025-08-20 09:42:00,87.1,3.55,6.2,2.65,0,0.809,low,cloudy,0,1.64,Wednesday,1,R038,S01421
D00274,HS000680,R0075,TRK010,road,2025-04-08 19:09:00,215.0,7.45,11.71,4.26,0,0.721,low,clear,1,2.2,Tuesday,1,R075,S00680
D00275,HS000155,R0062,TRK030,road,2026-06-19 03:37:00,411.9,10.78,13.44,2.66,0,0.894,low,clear,2,3.17,Friday,0,R062,S00155
D00276,HS000750,R0003,TRK033,road,2025-04-19 05:32:00,430.1,12.28,15.5,3.22,0,0.777,low,clear,2,3.11,Saturday,0,R003,S00750
D00277,HS000288,R0051,TRK015,local,2026-03-24 03:03:00,323.0,7.15,8.36,1.21,0,0.855,low,clear,0,0.79,Tuesday,0,R051,S00288
D00278,HS000480,R0058,TRK011,road,2025-09-27 00:20:00,495.4,13.73,14.47,0.74,0,0.919,medium,clear,0,1.35,Saturday,0,R058,S00480
D00279,HS001115,R0006,TRK043,road,2025-07-19 03:40:00,475.7,14.27,18.46,4.19,0,0.843,low,heavy_rain,0,1.83,Saturday,0,R006,S01115
D00280,HS000998,R0073,TRK012,road,2025-09-09 05:52:00,221.7,7.8,11.99,4.19,0,0.741,low,heavy_rain,0,1.16,Tuesday,0,R073,S00998
D00281,HS000987,R0062,TRK039,road,2026-04-27 09:43:00,463.4,12.7,15.53,2.83,0,0.859,low,clear,0,1.6,Monday,1,R062,S00987
D00282,HS000115,R0087,TRK031,road,2025-04-17 22:39:00,323.6,8.64,12.33,3.69,0,0.786,low,cloudy,0,1.4,Thursday,0,R087,S00115
D00283,HS000350,R0022,TRK017,local,2026-03-18 15:48:00,288.0,10.32,16.04,5.72,0,0.892,high,cloudy,2,3.33,Wednesday,0,R022,S00350
D00284,HS000271,R0029,TRK027,road,2025-06-17 08:17:00,421.4,9.36,11.47,2.11,0,0.898,low,cloudy,0,1.27,Tuesday,1,R029,S00271
D00285,HS001351,R0014,TRK002,road,2026-01-02 12:18:00,452.6,12.42,15.27,2.85,0,0.76,low,clear,1,1.26,Friday,0,R014,S01351
D00286,HS000781,R0017,TRK039,road,2025-12-18 01:43:00,40.6,2.96,5.89,2.93,0,0.837,low,rain,1,2.27,Thursday,0,R017,S00781
D00287,HS000015,R0045,TRK038,rail,2026-01-31 22:23:00,475.8,11.34,15.08,3.74,0,0.835,low,rain,2,2.0,Saturday,0,R045,S00015
D00288,HS001157,R0074,TRK034,road,2025-11-05 10:16:00,43.5,3.17,5.98,2.81,0,0.805,low,clear,1,1.8,Wednesday,0,R074,S01157
D00289,HS001351,R0047,TRK040,road,2025-09-08 18:03:00,366.7,9.11,11.54,2.43,0,0.932,medium,clear,1,1.37,Monday,1,R047,S01351
D00290,HS000011,R0016,TRK048,road,2025-10-11 08:04:00,415.9,8.51,12.55,4.04,0,0.857,medium,rain,1,2.13,Saturday,1,R016,S00011
D00291,HS000359,R0012,TRK010,road,2025-07-28 14:24:00,328.1,11.96,15.44,3.48,0,0.82,medium,cloudy,2,2.8,Monday,0,R012,S00359
D00292,HS000737,R0082,TRK032,road,2025-01-27 06:12:00,136.8,5.5,7.39,1.89,0,0.797,low,cloudy,1,1.21,Monday,0,R082,S00737
D00293,HS001146,R0031,TRK042,road,2025-03-07 15:45:00,115.6,4.55,6.34,1.79,0,0.815,low,cloudy,1,2.26,Friday,0,R031,S01146
D00294,HS000240,R0075,TRK023,road,2026-01-02 09:31:00,431.4,15.55,17.58,2.03,0,0.843,low,clear,0,1.39,Friday,1,R075,S00240
D00295,HS000988,R0066,TRK017,local,2025-12-02 11:40:00,430.3,12.12,15.86,3.74,0,0.981,medium,rain,1,3.08,Tuesday,0,R066,S00988
D00296,HS000818,R0015,TRK017,road,2025-06-30 18:36:00,344.2,8.47,12.84,4.37,0,0.782,low,heavy_rain,1,1.24,Monday,1,R015,S00818
D00297,HS000470,R0087,TRK048,rail,2025-12-30 08:38:00,76.5,3.13,8.67,5.54,0,0.815,high,clear,2,3.84,Tuesday,1,R087,S00470
D00298,HS000646,R0026,TRK016,rail,2025-12-18 04:39:00,210.9,5.1,9.64,4.54,0,0.741,high,cloudy,0,2.18,Thursday,0,R026,S00646
D00299,HS000358,R0064,TRK037,local,2026-01-29 18:36:00,275.6,7.84,12.04,4.2,0,0.796,low,cloudy,0,2.05,Thursday,1,R064,S00358
D00300,HS001256,R0059,TRK008,rail,2025-06-22 16:18:00,260.8,6.13,9.73,3.6,0,0.777,medium,clear,1,1.57,Sunday,0,R059,S01256
D00301,HS000483,R0044,TRK024,road,2026-08-16 21:00:00,243.5,8.57,11.73,3.16,0,0.819,low,clear,1,3.3,Sunday,0,R044,S00483
D00302,HS000997,R0072,TRK028,local,2026-01-24 20:01:00,134.1,5.05,8.25,3.2,0,0.848,low,clear,0,2.26,Saturday,1,R072,S00997
D00303,HS000705,R0039,TRK017,road,2025-09-20 20:16:00,312.6,10.29,14.41,4.12,0,0.736,medium,clear,1,1.83,Saturday,1,R039,S00705
D00304,HS000916,R0003,TRK027,road,2025-12-21 23:34:00,456.3,9.45,12.63,3.18,0,0.875,medium,clear,1,1.89,Sunday,0,R003,S00916
D00305,HS000649,R0011,TRK025,road,2025-02-27 14:34:00,262.6,7.55,11.45,3.9,0,0.893,high,clear,1,2.19,Thursday,0,R011,S00649
D00306,HS000516,R0084,TRK019,rail,2025-01-17 19:43:00,330.6,11.27,16.24,4.97,0,0.931,high,rain,1,1.7,Friday,1,R084,S00516
D00307,HS000799,R0096,TRK045,rail,2025-03-17 16:16:00,141.1,4.38,6.75,2.37,0,0.973,medium,clear,1,2.53,Monday,0,R096,S00799
D00308,HS000558,R0040,TRK015,road,2026-01-29 15:23:00,176.4,4.76,7.24,2.48,0,0.946,low,cloudy,2,2.34,Thursday,0,R040,S00558
D00309,HS000631,R0071,TRK029,road,2025-09-10 19:12:00,495.3,13.61,16.65,3.04,0,0.843,medium,rain,0,1.69,Wednesday,1,R071,S00631
D00310,HS000882,R0047,TRK027,road,2025-12-14 09:21:00,185.7,9.17,10.9,1.73,0,0.949,low,clear,0,2.32,Sunday,1,R047,S00882
D00311,HS001059,R0038,TRK039,road,2025-07-11 11:54:00,43.5,2.67,5.51,2.84,0,0.871,low,clear,1,1.73,Friday,0,R038,S01059
D00312,HS001008,R0098,TRK040,rail,2026-03-26 19:36:00,368.6,12.69,16.15,3.46,0,0.938,low,rain,0,0.9,Thursday,1,R098,S01008
D00313,HS001021,R0025,TRK021,road,2025-12-26 09:55:00,63.8,2.47,6.72,4.25,0,0.748,low,cloudy,1,1.19,Friday,1,R025,S01021
D00314,HS000026,R0048,TRK030,rail,2025-07-02 02:27:00,55.2,4.21,8.46,4.25,0,0.759,low,clear,1,1.68,Wednesday,0,R048,S00026
D00315,HS000087,R0016,TRK050,rail,2025-10-11 08:24:00,224.7,5.25,7.59,2.34,0,0.989,low,rain,0,1.75,Saturday,1,R016,S00087
D00316,HS001198,R0096,TRK036,road,2025-05-02 20:50:00,161.6,4.57,7.72,3.15,0,0.96,high,clear,0,1.67,Friday,1,R096,S01198
D00317,HS000123,R0016,TRK026,rail,2026-03-27 11:36:00,44.3,3.98,5.86,1.88,0,0.848,medium,clear,0,0.6,Friday,0,R016,S00123
D00318,HS000044,R0008,TRK023,road,2025-05-21 12:18:00,376.6,8.44,15.32,6.88,0,0.783,high,rain,1,2.71,Wednesday,0,R008,S00044
D00319,HS001136,R0089,TRK025,road,2026-06-18 07:39:00,104.7,3.72,5.2,1.48,0,0.838,low,cloudy,0,0.67,Thursday,1,R089,S01136
D00320,HS001271,R0021,TRK005,road,2025-09-23 02:40:00,255.7,6.96,10.42,3.46,0,0.843,medium,cloudy,1,3.03,Tuesday,0,R021,S01271
D00321,HS000266,R0031,TRK021,rail,2025-03-22 10:30:00,356.0,9.83,13.48,3.65,0,0.861,medium,cloudy,1,1.79,Saturday,0,R031,S00266
D00322,HS001471,R0023,TRK003,road,2026-03-18 05:48:00,273.0,10.83,13.46,2.63,0,0.946,medium,cloudy,1,1.42,Wednesday,0,R023,S01471
D00323,HS001084,R0010,TRK001,local,2025-09-26 17:56:00,140.2,6.12,10.8,4.68,0,0.742,medium,clear,1,2.99,Friday,1,R010,S01084
D00324,HS001144,R0006,TRK047,road,2026-04-01 08:20:00,185.9,6.38,10.65,4.27,0,0.746,medium,cloudy,0,1.43,Wednesday,1,R006,S01144
D00325,HS000722,R0096,TRK036,road,2025-09-03 18:27:00,90.6,3.4,6.78,3.38,0,0.844,medium,rain,0,0.66,Wednesday,1,R096,S00722
D00326,HS000521,R0041,TRK036,local,2026-06-27 04:26:00,195.8,7.56,9.9,2.34,0,0.836,medium,cloudy,1,1.64,Saturday,0,R041,S00521
D00327,HS000566,R0047,TRK029,road,2025-08-18 07:21:00,230.6,7.8,13.86,6.06,0,0.881,medium,heavy_rain,0,0.93,Monday,1,R047,S00566
D00328,HS001169,R0071,TRK033,road,2025-03-08 22:09:00,484.4,15.65,18.3,2.65,0,0.816,low,clear,1,1.72,Saturday,0,R071,S01169
D00329,HS000115,R0052,TRK037,local,2025-08-07 17:45:00,392.4,10.74,16.29,5.55,0,0.767,medium,cloudy,1,3.07,Thursday,1,R052,S00115
D00330,HS000111,R0099,TRK022,road,2025-10-06 12:26:00,432.2,13.68,15.43,1.75,0,0.955,low,cloudy,1,1.2,Monday,0,R099,S00111
D00331,HS000808,R0040,TRK034,road,2026-01-03 12:47:00,299.2,11.09,14.81,3.72,0,0.78,low,rain,0,1.25,Saturday,0,R040,S00808
D00332,HS001000,R0019,TRK009,road,2025-05-25 06:11:00,268.4,7.45,10.67,3.22,0,0.791,low,clear,1,2.65,Sunday,0,R019,S01000
D00333,HS000657,R0051,TRK042,road,2025-10-29 03:52:00,309.4,7.44,9.68,2.24,0,0.785,low,clear,1,1.94,Wednesday,0,R051,S00657
D00334,HS001492,R0045,TRK039,rail,2026-05-15 01:31:00,409.4,13.94,16.45,2.51,0,0.942,medium,cloudy,0,2.33,Friday,0,R045,S01492
D00335,HS001072,R0011,TRK008,rail,2025-08-30 15:57:00,156.7,4.37,6.64,2.27,0,0.945,low,clear,2,2.29,Saturday,0,R011,S01072
D00336,HS001427,R0097,TRK017,road,2025-05-27 03:25:00,339.1,8.43,11.72,3.29,0,0.9,low,rain,1,1.17,Tuesday,0,R097,S01427
D00337,HS001042,R0080,TRK018,road,2026-04-18 21:16:00,354.3,14.02,17.66,3.64,0,0.793,high,cloudy,2,2.28,Saturday,0,R080,S01042
D00338,HS000684,R0091,TRK007,local,2025-08-11 00:59:00,272.6,6.9,12.74,5.84,0,0.774,high,cloudy,1,1.38,Monday,0,R091,S00684
