record_id,shipment_id,hour_from_departure,temperature_c,required_min_temp_c,required_max_temp_c,sensor_quality,in_range,shipment_id_raw
T0000403,HS006488,15,10.88,8.0,13.0,Fair,1,HS006488
T0000404,HS001402,3,22.05,15.0,30.0,Fair,1,HS001402
T0000405,HS009201,15,5.91,2.0,8.0,Good,1,HS009201
T0000406,HS011223,2,-0.49,-2.0,4.0,Good,1,HS011223
T0000407,HS009193,24,3.25,2.0,8.0,Good,1,HS009193
T0000408,HS006966,23,10.95,8.0,12.0,Good,1,HS006966
T0000409,HS001395,21,7.46,2.0,8.0,Good,1,HS001395
T0000410,HS001552,21,-18.83,-20.0,-15.0,Fair,1,HS001552
T0000411,HS000008,19,24.54,15.0,30.0,Good,1,HS000008
T0000412,HS011362,5,10.68,8.0,13.0,Good,1,HS011362
T0000413,HS008660,21,16.28,15.0,30.0,Good,1,HS008660
T0000414,HS010401,1,29.26,15.0,30.0,Fair,1,HS010401
T0000415,HS001438,17,2.99,2.0,8.0,Good,1,HS001438
T0000416,HS009879,6,6.61,2.0,8.0,Good,1,HS009879
T0000417,HS003352,1,2.3,2.0,8.0,Fair,1,HS003352
T0000418,HS003011,7,9.42,8.0,12.0,Fair,1,HS003011
T0000419,HS006009,17,10.75,8.0,13.0,Good,1,HS006009
T0000420,HS007394,0,11.73,8.0,12.0,Fair,1,HS007394
T0000421,HS003507,14,13.0,8.0,13.0,Good,1,HS003507
T0000422,HS001911,2,5.13,2.0,8.0,Good,1,HS001911
T0000423,HS007850,6,4.3,2.0,8.0,Good,1,HS007850
T0000424,HS004838,8,10.09,8.0,12.0,Good,1,HS004838
T0000425,HS000409,10,13.54,8.0,12.0,Good,0,HS000409
T0000426,HS008209,6,4.96,2.0,8.0,Good,1,HS008209
T0000427,HS004665,13,28.94,15.0,30.0,Good,1,HS004665
T0000428,HS000692,9,17.52,15.0,30.0,Fair,1,HS000692
T0000429,HS002112,0,12.06,8.0,13.0,Good,1,HS002112
T0000430,HS010364,21,13.69,12.0,15.0,Fair,1,HS010364
T0000431,HS005146,15,3.35,2.0,8.0,Good,1,HS005146
T0000432,HS011889,0,2.71,-2.0,4.0,Good,1,HS011889
T0000433,HS009792,12,27.95,15.0,30.0,Fair,1,HS009792
T0000434,HS002935,17,11.33,8.0,12.0,Good,1,HS002935
T0000435,HS003997,10,10.68,8.0,12.0,Good,1,HS003997
T0000436,HS005571,23,29.15,15.0,30.0,Good,1,HS005571
T0000437,HS007696,10,9.19,8.0,13.0,Good,1,HS007696
T0000438,HS010925,15,6.39,2.0,8.0,Good,1,HS010925
T0000439,HS001595,21,7.53,2.0,8.0,Good,1,HS001595
T0000440,HS008382,18,3.33,2.0,8.0,Good,1,HS008382
T0000441,HS007998,9,11.16,8.0,12.0,Good,1,HS007998
T0000442,HS008042,10,6.32,2.0,8.0,Good,1,HS008042
T0000443,HS006225,22,21.6,15.0,30.0,Good,1,HS006225
T0000444,HS011358,7,5.3,2.0,8.0,Fair,1,HS011358
T0000445,HS000428,24,7.08,2.0,8.0,Good,1,HS000428
T0000446,HS010269,3,9.31,8.0,13.0,Fair,1,HS010269
T0000447,HS005954,14,0.9,-2.0,4.0,Fair,1,HS005954
T0000448,HS011930,18,9.67,2.0,8.0,Fair,0,HS011930
T0000449,HS004153,1,7.81,2.0,8.0,Good,1,HS004153
T0000450,HS010035,3,11.17,8.0,13.0,Good,1,HS010035
T0000451,HS008467,6,19.07,15.0,30.0,Good,1,HS008467
T0000452,HS010403,10,23.99,15.0,30.0,Good,1,HS010403
T0000453,HS011613,18,-16.52,-20.0,-15.0,Good,1,HS011613
T0000454,HS003492,13,5.77,2.0,8.0,Good,1,HS003492
T0000455,HS004697,12,6.12,2.0,8.0,Fair,1,HS004697
T0000456,HS011007,8,4.7,2.0,8.0,Good,1,HS011007
T0000457,HS006495,5,-15.41,-20.0,-15.0,Good,1,HS006495
T0000458,HS011855,5,27.16,15.0,30.0,Good,1,HS011855
T0000459,HS009070,0,15.79,15.0,30.0,Good,1,HS009070
T0000460,HS003467,18,12.39,8.0,13.0,Good,1,HS003467
T0000461,HS005517,4,18.72,15.0,30.0,Good,1,HS005517
T0000462,HS001021,0,15.32,15.0,30.0,Fair,1,HS001021
T0000463,HS003652,11,25.21,15.0,30.0,Fair,1,HS003652
T0000464,HS009164,6,5.37,2.0,8.0,Good,1,HS009164
T0000465,HS005785,18,18.27,12.0,15.0,Good,0,HS005785
T0000466,HS004613,23,13.95,2.0,8.0,Fair,0,HS004613
T0000467,HS008010,22,4.75,2.0,8.0,Fair,1,HS008010
T0000468,HS000703,12,9.66,8.0,13.0,Fair,1,HS000703
T0000469,HS010972,8,16.35,15.0,30.0,Good,1,HS010972
T0000470,HS007302,10,5.59,2.0,8.0,Good,1,HS007302
T0000471,HS002650,3,9.73,8.0,13.0,Good,1,HS002650
T0000472,HS002830,0,8.6,8.0,13.0,Good,1,HS002830
T0000473,HS009091,11,11.05,8.0,13.0,Good,1,HS009091
T0000474,HS001088,20,21.03,15.0,30.0,Good,1,HS001088
T0000475,HS009778,9,11.83,8.0,13.0,Good,1,HS009778
T0000476,HS007168,23,12.24,8.0,13.0,Fair,1,HS007168
T0000477,HS001755,18,18.13,15.0,30.0,Good,1,HS001755
T0000478,HS006603,22,2.85,8.0,13.0,Good,0,HS006603
T0000479,HS010111,10,1.43,-2.0,4.0,Good,1,HS010111
T0000480,HS011421,10,2.6,2.0,8.0,Good,1,HS011421
T0000481,HS004499,21,5.67,2.0,8.0,Fair,1,HS004499
T0000482,HS003398,8,11.54,8.0,13.0,Good,1,HS003398
T0000483,HS001401,15,7.88,2.0,8.0,Good,1,HS001401
T0000484,HS010021,11,29.16,15.0,30.0,Fair,1,HS010021
T0000485,HS009816,16,4.12,2.0,8.0,Good,1,HS009816
T0000486,HS009838,18,7.91,2.0,8.0,Fair,1,HS009838
T0000487,HS010070,21,11.48,8.0,12.0,Fair,1,HS010070
T0000488,HS009333,12,9.94,8.0,12.0,Good,1,HS009333
T0000489,HS009640,4,2.14,2.0,8.0,Good,1,HS009640
T0000490,HS011254,19,6.36,2.0,8.0,Good,1,HS011254
T0000491,HS002462,12,13.46,12.0,15.0,Good,1,HS002462
T0000492,HS010268,8,5.65,2.0,8.0,Good,1,HS010268
T0000493,HS006751,8,25.16,15.0,30.0,Good,1,HS006751
T0000494,HS008648,11,8.61,8.0,13.0,Good,1,HS008648
T0000495,HS001754,12,4.41,2.0,8.0,Good,1,HS001754
T0000496,HS002238,20,9.94,8.0,13.0,Good,1,HS002238
T0000497,HS009502,13,-16.94,-20.0,-15.0,Good,1,HS009502
T0000498,HS009693,13,7.87,2.0,8.0,Good,1,HS009693
T0000499,HS007719,8,31.08,15.0,30.0,Fair,0,HS007719
T0000500,HS011319,9,10.97,8.0,12.0,Fair,1,HS011319
T0000501,HS009200,17,12.45,12.0,15.0,Good,1,HS009200
T0000502,HS001688,8,-15.24,-20.0,-15.0,Good,1,HS001688
T0000503,HS011051,6,24.31,15.0,30.0,Fair,1,HS011051
T0000504,HS001631,2,5.76,2.0,8.0,Good,1,HS001631
T0000505,HS004074,10,2.79,-2.0,4.0,Good,1,HS004074
T0000506,HS007297,9,3.09,2.0,8.0,Good,1,HS007297
T0000507,HS007660,17,2.08,2.0,8.0,Good,1,HS007660
T0000508,HS000910,7,1.06,-2.0,4.0,Good,1,HS000910
T0000509,HS000972,13,10.46,8.0,12.0,Fair,1,HS000972
T0000510,HS009343,3,21.84,15.0,30.0,Fair,1,HS009343
T0000511,HS002890,0,15.49,15.0,30.0,Good,1,HS002890
T0000512,HS000990,15,12.32,12.0,15.0,Good,1,HS000990
T0000513,HS010973,13,22.86,15.0,30.0,Good,1,HS010973
T0000514,HS012000,19,29.94,15.0,30.0,Fair,1,HS012000
T0000515,HS005803,21,2.34,2.0,8.0,Good,1,HS005803
T0000516,HS002593,24,5.55,2.0,8.0,Good,1,HS002593
T0000517,HS009552,8,7.43,2.0,8.0,Fair,1,HS009552
T0000518,HS009017,2,-17.36,-20.0,-15.0,Good,1,HS009017
T0000519,HS001744,19,11.96,8.0,13.0,Good,1,HS001744
T0000520,HS002559,17,9.38,8.0,12.0,Good,1,HS002559
T0000521,HS000083,23,2.35,-2.0,4.0,Good,1,HS000083
T0000522,HS000940,6,7.1,2.0,8.0,Fair,1,HS000940
T0000523,HS004529,18,17.35,15.0,30.0,Good,1,HS004529
T0000524,HS000127,22,22.51,15.0,30.0,Good,1,HS000127
T0000525,HS004404,17,5.12,2.0,8.0,Fair,1,HS004404
T0000526,HS009504,8,18.71,15.0,30.0,Good,1,HS009504
T0000527,HS006177,18,7.64,2.0,8.0,Good,1,HS006177
T0000528,HS010574,8,7.41,2.0,8.0,Fair,1,HS010574
T0000529,HS000309,14,8.29,8.0,12.0,Good,1,HS000309
T0000530,HS001094,23,9.45,8.0,13.0,Good,1,HS001094
T0000531,HS004382,3,12.54,12.0,15.0,Good,1,HS004382
T0000532,HS001701,22,16.98,15.0,30.0,Good,1,HS001701
T0000533,HS005776,12,29.75,15.0,30.0,Fair,1,HS005776
T0000534,HS007003,14,11.09,2.0,8.0,Good,0,HS007003
T0000535,HS006697,3,5.46,2.0,8.0,Fair,1,HS006697
T0000536,HS001000,21,14.48,12.0,15.0,Good,1,HS001000
T0000537,HS004919,7,3.32,2.0,8.0,Good,1,HS004919
T0000538,HS011466,14,27.32,15.0,30.0,Good,1,HS011466
T0000539,HS005250,8,3.45,2.0,8.0,Good,1,HS005250
T0000540,HS004258,21,14.54,12.0,15.0,Good,1,HS004258
T0000541,HS008909,17,15.46,15.0,30.0,Good,1,HS008909
T0000542,HS001738,11,12.73,12.0,15.0,Good,1,HS001738
T0000543,HS010391,16,2.08,2.0,8.0,Fair,1,HS010391
T0000544,HS006023,22,4.65,2.0,8.0,Good,1,HS006023
T0000545,HS007812,12,2.84,2.0,8.0,Good,1,HS007812
T0000546,HS005533,18,-16.92,-20.0,-15.0,Good,1,HS005533
T0000547,HS009766,10,10.45,8.0,12.0,Good,1,HS009766
T0000548,HS008528,4,8.42,8.0,12.0,Good,1,HS008528
T0000549,HS005100,5,3.47,-2.0,4.0,Good,1,HS005100
T0000550,HS003902,15,3.35,2.0,8.0,Good,1,HS003902
T0000551,HS003400,10,9.51,8.0,13.0,Fair,1,HS003400
T0000552,HS006952,2,2.86,2.0,8.0,Good,1,HS006952
T0000553,HS010856,8,26.45,15.0,30.0,Good,1,HS010856
T0000554,HS009952,1,12.69,12.0,15.0,Fair,1,HS009952
T0000555,HS008342,11,3.7,2.0,8.0,Good,1,HS008342
T0000556,HS007572,12,5.8,2.0,8.0,Good,1,HS007572
T0000557,HS002342,24,4.15,2.0,8.0,Fair,1,HS002342
T0000558,HS002250,17,-15.29,-20.0,-15.0,Good,1,HS002250
T0000559,HS005165,13,13.18,12.0,15.0,Good,1,HS005165
T0000560,HS000779,4,10.11,8.0,12.0,Good,1,HS000779
T0000561,HS005726,24,2.51,2.0,8.0,Good,1,HS005726
T0000562,HS005064,6,12.85,12.0,15.0,Fair,1,HS005064
T0000563,HS002760,20,5.72,2.0,8.0,Good,1,HS002760
T0000564,HS002536,16,17.37,15.0,30.0,Good,1,HS002536
T0000565,HS006688,4,15.47,15.0,30.0,Good,1,HS006688
T0000566,HS007430,17,7.89,2.0,8.0,Good,1,HS007430
T0000567,HS004223,19,16.51,15.0,30.0,Fair,1,HS004223
T0000568,HS009045,12,-25.35,-20.0,-15.0,Good,0,HS009045
T0000569,HS009233,19,27.64,15.0,30.0,Good,1,HS009233
T0000570,HS001271,24,4.87,2.0,8.0,Good,1,HS001271
T0000571,HS003138,16,10.85,8.0,13.0,Fair,1,HS003138
T0000572,HS003077,14,6.4,2.0,8.0,Good,1,HS003077
T0000573,HS000605,8,0.87,-2.0,4.0,Fair,1,HS000605
T0000574,HS011726,6,7.56,2.0,8.0,Good,1,HS011726
T0000575,HS011570,5,2.92,2.0,8.0,Good,1,HS011570
T0000576,HS008914,15,3.75,2.0,8.0,Fair,1,HS008914
T0000577,HS011511,16,9.22,8.0,12.0,Good,1,HS011511
T0000578,HS011778,23,14.19,12.0,15.0,Good,1,HS011778
T0000579,HS004211,14,-0.05,-2.0,4.0,Fair,1,HS004211
T0000580,HS002606,0,14.19,12.0,15.0,Good,1,HS002606
T0000581,HS005507,2,-0.47,2.0,8.0,Good,0,HS005507
T0000582,HS007760,7,12.13,12.0,15.0,Fair,1,HS007760
T0000583,HS004266,8,2.85,2.0,8.0,Good,1,HS004266
T0000584,HS007174,4,13.39,12.0,15.0,Fair,1,HS007174
T0000585,HS010164,8,3.33,2.0,8.0,Good,1,HS010164
T0000586,HS009944,0,12.9,12.0,15.0,Fair,1,HS009944
T0000587,HS002420,6,8.41,8.0,12.0,Good,1,HS002420
T0000588,HS000769,15,0.97,-2.0,4.0,Good,1,HS000769
T0000589,HS010574,23,3.63,2.0,8.0,Good,1,HS010574
T0000590,HS011466,24,34.52,15.0,30.0,Good,0,HS011466
T0000591,HS008332,8,10.0,8.0,12.0,Good,1,HS008332
T0000592,HS001231,7,-18.09,-20.0,-15.0,Fair,1,HS001231
T0000593,HS010703,10,9.74,8.0,13.0,Good,1,HS010703
T0000594,HS003785,17,7.32,2.0,8.0,Good,1,HS003785
T0000595,HS004381,10,9.67,8.0,12.0,Good,1,HS004381
T0000596,HS011410,19,11.54,8.0,12.0,Good,1,HS011410
T0000597,HS004933,2,7.4,2.0,8.0,Good,1,HS004933
T0000598,HS006526,3,16.37,12.0,15.0,Good,0,HS006526
T0000599,HS000280,13,27.17,15.0,30.0,Good,1,HS000280
T0000600,HS000832,2,2.19,-2.0,4.0,Good,1,HS000832
T0000601,HS000575,7,6.38,2.0,8.0,Fair,1,HS000575
T0000602,HS002479,23,29.88,15.0,30.0,Good,1,HS002479
T0000603,HS011736,11,7.8,2.0,8.0,Good,1,HS011736
T0000604,HS009870,10,3.68,-2.0,4.0,Good,1,HS009870
T0000605,HS006721,13,7.66,2.0,8.0,Fair,1,HS006721
T0000606,HS009415,0,7.45,2.0,8.0,Good,1,HS009415
T0000607,HS009677,15,31.74,15.0,30.0,Fair,0,HS009677
T0000608,HS005453,13,14.48,12.0,15.0,Good,1,HS005453
T0000609,HS005535,19,27.49,15.0,30.0,Good,1,HS005535
T0000610,HS008390,12,28.96,15.0,30.0,Good,1,HS008390
T0000611,HS001705,13,5.94,2.0,8.0,Fair,1,HS001705
T0000612,HS002131,0,26.61,15.0,30.0,Good,1,HS002131
T0000613,HS003278,9,6.11,2.0,8.0,Good,1,HS003278
T0000614,HS001202,6,0.64,-2.0,4.0,Good,1,HS001202
T0000615,HS003561,16,4.61,2.0,8.0,Fair,1,HS003561
T0000616,HS002978,9,6.44,2.0,8.0,Good,1,HS002978
T0000617,HS001905,8,3.2,2.0,8.0,Fair,1,HS001905
T0000618,HS005960,20,9.05,8.0,13.0,Good,1,HS005960
T0000619,HS009701,9,22.35,15.0,30.0,Fair,1,HS009701
T0000620,HS011803,16,10.48,8.0,12.0,Fair,1,HS011803
T0000621,HS005164,3,20.69,15.0,30.0,Good,1,HS005164
T0000622,HS007460,15,18.53,15.0,30.0,Good,1,HS007460
T0000623,HS000021,12,8.97,8.0,12.0,Fair,1,HS000021
T0000624,HS003154,14,9.64,8.0,12.0,Fair,1,HS003154
T0000625,HS003659,24,8.19,8.0,13.0,Fair,1,HS003659
T0000626,HS003320,17,4.11,2.0,8.0,Good,1,HS003320
T0000627,HS004082,5,11.38,8.0,13.0,Fair,1,HS004082
T0000628,HS009965,15,19.86,15.0,30.0,Good,1,HS009965
T0000629,HS000986,20,15.34,15.0,30.0,Good,1,HS000986
T0000630,HS009436,3,11.93,8.0,12.0,Good,1,HS009436
T0000631,HS011897,19,11.05,8.0,12.0,Fair,1,HS011897
T0000632,HS004030,19,12.55,8.0,13.0,Good,1,HS004030
T0000633,HS004356,1,4.11,2.0,8.0,Good,1,HS004356
T0000634,HS003268,6,5.02,2.0,8.0,Good,1,HS003268
T0000635,HS002584,2,16.79,15.0,30.0,Fair,1,HS002584
T0000636,HS003878,12,7.52,2.0,8.0,Good,1,HS003878
T0000637,HS005880,11,0.08,-2.0,4.0,Good,1,HS005880
T0000638,HS007258,24,-3.44,2.0,8.0,Good,0,HS007258
T0000639,HS011243,19,27.48,15.0,30.0,Good,1,HS011243
T0000640,HS009218,15,11.09,8.0,12.0,Good,1,HS009218
T0000641,HS011306,7,2.89,2.0,8.0,Good,1,HS011306
T0000642,HS010365,10,4.13,2.0,8.0,Good,1,HS010365
T0000643,HS004187,3,12.48,8.0,13.0,Good,1,HS004187
T0000644,HS005864,2,4.17,2.0,8.0,Good,1,HS005864
T0000645,HS002570,21,-15.52,-20.0,-15.0,Good,1,HS002570
T0000646,HS007862,4,10.66,8.0,13.0,Good,1,HS007862
T0000647,HS011075,24,28.89,15.0,30.0,Good,1,HS011075
T0000648,HS010565,2,10.93,8.0,12.0,Good,1,HS010565
T0000649,HS000742,12,25.76,15.0,30.0,Good,1,HS000742
T0000650,HS004191,1,-0.34,-2.0,4.0,Good,1,HS004191
T0000651,HS006741,5,14.67,12.0,15.0,Fair,1,HS006741
T0000652,HS008764,8,2.7,2.0,8.0,Good,1,HS008764
T0000653,HS011579,21,2.06,2.0,8.0,Fair,1,HS011579
T0000654,HS002561,7,12.0,8.0,12.0,Fair,1,HS002561
T0000655,HS002129,9,9.37,8.0,12.0,Good,1,HS002129
T0000656,HS001970,1,4.54,2.0,8.0,Good,1,HS001970
T0000657,HS008315,6,11.53,8.0,12.0,Good,1,HS008315
T0000658,HS006328,6,24.63,15.0,30.0,Good,1,HS006328
T0000659,HS002064,7,9.98,8.0,13.0,Good,1,HS002064
T0000660,HS004636,24,8.52,2.0,8.0,Good,0,HS004636
T0000661,HS000094,10,-0.46,-2.0,4.0,Good,1,HS000094
T0000662,HS003377,17,-16.04,-20.0,-15.0,Good,1,HS003377
T0000663,HS000961,6,8.7,8.0,12.0,Good,1,HS000961
T0000664,HS011154,8,5.81,2.0,8.0,Good,1,HS011154
T0000665,HS007068,0,13.07,12.0,15.0,Fair,1,HS007068
T0000666,HS007725,23,4.34,2.0,8.0,Fair,1,HS007725
T0000667,HS003670,3,3.62,2.0,8.0,Good,1,HS003670
T0000668,HS004556,23,7.16,2.0,8.0,Good,1,HS004556
T0000669,HS008108,9,3.08,2.0,8.0,Good,1,HS008108
T0000670,HS009123,19,9.12,8.0,12.0,Good,1,HS009123
T0000671,HS007928,21,-0.5,-2.0,4.0,Good,1,HS007928
T0000672,HS006045,18,5.26,2.0,8.0,Fair,1,HS006045
T0000673,HS007828,1,15.39,15.0,30.0,Good,1,HS007828
T0000674,HS000543,20,4.76,2.0,8.0,Good,1,HS000543
T0000675,HS001215,18,9.52,8.0,13.0,Fair,1,HS001215
T0000676,HS006681,17,9.94,8.0,12.0,Fair,1,HS006681
T0000677,HS004464,15,8.54,12.0,15.0,Good,0,HS004464
T0000678,HS011348,13,8.65,8.0,12.0,Good,1,HS011348
T0000679,HS002713,23,-19.49,-20.0,-15.0,Good,1,HS002713
T0000680,HS003509,20,12.76,8.0,13.0,Good,1,HS003509
T0000681,HS007276,21,9.96,8.0,12.0,Fair,1,HS007276
T0000682,HS006143,14,2.1,-2.0,4.0,Good,1,HS006143
T0000683,HS007267,5,26.45,15.0,30.0,Good,1,HS007267
T0000684,HS004818,10,2.29,2.0,8.0,Fair,1,HS004818
T0000685,HS004944,11,14.22,8.0,12.0,Good,0,HS004944
T0000686,HS007128,20,23.48,15.0,30.0,Good,1,HS007128
T0000687,HS001495,17,2.98,2.0,8.0,Good,1,HS001495
T0000688,HS011656,6,8.95,8.0,12.0,Fair,1,HS011656
T0000689,HS004044,24,4.87,2.0,8.0,Good,1,HS004044
T0000690,HS011659,5,5.92,2.0,8.0,Fair,1,HS011659
T0000691,HS007285,14,10.69,8.0,12.0,Good,1,HS007285
T0000692,HS011701,2,23.8,15.0,30.0,Fair,1,HS011701
T0000693,HS004674,5,8.79,8.0,12.0,Good,1,HS004674
T0000694,HS003347,16,22.74,15.0,30.0,Good,1,HS003347
T0000695,HS010101,8,3.72,2.0,8.0,Good,1,HS010101
T0000696,HS005955,24,14.18,12.0,15.0,Good,1,HS005955
T0000697,HS005493,3,5.0,2.0,8.0,Good,1,HS005493
T0000698,HS008805,18,-0.72,2.0,8.0,Fair,0,HS008805
T0000699,HS009360,14,7.18,2.0,8.0,Good,1,HS009360
T0000700,HS000949,5,11.49,8.0,13.0,Good,1,HS000949
T0000701,HS011943,14,3.54,-2.0,4.0,Good,1,HS011943
T0000702,HS007658,10,23.71,15.0,30.0,Good,1,HS007658
T0000703,HS010921,18,22.24,15.0,30.0,Good,1,HS010921
T0000704,HS005369,23,6.38,2.0,8.0,Good,1,HS005369
T0000705,HS006980,19,12.54,8.0,13.0,Good,1,HS006980
T0000706,HS003142,16,29.73,15.0,30.0,Good,1,HS003142
T0000707,HS001865,8,10.82,8.0,13.0,Good,1,HS001865
T0000708,HS004390,13,5.13,2.0,8.0,Good,1,HS004390
T0000709,HS010492,7,26.74,15.0,30.0,Good,1,HS010492
T0000710,HS005614,4,3.24,2.0,8.0,Fair,1,HS005614
T0000711,HS007712,0,22.26,15.0,30.0,Good,1,HS007712
T0000712,HS009245,0,10.99,8.0,12.0,Good,1,HS009245
T0000713,HS000528,9,19.87,15.0,30.0,Fair,1,HS000528
T0000714,HS004542,22,3.5,2.0,8.0,Good,1,HS004542
T0000715,HS010368,19,2.86,2.0,8.0,Good,1,HS010368
T0000716,HS009950,10,4.79,2.0,8.0,Fair,1,HS009950
T0000717,HS010260,22,9.75,8.0,12.0,Good,1,HS010260
T0000718,HS007993,0,5.19,2.0,8.0,Fair,1,HS007993
T0000719,HS007532,10,9.8,8.0,13.0,Good,1,HS007532
T0000720,HS008725,13,7.35,2.0,8.0,Fair,1,HS008725
T0000721,HS004282,13,7.36,2.0,8.0,Good,1,HS004282
T0000722,HS011405,7,7.91,2.0,8.0,Good,1,HS011405
T0000723,HS008559,19,14.72,8.0,12.0,Good,0,HS008559
T0000724,HS004360,22,23.3,15.0,30.0,Fair,1,HS004360
T0000725,HS005356,7,2.51,2.0,8.0,Fair,1,HS005356
T0000726,HS001661,18,9.31,8.0,13.0,Good,1,HS001661
T0000727,HS011069,11,20.74,15.0,30.0,Good,1,HS011069
T0000728,HS008456,4,3.21,2.0,8.0,Good,1,HS008456
T0000729,HS010161,2,28.05,15.0,30.0,Fair,1,HS010161
T0000730,HS002277,15,10.09,8.0,12.0,Fair,1,HS002277
T0000731,HS005504,16,17.39,15.0,30.0,Good,1,HS005504
T0000732,HS009753,6,-16.84,-20.0,-15.0,Good,1,HS009753
T0000733,HS005173,6,2.13,2.0,8.0,Fair,1,HS005173
T0000734,HS003008,20,10.72,8.0,13.0,Good,1,HS003008
T0000735,HS000669,5,6.42,2.0,8.0,Good,1,HS000669
T0000736,HS007531,7,-19.96,-20.0,-15.0,Fair,1,HS007531
T0000737,HS006911,22,7.38,2.0,8.0,Fair,1,HS006911
T0000738,HS000233,21,9.45,8.0,12.0,Good,1,HS000233
T0000739,HS010691,5,-17.09,-20.0,-15.0,Good,1,HS010691
T0000740,HS005488,9,5.54,2.0,8.0,Good,1,HS005488
T0000741,HS007722,21,27.6,15.0,30.0,Fair,1,HS007722
T0000742,HS009471,14,14.0,12.0,15.0,Good,1,HS009471
T0000743,HS001911,8,6.13,2.0,8.0,Fair,1,HS001911
T0000744,HS008549,9,-0.2,-2.0,4.0,Good,1,HS008549
T0000745,HS008924,5,7.1,2.0,8.0,Good,1,HS008924
T0000746,HS010075,5,9.15,8.0,12.0,Good,1,HS010075
T0000747,HS009426,17,1.59,-2.0,4.0,Good,1,HS009426
T0000748,HS010841,11,-0.47,-2.0,4.0,Good,1,HS010841
T0000749,HS001576,2,3.89,2.0,8.0,Fair,1,HS001576
T0000750,HS004121,15,27.83,15.0,30.0,Fair,1,HS004121
T0000751,HS004184,22,-16.08,-20.0,-15.0,Fair,1,HS004184
T0000752,HS003443,1,6.51,2.0,8.0,Good,1,HS003443
T0000753,HS006424,6,6.01,2.0,8.0,Good,1,HS006424
T0000754,HS007008,15,6.71,2.0,8.0,Good,1,HS007008
T0000755,HS009539,4,3.92,2.0,8.0,Good,1,HS009539
T0000756,HS003942,9,4.21,2.0,8.0,Good,1,HS003942
T0000757,HS007454,17,2.79,2.0,8.0,Fair,1,HS007454
T0000758,HS005323,6,17.64,15.0,30.0,Fair,1,HS005323
T0000759,HS009104,23,16.91,12.0,15.0,Good,0,HS009104
T0000760,HS005250,17,7.98,2.0,8.0,Good,1,HS005250
T0000761,HS002845,13,11.17,8.0,12.0,Good,1,HS002845
T0000762,HS004445,4,6.83,2.0,8.0,Good,1,HS004445
T0000763,HS004130,22,10.79,8.0,12.0,Good,1,HS004130
T0000764,HS000392,7,-0.29,-2.0,4.0,Good,1,HS000392
T0000765,HS005276,14,-19.55,-20.0,-15.0,Good,1,HS005276
T0000766,HS006640,23,18.15,15.0,30.0,Fair,1,HS006640
T0000767,HS000009,3,0.9,-2.0,4.0,Good,1,HS000009
T0000768,HS004424,23,5.68,2.0,8.0,Good,1,HS004424
T0000769,HS007820,16,13.49,12.0,15.0,Fair,1,HS007820
T0000770,HS011986,17,-1.29,-2.0,4.0,Good,1,HS011986
T0000771,HS010207,12,2.04,2.0,8.0,Good,1,HS010207
T0000772,HS010278,2,8.59,8.0,13.0,Good,1,HS010278
T0000773,HS005825,12,18.54,15.0,30.0,Good,1,HS005825
T0000774,HS010154,9,9.94,8.0,13.0,Good,1,HS010154
T0000775,HS008217,2,4.78,2.0,8.0,Good,1,HS008217
T0000776,HS009656,22,8.44,8.0,12.0,Good,1,HS009656
T0000777,HS001749,22,3.22,2.0,8.0,Good,1,HS001749
T0000778,HS001180,5,5.42,2.0,8.0,Good,1,HS001180
T0000779,HS009944,23,14.04,12.0,15.0,Good,1,HS009944
T0000780,HS008994,9,10.39,8.0,12.0,Fair,1,HS008994
T0000781,HS000441,1,29.25,15.0,30.0,Good,1,HS000441
T0000782,HS007112,16,9.17,8.0,12.0,Fair,1,HS007112
T0000783,HS005093,14,23.56,15.0,30.0,Good,1,HS005093
T0000784,HS003844,2,10.87,8.0,12.0,Good,1,HS003844
T0000785,HS009603,23,24.72,15.0,30.0,Good,1,HS009603
T0000786,HS003462,0,5.66,2.0,8.0,Good,1,HS003462
T0000787,HS007136,16,17.72,15.0,30.0,Good,1,HS007136
T0000788,HS001935,3,19.74,15.0,30.0,Good,1,HS001935
T0000789,HS006938,10,28.68,15.0,30.0,Fair,1,HS006938
T0000790,HS008468,0,-18.03,-20.0,-15.0,Good,1,HS008468
T0000791,HS003790,9,7.31,2.0,8.0,Fair,1,HS003790
T0000792,HS001041,11,14.15,12.0,15.0,Good,1,HS001041
T0000793,HS002346,0,5.22,2.0,8.0,Good,1,HS002346
T0000794,HS003550,0,11.3,8.0,13.0,Fair,1,HS003550
T0000795,HS000283,6,17.58,12.0,15.0,Good,0,HS000283
T0000796,HS009338,21,32.34,15.0,30.0,Good,0,HS009338
T0000797,HS000442,6,12.88,12.0,15.0,Fair,1,HS000442
T0000798,HS001224,9,28.3,15.0,30.0,Fair,1,HS001224
T0000799,HS008399,2,-17.08,-20.0,-15.0,Good,1,HS008399
T0000800,HS003530,13,7.89,2.0,8.0,Good,1,HS003530
T0000801,HS008543,7,10.2,8.0,12.0,Fair,1,HS008543
T0000802,HS003619,8,7.65,2.0,8.0,Good,1,HS003619
T0000803,HS009166,4,14.3,12.0,15.0,Good,1,HS009166
T0000804,HS001579,10,15.9,15.0,30.0,Good,1,HS001579
T0000805,HS008375,22,6.93,2.0,8.0,Good,1,HS008375
