availability_id,vehicle_id,date,vehicle_type,capacity_kg,min_temp_c,max_temp_c,home_location,current_location,availability_status,available_from,available_until,estimated_cost_per_km,maintenance_status,utilization_rate,vehicle_id_raw
VA00159,TRK0041,2026-05-20,Local,300,10,35,Sambalpur,Gopalpur,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,20.29,maintenance,0.775,TRK0041
VA00160,TRK0041,2026-08-11,Reefer,2000,4,12,Balasore,Angul,maintenance,2026-08-30 14:00:00,2026-08-30 22:00:00,29.29,inspection_due,0.29,TRK0041
VA00161,TRK0049,2025-05-11,Local,500,10,35,Sambalpur,Kolkata,maintenance,2026-08-30 06:00:00,2026-08-30 22:00:00,30.07,good,0.312,TRK0049
VA00162,TRK0030,2025-04-28,Local,300,10,35,Balasore,Jajpur,assigned,2026-08-30 10:00:00,2026-08-30 20:00:00,36.3,inspection_due,0.387,TRK0030
VA00163,TRK0049,2026-08-12,Dry,1500,15,35,Berhampur,Puri,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,14.24,maintenance,0.384,TRK0049
VA00164,TRK0015,2026-04-05,Reefer,500,-2,8,Balasore,Bhubaneswar,available,2026-08-30 05:00:00,2026-08-30 18:00:00,29.83,good,0.222,TRK0015
VA00165,TRK0029,2025-11-06,Reefer,1000,2,12,Sambalpur,Cuttack,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,30.01,good,0.618,TRK0029
VA00166,TRK0024,2026-07-15,Local,500,10,35,Rourkela,Rourkela,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,36.87,good,0.575,TRK0024
VA00167,TRK0016,2025-02-12,Dry,1500,15,35,Puri,Balasore,maintenance,2026-08-30 10:00:00,2026-08-30 16:00:00,25.41,good,0.436,TRK0016
VA00168,TRK0026,2026-07-18,Reefer,1500,4,12,Balasore,Puri,unavailable,2026-08-30 08:00:00,2026-08-30 23:59:00,13.65,good,0.157,TRK0026
VA00169,TRK0029,2026-04-19,Reefer,500,-2,8,Rourkela,Balasore,available,2026-08-30 07:00:00,2026-08-30 16:00:00,25.13,good,0.726,TRK0029
VA00170,TRK0029,2025-02-19,Reefer,2000,2,8,Angul,Kharagpur,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,26.89,good,0.827,TRK0029
VA00171,TRK0031,2026-02-08,Reefer,1500,2,12,Kharagpur,Kharagpur,available,2026-08-30 05:00:00,2026-08-30 23:59:00,35.98,good,0.311,TRK0031
VA00172,TRK0013,2025-05-29,Reefer,1500,-2,8,Berhampur,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 22:00:00,27.87,good,0.178,TRK0013
VA00173,TRK0042,2026-04-05,Local,750,10,35,Rourkela,Jajpur,available,2026-08-30 05:00:00,2026-08-30 18:00:00,22.26,good,0.609,TRK0042
VA00174,TRK0019,2025-10-04,Reefer,1500,-2,8,Gopalpur,Balasore,available,2026-08-30 05:00:00,2026-08-30 23:59:00,23.91,good,0.748,TRK0019
VA00175,TRK0026,2025-02-03,Reefer,1500,4,12,Rourkela,Angul,available,2026-08-30 07:00:00,2026-08-30 23:59:00,26.63,good,0.678,TRK0026
VA00176,TRK0016,2026-02-16,Reefer,2000,2,12,Cuttack,Rourkela,available,2026-08-30 12:00:00,2026-08-30 18:00:00,14.15,inspection_due,0.576,TRK0016
VA00177,TRK0008,2026-05-18,Reefer,1000,2,12,Berhampur,Bhubaneswar,assigned,2026-08-30 06:00:00,2026-08-30 22:00:00,25.01,good,0.867,TRK0008
VA00178,TRK0025,2026-06-18,Reefer,750,-2,8,Berhampur,Puri,maintenance,2026-08-30 08:00:00,2026-08-30 16:00:00,27.34,maintenance,0.355,TRK0025
VA00179,TRK0021,2026-06-20,Local,750,10,35,Gopalpur,Puri,available,2026-08-30 10:00:00,2026-08-30 18:00:00,27.14,good,0.432,TRK0021
VA00180,TRK0036,2026-03-11,Reefer,1500,2,12,Puri,Puri,assigned,2026-08-30 10:00:00,2026-08-30 20:00:00,31.45,good,0.847,TRK0036
VA00181,TRK0036,2026-04-21,Reefer,750,2,12,Angul,Rourkela,maintenance,2026-08-30 10:00:00,2026-08-30 20:00:00,18.61,good,0.232,TRK0036
VA00182,TRK0011,2026-05-12,Reefer,2000,4,12,Berhampur,Sambalpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,18.14,good,0.19,TRK0011
VA00183,TRK0027,2026-08-08,Reefer,1500,2,12,Puri,Kolkata,available,2026-08-30 06:00:00,2026-08-30 20:00:00,37.62,good,0.679,TRK0027
VA00184,TRK0041,2025-04-17,Dry,1000,15,35,Berhampur,Cuttack,available,2026-08-30 12:00:00,2026-08-30 20:00:00,25.68,good,0.325,TRK0041
VA00185,TRK0039,2025-12-14,Reefer,750,2,12,Puri,Balasore,available,2026-08-30 05:00:00,2026-08-30 23:59:00,33.19,maintenance,0.239,TRK0039
VA00186,TRK0028,2025-01-10,Dry,1000,15,35,Cuttack,Gopalpur,available,2026-08-30 12:00:00,2026-08-30 20:00:00,18.84,good,0.659,TRK0028
VA00187,TRK0025,2025-04-05,Reefer,1500,-2,8,Gopalpur,Balasore,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,29.66,good,0.358,TRK0025
VA00188,TRK0006,2025-07-25,Local,750,10,35,Rourkela,Rourkela,unavailable,2026-08-30 14:00:00,2026-08-30 20:00:00,33.2,good,0.924,TRK0006
VA00189,TRK0010,2026-04-02,Dry,1500,15,35,Sambalpur,Cuttack,available,2026-08-30 07:00:00,2026-08-30 22:00:00,18.47,good,0.325,TRK0010
VA00190,TRK0016,2025-03-11,Local,750,10,35,Berhampur,Berhampur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,32.42,good,0.264,TRK0016
VA00191,TRK0039,2026-05-26,Reefer,1500,-2,8,Balasore,Jajpur,maintenance,2026-08-30 12:00:00,2026-08-30 20:00:00,30.11,good,0.589,TRK0039
VA00192,TRK0001,2026-03-23,Reefer,1000,2,8,Cuttack,Kolkata,available,2026-08-30 14:00:00,2026-08-30 18:00:00,31.68,good,0.263,TRK0001
VA00193,TRK0005,2025-12-08,Reefer,1000,2,12,Kharagpur,Rourkela,maintenance,2026-08-30 06:00:00,2026-08-30 18:00:00,30.36,good,0.895,TRK0005
VA00194,TRK0029,2026-08-05,Dry,500,15,35,Puri,Sambalpur,available,2026-08-30 06:00:00,2026-08-30 22:00:00,19.11,good,0.534,TRK0029
VA00195,TRK0040,2025-11-17,Reefer,750,-2,8,Berhampur,Balasore,maintenance,2026-08-30 08:00:00,2026-08-30 23:59:00,33.38,good,0.893,TRK0040
VA00196,TRK0025,2025-04-09,Reefer,500,4,12,Balasore,Kolkata,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,30.53,good,0.498,TRK0025
VA00197,TRK0001,2026-07-19,Local,500,10,35,Balasore,Balasore,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,23.66,good,0.725,TRK0001
VA00198,TRK0013,2025-02-05,Dry,500,15,35,Cuttack,Gopalpur,maintenance,2026-08-30 05:00:00,2026-08-30 18:00:00,36.34,maintenance,0.353,TRK0013
VA00199,TRK0002,2025-12-26,Reefer,2000,-2,8,Cuttack,Jajpur,available,2026-08-30 10:00:00,2026-08-30 20:00:00,15.22,good,0.228,TRK0002
VA00200,TRK0002,2026-04-21,Dry,500,15,35,Puri,Rourkela,available,2026-08-30 08:00:00,2026-08-30 16:00:00,24.9,good,0.448,TRK0002
VA00201,TRK0003,2026-08-01,Local,750,10,35,Sambalpur,Puri,available,2026-08-30 08:00:00,2026-08-30 23:59:00,37.63,maintenance,0.205,TRK0003
VA00202,TRK0033,2025-12-08,Dry,500,15,35,Puri,Angul,available,2026-08-30 10:00:00,2026-08-30 18:00:00,29.94,maintenance,0.269,TRK0033
VA00203,TRK0035,2025-03-22,Dry,1500,15,35,Balasore,Kharagpur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,24.6,good,0.941,TRK0035
VA00204,TRK0004,2026-06-01,Reefer,1000,2,12,Balasore,Balasore,available,2026-08-30 12:00:00,2026-08-30 20:00:00,19.69,good,0.79,TRK0004
VA00205,TRK0006,2025-10-01,Dry,1000,15,35,Sambalpur,Jajpur,unavailable,2026-08-30 12:00:00,2026-08-30 16:00:00,25.33,good,0.927,TRK0006
VA00206,TRK0012,2025-03-17,Dry,500,15,35,Balasore,Sambalpur,assigned,2026-08-30 06:00:00,2026-08-30 22:00:00,25.29,maintenance,0.577,TRK0012
VA00207,TRK0046,2025-02-06,Reefer,1000,-2,8,Kharagpur,Angul,available,2026-08-30 10:00:00,2026-08-30 20:00:00,17.88,good,0.929,TRK0046
VA00208,TRK0001,2025-08-16,Local,750,10,35,Gopalpur,Berhampur,available,2026-08-30 14:00:00,2026-08-30 23:59:00,37.44,good,0.899,TRK0001
VA00209,TRK0006,2025-01-26,Reefer,500,-2,8,Gopalpur,Kharagpur,available,2026-08-30 12:00:00,2026-08-30 18:00:00,36.54,good,0.421,TRK0006
VA00210,TRK0023,2025-10-26,Dry,1500,15,35,Cuttack,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 23:59:00,12.02,good,0.455,TRK0023
VA00211,TRK0013,2025-04-07,Reefer,1500,4,12,Puri,Jajpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,31.46,good,0.328,TRK0013
VA00212,TRK0030,2026-01-19,Reefer,1000,-2,8,Kolkata,Jajpur,available,2026-08-30 12:00:00,2026-08-30 16:00:00,28.29,good,0.419,TRK0030
VA00213,TRK0047,2025-05-16,Dry,500,15,35,Gopalpur,Kolkata,unavailable,2026-08-30 12:00:00,2026-08-30 20:00:00,24.79,good,0.874,TRK0047
VA00214,TRK0048,2025-08-30,Reefer,500,4,12,Jajpur,Cuttack,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,15.02,good,0.208,TRK0048
VA00215,TRK0022,2026-07-15,Dry,750,15,35,Sambalpur,Balasore,assigned,2026-08-30 06:00:00,2026-08-30 22:00:00,29.39,good,0.164,TRK0022
VA00216,TRK0049,2025-11-23,Dry,750,15,35,Berhampur,Kolkata,maintenance,2026-08-30 06:00:00,2026-08-30 16:00:00,33.49,good,0.398,TRK0049
VA00217,TRK0007,2025-10-11,Reefer,1500,-2,8,Gopalpur,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,17.06,good,0.605,TRK0007
VA00218,TRK0017,2025-09-25,Reefer,750,4,12,Sambalpur,Sambalpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,27.2,good,0.866,TRK0017
VA00219,TRK0009,2025-04-06,Local,300,10,35,Bhubaneswar,Jajpur,available,2026-08-30 08:00:00,2026-08-30 22:00:00,30.7,good,0.594,TRK0009
VA00220,TRK0028,2026-07-07,Dry,1000,15,35,Cuttack,Cuttack,available,2026-08-30 05:00:00,2026-08-30 18:00:00,28.02,good,0.693,TRK0028
VA00221,TRK0040,2025-12-31,Dry,2000,15,35,Kharagpur,Kolkata,assigned,2026-08-30 06:00:00,2026-08-30 23:59:00,30.27,inspection_due,0.874,TRK0040
VA00222,TRK0013,2026-01-27,Dry,1500,15,35,Bhubaneswar,Sambalpur,available,2026-08-30 10:00:00,2026-08-30 16:00:00,25.2,good,0.481,TRK0013
VA00223,TRK0010,2026-07-11,Dry,2000,15,35,Kolkata,Jajpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,28.44,good,0.179,TRK0010
VA00224,TRK0050,2025-05-18,Reefer,2000,2,8,Sambalpur,Bhubaneswar,maintenance,2026-08-30 07:00:00,2026-08-30 23:59:00,25.71,good,0.755,TRK0050
VA00225,TRK0037,2025-09-13,Dry,1500,15,35,Bhubaneswar,Gopalpur,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,25.79,good,0.88,TRK0037
VA00226,TRK0048,2025-05-24,Reefer,1500,-2,8,Jajpur,Puri,available,2026-08-30 14:00:00,2026-08-30 16:00:00,17.54,good,0.491,TRK0048
VA00227,TRK0015,2025-10-02,Reefer,1500,2,12,Cuttack,Kolkata,assigned,2026-08-30 14:00:00,2026-08-30 22:00:00,17.65,maintenance,0.272,TRK0015
VA00228,TRK0041,2025-03-11,Reefer,1500,4,12,Rourkela,Rourkela,available,2026-08-30 07:00:00,2026-08-30 16:00:00,13.87,maintenance,0.568,TRK0041
VA00229,TRK0022,2026-07-14,Local,500,10,35,Berhampur,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 23:59:00,14.5,good,0.467,TRK0022
VA00230,TRK0019,2026-03-27,Dry,750,15,35,Sambalpur,Jajpur,available,2026-08-30 06:00:00,2026-08-30 23:59:00,26.51,good,0.793,TRK0019
VA00231,TRK0047,2026-03-07,Reefer,1500,4,12,Kolkata,Kolkata,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,12.24,inspection_due,0.88,TRK0047
VA00232,TRK0016,2026-03-16,Reefer,1500,-2,8,Berhampur,Berhampur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,23.12,inspection_due,0.932,TRK0016
VA00233,TRK0050,2026-01-25,Reefer,1500,-2,8,Angul,Rourkela,available,2026-08-30 14:00:00,2026-08-30 20:00:00,13.65,good,0.343,TRK0050
VA00234,TRK0003,2026-01-13,Reefer,2000,-2,8,Cuttack,Angul,assigned,2026-08-30 10:00:00,2026-08-30 23:59:00,14.66,inspection_due,0.665,TRK0003
VA00235,TRK0045,2025-05-23,Local,500,10,35,Balasore,Gopalpur,maintenance,2026-08-30 05:00:00,2026-08-30 16:00:00,22.21,inspection_due,0.339,TRK0045
VA00236,TRK0026,2026-01-29,Local,300,10,35,Angul,Berhampur,available,2026-08-30 08:00:00,2026-08-30 23:59:00,13.62,good,0.734,TRK0026
VA00237,TRK0021,2025-04-14,Reefer,2000,2,12,Rourkela,Puri,assigned,2026-08-30 08:00:00,2026-08-30 18:00:00,27.14,inspection_due,0.786,TRK0021
VA00238,TRK0032,2025-08-27,Local,750,10,35,Angul,Sambalpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,18.95,good,0.664,TRK0032
VA00239,TRK0041,2025-09-01,Local,500,10,35,Rourkela,Kolkata,unavailable,2026-08-30 10:00:00,2026-08-30 22:00:00,16.85,good,0.7,TRK0041
VA00240,TRK0011,2026-06-16,Reefer,1500,4,12,Jajpur,Berhampur,available,2026-08-30 10:00:00,2026-08-30 20:00:00,31.76,inspection_due,0.381,TRK0011
VA00241,TRK0019,2026-07-07,Local,300,10,35,Gopalpur,Cuttack,unavailable,2026-08-30 08:00:00,2026-08-30 22:00:00,23.92,inspection_due,0.741,TRK0019
VA00242,TRK0014,2025-12-23,Dry,500,15,35,Gopalpur,Balasore,available,2026-08-30 12:00:00,2026-08-30 20:00:00,14.63,good,0.789,TRK0014
VA00243,TRK0001,2025-12-01,Dry,1000,15,35,Cuttack,Kolkata,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,27.44,good,0.155,TRK0001
VA00244,TRK0041,2026-03-18,Reefer,2000,4,12,Gopalpur,Kharagpur,available,2026-08-30 12:00:00,2026-08-30 22:00:00,27.05,good,0.289,TRK0041
VA00245,TRK0031,2026-05-25,Reefer,750,2,8,Rourkela,Gopalpur,available,2026-08-30 08:00:00,2026-08-30 18:00:00,17.38,inspection_due,0.452,TRK0031
VA00246,TRK0035,2025-01-05,Dry,500,15,35,Berhampur,Balasore,available,2026-08-30 08:00:00,2026-08-30 23:59:00,13.79,inspection_due,0.224,TRK0035
VA00247,TRK0019,2025-04-13,Local,750,10,35,Rourkela,Balasore,assigned,2026-08-30 06:00:00,2026-08-30 20:00:00,22.51,inspection_due,0.273,TRK0019
VA00248,TRK0020,2025-09-19,Dry,750,15,35,Angul,Angul,available,2026-08-30 10:00:00,2026-08-30 18:00:00,29.18,good,0.415,TRK0020
VA00249,TRK0045,2026-05-09,Dry,2000,15,35,Sambalpur,Angul,available,2026-08-30 10:00:00,2026-08-30 18:00:00,26.64,good,0.166,TRK0045
VA00250,TRK0005,2025-12-23,Reefer,750,-2,8,Rourkela,Bhubaneswar,available,2026-08-30 07:00:00,2026-08-30 16:00:00,26.87,good,0.252,TRK0005
VA00251,TRK0033,2025-07-30,Reefer,1500,2,12,Sambalpur,Berhampur,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,13.33,inspection_due,0.267,TRK0033
VA00252,TRK0003,2025-04-13,Reefer,500,4,12,Angul,Puri,available,2026-08-30 08:00:00,2026-08-30 18:00:00,26.81,maintenance,0.623,TRK0003
VA00253,TRK0041,2026-07-07,Reefer,500,2,8,Kharagpur,Jajpur,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,20.22,good,0.803,TRK0041
VA00254,TRK0003,2026-05-05,Dry,750,15,35,Kolkata,Gopalpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,35.0,good,0.445,TRK0003
VA00255,TRK0041,2026-05-03,Dry,750,15,35,Angul,Berhampur,available,2026-08-30 14:00:00,2026-08-30 20:00:00,32.52,good,0.586,TRK0041
VA00256,TRK0023,2026-06-19,Dry,2000,15,35,Sambalpur,Rourkela,unavailable,2026-08-30 07:00:00,2026-08-30 22:00:00,18.28,inspection_due,0.478,TRK0023
VA00257,TRK0043,2026-03-05,Local,750,10,35,Angul,Gopalpur,assigned,2026-08-30 08:00:00,2026-08-30 23:59:00,12.22,inspection_due,0.591,TRK0043
VA00258,TRK0048,2026-06-14,Dry,500,15,35,Kharagpur,Balasore,available,2026-08-30 07:00:00,2026-08-30 22:00:00,21.14,good,0.676,TRK0048
VA00259,TRK0007,2026-02-12,Reefer,750,-2,8,Gopalpur,Kharagpur,assigned,2026-08-30 14:00:00,2026-08-30 23:59:00,33.86,good,0.421,TRK0007
VA00260,TRK0003,2025-04-07,Dry,2000,15,35,Sambalpur,Berhampur,unavailable,2026-08-30 14:00:00,2026-08-30 23:59:00,24.8,maintenance,0.757,TRK0003
VA00261,TRK0032,2026-01-04,Dry,1500,15,35,Bhubaneswar,Angul,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,37.95,good,0.561,TRK0032
VA00262,TRK0011,2026-07-15,Reefer,500,2,8,Jajpur,Kolkata,available,2026-08-30 07:00:00,2026-08-30 22:00:00,29.01,maintenance,0.498,TRK0011
VA00263,TRK0006,2025-07-18,Reefer,2000,2,12,Cuttack,Kharagpur,available,2026-08-30 07:00:00,2026-08-30 16:00:00,30.23,inspection_due,0.264,TRK0006
VA00264,TRK0025,2025-02-17,Dry,1500,15,35,Gopalpur,Kolkata,available,2026-08-30 07:00:00,2026-08-30 16:00:00,35.73,good,0.419,TRK0025
VA00265,TRK0002,2025-03-11,Dry,2000,15,35,Balasore,Bhubaneswar,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,34.68,maintenance,0.6,TRK0002
VA00266,TRK0025,2025-09-01,Reefer,1000,2,8,Gopalpur,Kolkata,available,2026-08-30 10:00:00,2026-08-30 23:59:00,14.82,good,0.223,TRK0025
VA00267,TRK0043,2026-08-17,Dry,750,15,35,Angul,Cuttack,unavailable,2026-08-30 10:00:00,2026-08-30 18:00:00,27.54,good,0.878,TRK0043
VA00268,TRK0018,2026-05-03,Reefer,750,-2,8,Balasore,Gopalpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,23.78,inspection_due,0.362,TRK0018
VA00269,TRK0036,2025-04-10,Reefer,1500,4,12,Berhampur,Bhubaneswar,available,2026-08-30 07:00:00,2026-08-30 20:00:00,34.9,good,0.941,TRK0036
VA00270,TRK0044,2026-06-26,Reefer,750,-2,8,Cuttack,Balasore,available,2026-08-30 08:00:00,2026-08-30 20:00:00,31.92,maintenance,0.275,TRK0044
VA00271,TRK0022,2026-03-19,Local,300,10,35,Bhubaneswar,Balasore,available,2026-08-30 06:00:00,2026-08-30 22:00:00,35.41,inspection_due,0.666,TRK0022
VA00272,TRK0008,2025-05-27,Dry,750,15,35,Sambalpur,Kolkata,available,2026-08-30 07:00:00,2026-08-30 23:59:00,27.02,good,0.431,TRK0008
VA00273,TRK0009,2026-05-03,Local,300,10,35,Kolkata,Bhubaneswar,unavailable,2026-08-30 14:00:00,2026-08-30 20:00:00,13.27,maintenance,0.897,TRK0009
VA00274,TRK0024,2025-02-22,Dry,750,15,35,Puri,Balasore,unavailable,2026-08-30 12:00:00,2026-08-30 23:59:00,24.73,good,0.71,TRK0024
VA00275,TRK0025,2026-03-17,Dry,2000,15,35,Cuttack,Sambalpur,assigned,2026-08-30 14:00:00,2026-08-30 23:59:00,32.7,good,0.181,TRK0025
VA00276,TRK0046,2025-05-23,Reefer,1500,2,12,Kharagpur,Kolkata,available,2026-08-30 10:00:00,2026-08-30 20:00:00,15.59,good,0.9,TRK0046
VA00277,TRK0043,2025-05-25,Dry,500,15,35,Angul,Berhampur,available,2026-08-30 07:00:00,2026-08-30 22:00:00,14.04,good,0.669,TRK0043
VA00278,TRK0003,2025-10-03,Dry,2000,15,35,Bhubaneswar,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,34.65,good,0.917,TRK0003
VA00279,TRK0013,2025-09-15,Dry,1500,15,35,Rourkela,Berhampur,unavailable,2026-08-30 05:00:00,2026-08-30 18:00:00,29.98,inspection_due,0.741,TRK0013
VA00280,TRK0039,2026-02-22,Local,500,10,35,Bhubaneswar,Jajpur,available,2026-08-30 07:00:00,2026-08-30 23:59:00,12.49,inspection_due,0.561,TRK0039
VA00281,TRK0049,2025-09-01,Dry,1500,15,35,Jajpur,Angul,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,36.51,inspection_due,0.768,TRK0049
VA00282,TRK0006,2026-06-28,Dry,2000,15,35,Balasore,Kolkata,unavailable,2026-08-30 10:00:00,2026-08-30 16:00:00,28.76,good,0.918,TRK0006
VA00283,TRK0045,2026-07-09,Dry,500,15,35,Balasore,Cuttack,available,2026-08-30 10:00:00,2026-08-30 23:59:00,20.18,good,0.919,TRK0045
VA00284,TRK0048,2026-04-01,Dry,1000,15,35,Rourkela,Kolkata,available,2026-08-30 06:00:00,2026-08-30 16:00:00,18.79,inspection_due,0.201,TRK0048
VA00285,TRK0043,2025-02-03,Dry,2000,15,35,Sambalpur,Jajpur,assigned,2026-08-30 08:00:00,2026-08-30 16:00:00,14.89,inspection_due,0.846,TRK0043
VA00286,TRK0050,2025-02-23,Reefer,2000,2,8,Kolkata,Balasore,available,2026-08-30 07:00:00,2026-08-30 23:59:00,16.66,good,0.571,TRK0050
VA00287,TRK0028,2025-06-23,Dry,750,15,35,Berhampur,Gopalpur,available,2026-08-30 14:00:00,2026-08-30 23:59:00,16.1,maintenance,0.581,TRK0028
VA00288,TRK0050,2025-12-20,Reefer,1000,4,12,Bhubaneswar,Bhubaneswar,maintenance,2026-08-30 14:00:00,2026-08-30 20:00:00,22.49,maintenance,0.824,TRK0050
VA00289,TRK0050,2026-01-24,Dry,500,15,35,Jajpur,Jajpur,maintenance,2026-08-30 08:00:00,2026-08-30 20:00:00,37.45,good,0.346,TRK0050
VA00290,TRK0003,2026-08-15,Local,750,10,35,Rourkela,Berhampur,available,2026-08-30 06:00:00,2026-08-30 16:00:00,22.62,good,0.152,TRK0003
VA00291,TRK0031,2026-03-02,Reefer,750,2,12,Kolkata,Kharagpur,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,30.97,maintenance,0.264,TRK0031
VA00292,TRK0012,2026-02-13,Reefer,2000,-2,8,Gopalpur,Kolkata,available,2026-08-30 07:00:00,2026-08-30 23:59:00,17.46,good,0.46,TRK0012
VA00293,TRK0020,2025-08-11,Reefer,1000,2,8,Balasore,Balasore,unavailable,2026-08-30 08:00:00,2026-08-30 23:59:00,26.83,maintenance,0.623,TRK0020
VA00294,TRK0028,2025-03-23,Dry,1500,15,35,Berhampur,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 20:00:00,30.63,good,0.572,TRK0028
VA00295,TRK0045,2026-06-09,Dry,500,15,35,Rourkela,Kharagpur,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,23.46,good,0.411,TRK0045
VA00296,TRK0028,2026-07-15,Local,500,10,35,Bhubaneswar,Balasore,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,32.55,good,0.828,TRK0028
VA00297,TRK0037,2026-04-21,Dry,500,15,35,Angul,Berhampur,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,19.83,inspection_due,0.195,TRK0037
VA00298,TRK0048,2025-09-01,Reefer,2000,2,8,Sambalpur,Jajpur,assigned,2026-08-30 05:00:00,2026-08-30 16:00:00,34.62,good,0.72,TRK0048
VA00299,TRK0026,2026-01-27,Reefer,500,-2,8,Kolkata,Jajpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,28.33,maintenance,0.318,TRK0026
VA00300,TRK0010,2026-04-03,Reefer,1000,4,12,Gopalpur,Cuttack,available,2026-08-30 14:00:00,2026-08-30 20:00:00,29.93,good,0.49,TRK0010
VA00301,TRK0034,2026-06-02,Local,750,10,35,Berhampur,Kharagpur,available,2026-08-30 07:00:00,2026-08-30 20:00:00,21.43,good,0.422,TRK0034
VA00302,TRK0003,2026-06-22,Dry,2000,15,35,Kharagpur,Balasore,assigned,2026-08-30 07:00:00,2026-08-30 22:00:00,30.07,good,0.572,TRK0003
VA00303,TRK0025,2026-07-31,Local,300,10,35,Puri,Angul,available,2026-08-30 07:00:00,2026-08-30 23:59:00,30.76,good,0.361,TRK0025
VA00304,TRK0045,2025-09-19,Dry,1000,15,35,Kolkata,Sambalpur,available,2026-08-30 05:00:00,2026-08-30 16:00:00,15.35,good,0.946,TRK0045
VA00305,TRK0032,2025-09-01,Reefer,750,2,12,Berhampur,Puri,available,2026-08-30 08:00:00,2026-08-30 22:00:00,12.09,inspection_due,0.811,TRK0032
VA00306,TRK0032,2026-01-12,Reefer,1000,2,8,Kolkata,Cuttack,available,2026-08-30 10:00:00,2026-08-30 22:00:00,29.79,maintenance,0.683,TRK0032
VA00307,TRK0023,2026-03-09,Reefer,2000,2,8,Jajpur,Kolkata,unavailable,2026-08-30 08:00:00,2026-08-30 18:00:00,33.39,good,0.45,TRK0023
VA00308,TRK0003,2025-08-13,Local,750,10,35,Angul,Bhubaneswar,available,2026-08-30 14:00:00,2026-08-30 23:59:00,32.63,good,0.375,TRK0003
VA00309,TRK0048,2026-05-23,Dry,1500,15,35,Sambalpur,Bhubaneswar,unavailable,2026-08-30 05:00:00,2026-08-30 20:00:00,24.54,good,0.205,TRK0048
VA00310,TRK0037,2026-02-13,Dry,750,15,35,Kolkata,Puri,available,2026-08-30 14:00:00,2026-08-30 18:00:00,33.59,good,0.289,TRK0037
VA00311,TRK0024,2026-01-23,Reefer,500,2,12,Berhampur,Bhubaneswar,available,2026-08-30 10:00:00,2026-08-30 18:00:00,12.67,good,0.239,TRK0024
VA00312,TRK0031,2025-06-16,Dry,500,15,35,Sambalpur,Bhubaneswar,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,20.82,good,0.926,TRK0031
VA00313,TRK0050,2026-07-15,Dry,750,15,35,Sambalpur,Balasore,available,2026-08-30 12:00:00,2026-08-30 23:59:00,35.22,inspection_due,0.348,TRK0050
VA00314,TRK0025,2025-04-09,Reefer,1000,2,12,Bhubaneswar,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 18:00:00,29.03,maintenance,0.747,TRK0025
VA00315,TRK0009,2025-01-07,Reefer,750,2,12,Kolkata,Berhampur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,19.26,good,0.39,TRK0009
VA00316,TRK0019,2026-08-08,Reefer,2000,2,8,Puri,Kolkata,available,2026-08-30 08:00:00,2026-08-30 23:59:00,32.55,good,0.538,TRK0019
VA00317,TRK0003,2026-07-16,Reefer,750,-2,8,Bhubaneswar,Jajpur,available,2026-08-30 14:00:00,2026-08-30 16:00:00,28.99,good,0.487,TRK0003
