shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw
HS000171,Packaged Food,506,Sambalpur,Kolkata,rail,468.2,8.51,15,30,22,20.8,1,0,0.004,0.721,4.7,1200.37,0,71.5,0,HS000171
HS000172,Rice,572,Ranchi,Raipur,road,444.4,9.26,15,30,21,25.4,0,0,0.872,0.946,7.9,992.35,0,46.3,0,HS000172
HS000173,Flowers,725,Bhubaneswar,Visakhapatnam,rail,399.0,7.26,2,8,20,27.2,0,0,0.274,0.771,8.3,424.27,1,18.5,0,HS000173
HS000174,Spices,624,Puri,Cuttack,road,72.4,1.51,15,30,11,13.8,0,0,0.671,0.934,5.1,157.45,0,11.6,0,HS000174
HS000175,Spices,363,Ranchi,Bhubaneswar,road,343.1,7.15,15,30,10,30.1,0,0,0.776,0.734,11.7,747.1,0,26.2,0,HS000175
HS000176,Leafy Vegetables,273,Balasore,Ranchi,local,264.8,8.83,2,8,22,31.7,0,0,0.702,0.79,5.9,722.46,0,29.6,0,HS000176
HS000177,Fish,333,Berhampur,Visakhapatnam,road,245.7,5.12,-2,4,10,15.7,1,1,0.101,0.856,37.9,1109.47,0,66.6,0,HS000177
HS000178,Fish,169,Ranchi,Bhubaneswar,road,343.1,7.15,-2,4,7,17.0,2,1,0.775,0.756,11.4,1538.15,1,56.1,0,HS000178
HS000179,Tomato,305,Sambalpur,Jamshedpur,local,272.9,9.1,8,13,6,18.2,2,0,0.893,0.967,46.6,1842.9,0,72.6,0,HS000179
HS000180,Tomato,290,Visakhapatnam,Bhubaneswar,road,399.0,8.31,8,13,20,17.0,0,0,0.794,0.86,0.0,892.38,1,7.1,0,HS000180
HS000181,Mango,210,Berhampur,Visakhapatnam,rail,245.7,4.47,8,12,6,24.6,3,0,0.51,0.922,15.2,829.6,0,0.0,0,HS000181
HS000182,Frozen Food,113,Bhubaneswar,Visakhapatnam,local,399.0,13.3,-20,-15,4,27.2,0,0,0.2,0.789,8.0,1171.95,0,7.4,0,HS000182
HS000183,Rice,153,Balasore,Kolkata,road,190.2,3.96,15,30,23,9.5,1,0,0.625,0.768,22.4,600.63,0,40.0,0,HS000183
HS000184,Flowers,50,Bhubaneswar,Cuttack,rail,19.5,0.35,2,8,15,8.0,1,0,0.701,0.932,0.0,397.05,0,35.8,0,HS000184
HS000185,Leafy Vegetables,287,Balasore,Bhubaneswar,rail,176.0,3.2,2,8,3,14.2,2,0,0.271,0.775,34.4,821.26,0,54.2,0,HS000185
HS000186,Tomato,442,Puri,Visakhapatnam,local,362.8,12.09,8,13,7,22.4,0,0,0.642,0.816,14.2,989.48,0,6.5,0,HS000186
HS000187,Dairy,61,Cuttack,Chennai,road,1014.8,21.14,2,8,23,29.0,1,0,0.875,0.905,0.0,2354.76,1,90.2,0,HS000187
HS000188,Fish,408,Jamshedpur,Raipur,rail,502.0,9.13,-2,4,23,26.8,1,0,0.382,0.778,2.5,1105.7,1,51.2,0,HS000188
HS000189,Spices,323,Berhampur,Bhubaneswar,road,153.4,3.2,15,30,18,24.9,0,0,0.532,0.884,21.7,310.79,0,60.6,0,HS000189
HS000190,Spices,163,Ranchi,Hyderabad,road,971.7,20.24,15,30,23,37.6,2,1,0.717,0.959,29.0,3135.04,1,80.1,0,HS000190
HS000191,Spices,264,Bhubaneswar,Chennai,rail,996.3,18.12,15,30,9,36.4,1,0,0.742,0.855,27.1,1574.23,1,103.4,0,HS000191
HS000192,Spices,693,Rourkela,Chennai,local,1129.8,37.66,15,30,13,53.3,0,0,0.645,0.788,10.8,3167.44,1,97.4,0,HS000192
HS000193,Packaged Food,186,Visakhapatnam,Ranchi,road,665.7,13.87,15,30,1,32.8,1,1,0.528,0.955,34.7,2015.57,1,127.1,0,HS000193
HS000194,Dairy,368,Bhubaneswar,Visakhapatnam,road,399.0,8.31,2,8,22,28.0,1,1,0.703,0.949,9.2,1169.33,0,57.8,0,HS000194
HS000195,Mango,438,Visakhapatnam,Chennai,local,601.6,20.05,8,12,11,40.4,0,0,0.847,0.876,12.3,1791.12,0,43.5,0,HS000195
HS000196,Mango,205,Puri,Visakhapatnam,road,362.8,7.56,8,12,23,12.0,1,0,0.897,0.908,22.3,1126.66,0,85.3,0,HS000196
HS000197,Leafy Vegetables,674,Jamshedpur,Ranchi,road,109.3,2.28,2,8,22,8.0,0,0,0.429,0.908,2.8,218.33,0,30.1,0,HS000197
HS000198,Tomato,455,Ranchi,Cuttack,road,325.8,6.79,8,13,20,23.4,1,0,0.712,0.831,11.8,1322.5,0,75.1,0,HS000198
HS000199,Banana,297,Cuttack,Jamshedpur,local,262.5,8.75,12,15,12,26.1,0,0,0.404,0.786,16.3,688.16,0,45.3,0,HS000199
HS000200,Packaged Food,1626,Puri,Jamshedpur,local,334.8,11.16,15,30,3,15.3,1,0,0.861,0.737,8.3,1351.17,0,51.4,0,HS000200
HS000201,Banana,676,Ranchi,Chennai,road,1258.6,26.22,12,15,18,40.5,2,1,0.831,0.732,73.2,3714.18,1,97.9,0,HS000201
HS000202,Packaged Food,117,Bhubaneswar,Raipur,rail,448.9,8.16,15,30,13,23.9,2,0,0.753,0.733,43.5,1516.19,1,17.6,0,HS000202
HS000203,Flowers,272,Bhubaneswar,Visakhapatnam,road,399.0,8.31,2,8,10,24.2,0,0,0.489,0.78,25.3,764.08,0,10.9,0,HS000203
HS000204,Frozen Food,1739,Puri,Raipur,road,465.8,9.7,-20,-15,4,16.1,1,1,0.538,0.748,17.7,1162.34,1,84.5,0,HS000204
HS000205,Pharmaceuticals,185,Rourkela,Ranchi,rail,129.2,2.35,2,8,15,8.1,1,0,0.801,0.732,19.4,821.01,1,93.1,0,HS000205
HS000206,Leafy Vegetables,365,Jamshedpur,Visakhapatnam,road,648.6,13.51,2,8,21,24.7,0,0,0.048,0.866,16.9,1416.59,1,48.1,0,HS000206
HS000207,Frozen Food,779,Rourkela,Hyderabad,road,858.5,17.89,-20,-15,3,31.8,0,0,0.568,0.805,4.5,1757.95,1,109.0,0,HS000207
HS000208,Banana,535,Balasore,Raipur,road,549.7,11.45,12,15,13,34.7,0,0,0.24,0.97,0.0,1139.41,0,71.0,0,HS000208
HS000209,Packaged Food,587,Ranchi,Cuttack,road,325.8,6.79,15,30,18,12.8,1,0,0.603,0.887,0.0,1243.95,1,48.1,0,HS000209
HS000210,Leafy Vegetables,565,Bhubaneswar,Cuttack,road,19.5,0.41,2,8,16,21.8,0,0,0.477,0.955,32.5,43.24,0,7.9,0,HS000210
HS000211,Tomato,356,Ranchi,Bhubaneswar,local,343.1,11.44,8,13,23,16.3,0,0,0.638,0.736,0.4,942.95,0,50.1,0,HS000211
HS000212,Pharmaceuticals,209,Puri,Cuttack,road,72.4,1.51,2,8,6,23.3,0,0,0.094,0.785,3.0,168.8,0,0.0,0,HS000212
HS000213,Frozen Food,464,Puri,Chennai,rail,954.6,17.36,-20,-15,5,36.8,3,0,0.926,0.915,51.4,2316.91,1,143.7,0,HS000213
HS000214,Dairy,269,Visakhapatnam,Chennai,road,601.6,12.53,2,8,19,29.1,0,0,0.583,0.875,0.4,1235.1,0,125.7,0,HS000214
HS000215,Frozen Food,256,Sambalpur,Bhubaneswar,rail,231.6,4.21,-20,-15,21,19.8,0,0,0.294,0.811,26.7,283.64,1,37.9,0,HS000215
HS000216,Banana,917,Gopalpur,Ranchi,road,456.1,9.5,12,15,10,32.0,0,1,0.797,0.93,23.6,896.79,0,50.6,0,HS000216
HS000217,Pharmaceuticals,273,Puri,Chennai,local,954.6,31.82,2,8,7,50.2,0,0,0.682,0.845,21.9,2656.53,1,101.0,0,HS000217
HS000218,Tomato,1061,Gopalpur,Raipur,road,408.1,8.5,8,13,7,29.2,0,0,0.448,0.949,5.0,801.72,1,62.6,0,HS000218
HS000219,Tomato,414,Jamshedpur,Hyderabad,road,1005.8,20.95,8,13,17,36.2,0,1,0.279,0.857,12.6,1960.33,1,96.9,0,HS000219
HS000220,Banana,316,Bhubaneswar,Hyderabad,road,837.2,17.44,12,15,2,30.4,1,0,0.32,0.867,9.4,1925.5,1,74.8,0,HS000220
HS000221,Leafy Vegetables,107,Bhubaneswar,Cuttack,road,19.5,0.41,2,8,16,18.8,0,0,0.051,0.797,0.0,38.81,0,46.3,0,HS000221
HS000222,Leafy Vegetables,1388,Puri,Chennai,road,954.6,19.89,2,8,16,24.2,0,0,0.385,0.74,16.6,2252.19,1,98.9,0,HS000222
HS000223,Dairy,349,Balasore,Kolkata,rail,190.2,3.46,2,8,22,23.8,1,0,0.513,0.723,10.3,402.8,1,52.3,0,HS000223
HS000224,Banana,80,Jamshedpur,Visakhapatnam,road,648.6,13.51,12,15,20,28.6,1,0,0.842,0.792,2.5,1651.49,1,102.0,0,HS000224
HS000225,Banana,665,Cuttack,Visakhapatnam,rail,416.7,7.58,12,15,12,12.3,0,0,0.647,0.933,7.2,497.76,0,10.3,0,HS000225
HS000226,Fish,339,Jamshedpur,Cuttack,rail,262.5,4.77,-2,4,3,26.4,1,0,0.218,0.804,5.9,855.7,0,18.7,0,HS000226
HS000227,Banana,191,Ranchi,Raipur,road,444.4,9.26,12,15,19,23.4,0,1,0.964,0.928,9.1,1012.97,1,5.7,0,HS000227
HS000228,Pharmaceuticals,641,Gopalpur,Visakhapatnam,rail,250.1,4.55,2,8,7,25.8,1,0,0.222,0.968,1.1,491.46,0,13.7,0,HS000228
HS000229,Packaged Food,67,Visakhapatnam,Ranchi,road,665.7,13.87,15,30,4,28.6,0,0,0.618,0.828,8.9,1397.44,1,73.7,0,HS000229
HS000230,Dairy,220,Ranchi,Cuttack,local,325.8,10.86,2,8,5,31.3,0,0,0.328,0.829,9.6,946.32,0,17.8,0,HS000230
HS000231,Spices,288,Jamshedpur,Kolkata,rail,223.2,4.06,15,30,15,23.4,0,0,0.122,0.933,0.0,301.21,0,42.2,0,HS000231
HS000232,Mango,609,Gopalpur,Jamshedpur,rail,416.3,7.57,8,12,18,19.2,1,0,0.823,0.86,0.1,774.94,1,83.6,0,HS000232
HS000233,Mango,1501,Puri,Cuttack,road,72.4,1.51,8,12,21,18.1,0,0,0.589,0.928,3.4,156.61,0,0.0,0,HS000233
HS000234,Flowers,299,Ranchi,Visakhapatnam,rail,665.7,12.1,2,8,22,34.1,3,0,0.525,0.896,4.4,1596.02,0,120.5,0,HS000234
HS000235,Flowers,472,Gopalpur,Visakhapatnam,local,250.1,8.34,2,8,2,30.8,1,1,0.3,0.814,25.6,884.62,0,39.1,0,HS000235
HS000236,Rice,2089,Berhampur,Cuttack,road,171.0,3.56,15,30,3,13.9,2,0,0.779,0.881,28.8,1478.99,1,34.5,1,HS000236
HS000237,Mango,351,Sambalpur,Bhubaneswar,road,231.6,4.82,8,12,11,21.4,0,1,0.853,0.727,9.4,524.52,0,47.8,0,HS000237
HS000238,Rice,475,Puri,Cuttack,rail,72.4,1.32,15,30,13,8.7,2,0,0.837,0.845,7.3,1185.56,0,24.1,0,HS000238
HS000239,Leafy Vegetables,157,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,17,33.0,2,1,0.072,0.742,49.5,1961.06,1,124.2,0,HS000239
HS000240,Leafy Vegetables,1251,Ranchi,Raipur,road,444.4,9.26,2,8,8,30.5,0,0,0.199,0.858,0.0,1018.59,0,15.8,0,HS000240
HS000241,Banana,220,Bhubaneswar,Visakhapatnam,rail,399.0,7.26,12,15,15,21.2,1,0,0.124,0.923,0.0,937.59,0,59.7,0,HS000241
HS000242,Packaged Food,417,Ranchi,Chennai,rail,1258.6,22.88,15,30,10,33.7,0,0,0.304,0.76,6.2,1693.61,1,107.2,1,HS000242
HS000243,Mango,409,Visakhapatnam,Raipur,road,429.9,8.96,8,12,7,30.1,0,0,0.113,0.819,0.0,923.34,1,49.1,0,HS000243
HS000244,Rice,370,Jamshedpur,Bhubaneswar,road,281.7,5.87,15,30,5,23.3,0,0,0.177,0.857,4.8,618.8,1,7.6,0,HS000244
HS000245,Frozen Food,264,Puri,Cuttack,road,72.4,1.51,-20,-15,23,8.0,0,0,0.706,0.771,5.7,162.03,1,95.7,0,HS000245
HS000246,Flowers,409,Sambalpur,Raipur,road,244.7,5.1,2,8,17,28.3,0,0,0.669,0.728,15.2,456.39,0,44.7,0,HS000246
HS000247,Pharmaceuticals,1097,Ranchi,Bhubaneswar,road,343.1,7.15,2,8,23,23.6,0,0,0.283,0.72,29.8,683.72,1,19.2,0,HS000247
HS000248,Spices,1542,Jamshedpur,Ranchi,rail,109.3,1.99,15,30,9,11.1,1,0,0.824,0.784,1.6,460.75,1,38.2,0,HS000248
HS000249,Banana,312,Gopalpur,Kolkata,rail,513.9,9.34,12,15,5,21.4,0,0,0.668,0.797,17.2,636.5,0,52.1,0,HS000249
HS000250,Mango,261,Sambalpur,Jamshedpur,local,272.9,9.1,8,12,9,16.6,0,0,0.432,0.836,16.1,758.71,0,28.8,0,HS000250
HS000251,Fish,207,Gopalpur,Hyderabad,local,709.7,23.66,-2,4,5,30.7,0,0,0.022,0.932,5.3,2071.69,1,83.1,0,HS000251
HS000252,Leafy Vegetables,2006,Cuttack,Raipur,local,450.6,15.02,2,8,3,25.9,1,0,0.656,0.824,21.0,1751.93,0,42.6,1,HS000252
HS000253,Banana,381,Sambalpur,Ranchi,road,249.4,5.2,12,15,23,26.8,1,1,0.783,0.741,25.0,796.02,1,39.5,0,HS000253
HS000254,Banana,722,Balasore,Ranchi,road,264.8,5.52,12,15,10,23.4,0,0,0.224,0.802,0.0,490.0,0,2.3,0,HS000254
HS000255,Leafy Vegetables,550,Cuttack,Bhubaneswar,road,19.5,0.41,2,8,12,24.3,1,0,0.119,0.797,6.2,295.33,1,39.1,0,HS000255
HS000256,Mango,1471,Sambalpur,Visakhapatnam,rail,427.9,7.78,8,12,21,22.6,1,0,0.315,0.862,4.1,1091.19,0,0.0,0,HS000256
HS000257,Mango,298,Puri,Raipur,local,465.8,15.53,8,12,17,20.2,1,0,0.702,0.882,5.6,1863.23,1,93.4,0,HS000257
HS000258,Spices,170,Rourkela,Raipur,road,351.3,7.32,15,30,13,18.1,1,0,0.963,0.72,10.2,1029.18,0,45.7,0,HS000258
HS000259,Leafy Vegetables,1172,Puri,Raipur,road,465.8,9.7,2,8,1,20.4,0,0,0.392,0.855,14.7,882.91,0,62.2,0,HS000259
HS000260,Packaged Food,630,Ranchi,Chennai,road,1258.6,26.22,15,30,16,32.4,0,0,0.83,0.782,4.6,2911.6,1,86.8,0,HS000260
HS000261,Packaged Food,471,Ranchi,Visakhapatnam,road,665.7,13.87,15,30,13,33.0,0,1,0.761,0.91,49.7,1258.5,1,126.4,0,HS000261
HS000262,Banana,949,Balasore,Visakhapatnam,rail,574.9,10.45,12,15,23,22.7,0,0,0.887,0.804,7.7,770.64,1,52.2,0,HS000262
HS000263,Pharmaceuticals,489,Sambalpur,Jamshedpur,road,272.9,5.69,2,8,19,28.9,0,0,0.663,0.949,7.3,629.59,0,72.4,0,HS000263
HS000264,Fish,971,Bhubaneswar,Kolkata,road,364.9,7.6,-2,4,18,24.5,0,1,0.946,0.819,5.9,695.03,0,55.9,0,HS000264
HS000265,Pharmaceuticals,411,Visakhapatnam,Kolkata,local,763.8,25.46,2,8,1,34.4,0,1,0.917,0.808,40.1,1967.5,1,55.8,0,HS000265
HS000266,Mango,629,Cuttack,Visakhapatnam,road,416.7,8.68,8,12,19,21.5,0,0,0.034,0.754,5.8,882.53,0,20.6,0,HS000266
HS000267,Banana,493,Ranchi,Chennai,road,1258.6,26.22,12,15,1,39.5,1,0,0.517,0.764,12.6,2835.08,1,97.8,0,HS000267
HS000268,Mango,283,Ranchi,Hyderabad,rail,971.7,17.67,8,12,3,29.5,3,0,0.328,0.889,17.5,2333.63,1,79.6,0,HS000268
HS000269,Fish,306,Bhubaneswar,Raipur,road,448.9,9.35,-2,4,11,20.9,0,0,0.847,0.863,0.2,1004.18,0,70.5,0,HS000269
HS000270,Packaged Food,271,Berhampur,Kolkata,road,518.2,10.8,15,30,18,28.0,1,0,0.409,0.858,0.0,1722.92,0,28.1,0,HS000270
HS000271,Pharmaceuticals,416,Jamshedpur,Hyderabad,road,1005.8,20.95,2,8,3,27.9,1,0,0.914,0.753,38.2,2630.08,1,67.0,0,HS000271
HS000272,Pharmaceuticals,260,Ranchi,Hyderabad,road,971.7,20.24,2,8,3,36.9,0,0,0.908,0.746,5.8,1964.27,1,69.7,0,HS000272
HS000273,Packaged Food,465,Sambalpur,Bhubaneswar,road,231.6,4.82,15,30,9,26.2,3,0,0.364,0.83,28.5,1772.75,0,50.2,0,HS000273
HS000274,Pharmaceuticals,454,Berhampur,Raipur,rail,394.1,7.16,2,8,11,14.6,2,0,0.575,0.958,54.3,1716.14,1,43.7,0,HS000274
HS000275,Mango,400,Sambalpur,Jamshedpur,road,272.9,5.69,8,12,19,21.8,1,0,0.028,0.825,1.4,939.85,0,3.5,0,HS000275
HS000276,Spices,404,Gopalpur,Bhubaneswar,local,149.6,4.99,15,30,3,19.9,1,0,0.357,0.946,33.3,856.09,0,44.0,0,HS000276
HS000277,Leafy Vegetables,242,Visakhapatnam,Raipur,road,429.9,8.96,2,8,4,26.4,0,1,0.658,0.962,10.2,812.45,0,62.5,0,HS000277
HS000278,Mango,291,Jamshedpur,Kolkata,rail,223.2,4.06,8,12,19,11.3,1,0,0.211,0.748,0.0,969.03,0,42.7,0,HS000278
HS000279,Dairy,118,Jamshedpur,Ranchi,local,109.3,3.64,2,8,8,19.8,0,1,0.159,0.951,33.9,287.93,0,11.4,0,HS000279
HS000280,Packaged Food,324,Gopalpur,Ranchi,road,456.1,9.5,15,30,22,26.6,1,0,0.954,0.9,15.8,1364.26,0,53.3,0,HS000280
HS000281,Tomato,184,Puri,Hyderabad,road,819.6,17.08,8,13,5,25.1,1,0,0.584,0.744,6.4,2259.31,1,75.7,0,HS000281
HS000282,Dairy,373,Ranchi,Jamshedpur,rail,109.3,1.99,2,8,6,10.6,0,0,0.565,0.902,27.9,140.89,0,34.9,0,HS000282
HS000283,Banana,220,Bhubaneswar,Visakhapatnam,road,399.0,8.31,12,15,13,18.0,0,0,0.82,0.843,14.5,878.13,0,17.6,0,HS000283
HS000284,Mango,92,Bhubaneswar,Visakhapatnam,rail,399.0,7.26,8,12,18,28.8,0,0,0.557,0.755,17.8,540.32,0,25.0,0,HS000284
HS000285,Mango,1513,Berhampur,Ranchi,road,451.2,9.4,8,12,9,22.4,1,0,0.646,0.78,0.0,1540.52,0,19.1,0,HS000285
HS000286,Flowers,301,Balasore,Bhubaneswar,local,176.0,5.87,2,8,3,16.3,1,0,0.307,0.897,33.3,1032.12,1,39.1,0,HS000286
HS000287,Spices,897,Berhampur,Cuttack,road,171.0,3.56,15,30,10,8.4,0,1,0.378,0.8,30.3,317.33,1,45.6,0,HS000287
HS000288,Banana,248,Rourkela,Raipur,road,351.3,7.32,12,15,13,17.5,2,0,0.274,0.958,9.0,1555.42,0,47.7,0,HS000288
HS000289,Tomato,1055,Bhubaneswar,Cuttack,road,19.5,0.41,8,13,14,19.6,0,0,0.599,0.925,5.7,37.44,0,64.3,0,HS000289
HS000290,Banana,166,Ranchi,Visakhapatnam,road,665.7,13.87,12,15,11,35.9,0,0,0.595,0.858,2.2,1413.95,1,67.1,0,HS000290
HS000291,Mango,392,Gopalpur,Hyderabad,road,709.7,14.79,8,12,3,34.0,0,0,0.166,0.876,2.8,1391.75,0,52.7,0,HS000291
HS000292,Fish,172,Bhubaneswar,Ranchi,road,343.1,7.15,-2,4,4,28.6,0,0,0.764,0.95,0.0,760.48,0,35.2,0,HS000292
HS000293,Pharmaceuticals,1898,Sambalpur,Bhubaneswar,rail,231.6,4.21,2,8,16,18.7,1,0,0.194,0.8,0.0,814.59,0,71.2,0,HS000293
HS000294,Frozen Food,298,Puri,Ranchi,road,396.3,8.26,-20,-15,14,23.1,0,0,0.685,0.922,12.7,812.54,0,2.2,0,HS000294
HS000295,Leafy Vegetables,600,Cuttack,Raipur,road,450.6,9.39,2,8,15,18.1,0,0,0.063,0.832,17.6,861.42,1,16.5,0,HS000295
HS000296,Fish,469,Sambalpur,Bhubaneswar,local,231.6,7.72,-2,4,11,18.1,1,0,0.918,0.938,10.2,846.6,1,22.7,0,HS000296
HS000297,Mango,344,Visakhapatnam,Chennai,local,601.6,20.05,8,12,21,43.3,0,0,0.06,0.736,32.8,1813.06,0,115.5,0,HS000297
HS000298,Banana,490,Visakhapatnam,Bhubaneswar,rail,399.0,7.26,12,15,11,24.2,1,0,0.064,0.899,25.0,757.16,0,9.1,0,HS000298
HS000299,Packaged Food,847,Gopalpur,Jamshedpur,road,416.3,8.67,15,30,15,18.7,0,1,0.086,0.922,5.2,873.44,0,54.5,0,HS000299
HS000300,Flowers,540,Ranchi,Chennai,local,1258.6,41.95,2,8,12,60.7,0,0,0.454,0.873,24.7,3556.72,1,88.8,0,HS000300
HS000301,Packaged Food,389,Cuttack,Raipur,road,450.6,9.39,15,30,6,13.6,0,0,0.551,0.793,12.2,978.3,0,78.1,0,HS000301
HS000302,Spices,491,Ranchi,Cuttack,road,325.8,6.79,15,30,8,28.1,0,1,0.151,0.757,20.1,657.31,0,63.4,0,HS000302
HS000303,Frozen Food,1215,Visakhapatnam,Jamshedpur,local,648.6,21.62,-20,-15,12,35.8,0,0,0.751,0.905,6.7,1592.14,1,93.5,0,HS000303
HS000304,Packaged Food,267,Balasore,Visakhapatnam,road,574.9,11.98,15,30,13,18.1,0,0,0.123,0.752,7.9,1149.79,0,65.4,0,HS000304
HS000305,Leafy Vegetables,105,Balasore,Cuttack,road,158.2,3.3,2,8,18,10.6,0,0,0.938,0.931,8.1,344.42,0,4.8,0,HS000305
HS000306,Mango,172,Rourkela,Hyderabad,road,858.5,17.89,8,12,0,38.1,0,1,0.434,0.845,52.5,1835.73,1,107.0,0,HS000306
HS000307,Mango,180,Berhampur,Jamshedpur,road,414.6,8.64,8,12,13,19.6,0,0,0.543,0.816,0.0,893.3,0,53.8,0,HS000307
HS000308,Mango,197,Ranchi,Kolkata,road,324.3,6.76,8,12,11,17.0,1,0,0.766,0.779,11.4,780.42,1,29.6,0,HS000308
HS000309,Mango,202,Jamshedpur,Ranchi,rail,109.3,1.99,8,12,22,19.9,2,1,0.83,0.724,53.1,817.06,0,67.2,0,HS000309
HS000310,Leafy Vegetables,345,Ranchi,Jamshedpur,rail,109.3,1.99,2,8,23,23.9,2,0,0.797,0.946,24.3,862.76,0,47.1,1,HS000310
HS000311,Pharmaceuticals,411,Bhubaneswar,Cuttack,local,19.5,0.65,2,8,16,12.5,1,0,0.337,0.871,7.7,472.55,0,0.0,0,HS000311
HS000312,Rice,408,Jamshedpur,Visakhapatnam,road,648.6,13.51,15,30,13,33.9,0,0,0.745,0.895,23.7,1540.44,0,66.0,0,HS000312
HS000313,Fish,218,Puri,Raipur,rail,465.8,8.47,-2,4,5,12.7,1,0,0.087,0.963,1.6,677.12,1,35.3,0,HS000313
HS000314,Banana,668,Ranchi,Cuttack,rail,325.8,5.92,12,15,22,10.4,1,0,0.629,0.775,0.0,923.12,1,40.9,0,HS000314
HS000315,Flowers,495,Visakhapatnam,Ranchi,road,665.7,13.87,2,8,10,23.7,0,0,0.356,0.736,17.2,1464.14,1,102.6,0,HS000315
HS000316,Leafy Vegetables,978,Ranchi,Raipur,road,444.4,9.26,2,8,4,15.6,0,1,0.017,0.841,21.8,958.05,0,3.6,1,HS000316
HS000317,Mango,607,Visakhapatnam,Kolkata,road,763.8,15.91,8,12,15,23.6,1,0,0.791,0.825,1.2,2092.44,1,93.4,0,HS000317
HS000318,Tomato,279,Bhubaneswar,Kolkata,road,364.9,7.6,8,13,10,30.4,1,0,0.879,0.736,0.0,1029.77,0,13.4,0,HS000318
HS000319,Leafy Vegetables,818,Puri,Ranchi,road,396.3,8.26,2,8,12,31.0,1,0,0.127,0.838,0.7,1099.5,0,52.2,0,HS000319
HS000320,Tomato,418,Puri,Chennai,rail,954.6,17.36,8,13,0,30.9,0,0,0.165,0.855,3.8,1019.33,1,85.1,0,HS000320
HS000321,Rice,588,Balasore,Chennai,road,1172.1,24.42,15,30,14,46.5,0,0,0.128,0.749,20.6,2595.9,1,68.5,0,HS000321
HS000322,Flowers,559,Visakhapatnam,Ranchi,road,665.7,13.87,2,8,8,32.1,0,0,1.0,0.894,3.8,1450.88,1,50.1,0,HS000322
HS000323,Pharmaceuticals,323,Sambalpur,Raipur,road,244.7,5.1,2,8,14,26.7,0,0,0.056,0.806,0.0,504.76,1,45.9,0,HS000323
HS000324,Banana,374,Balasore,Ranchi,road,264.8,5.52,12,15,20,28.9,1,1,0.695,0.861,7.5,719.09,1,53.2,0,HS000324
HS000325,Rice,321,Jamshedpur,Chennai,road,1249.5,26.03,15,30,22,43.6,0,0,0.04,0.879,8.1,2410.44,1,106.7,0,HS000325
HS000326,Pharmaceuticals,201,Bhubaneswar,Hyderabad,local,837.2,27.91,2,8,11,36.9,0,0,0.649,0.81,17.1,2281.43,1,85.5,0,HS000326
HS000327,Banana,87,Sambalpur,Chennai,road,1011.9,21.08,12,15,3,42.5,1,0,0.97,0.904,7.7,2819.55,1,44.6,0,HS000327
HS000328,Frozen Food,223,Balasore,Jamshedpur,rail,163.9,2.98,-20,-15,15,24.7,2,0,0.172,0.884,29.1,1444.95,0,68.6,0,HS000328
HS000329,Dairy,398,Cuttack,Chennai,road,1014.8,21.14,2,8,21,35.5,1,0,0.69,0.734,0.0,2331.12,1,105.5,0,HS000329
HS000330,Dairy,709,Sambalpur,Raipur,road,244.7,5.1,2,8,0,13.2,0,0,0.702,0.754,17.4,574.49,0,64.6,0,HS000330
HS000331,Mango,587,Ranchi,Raipur,rail,444.4,8.08,8,12,5,31.7,3,0,0.327,0.731,50.0,1359.36,1,23.8,0,HS000331
HS000332,Dairy,292,Ranchi,Kolkata,road,324.3,6.76,2,8,13,13.6,0,0,0.884,0.937,0.0,732.73,0,93.9,0,HS000332
HS000333,Mango,225,Ranchi,Visakhapatnam,road,665.7,13.87,8,12,17,34.9,0,0,0.697,0.807,17.5,1540.35,1,107.3,0,HS000333
HS000334,Banana,311,Jamshedpur,Bhubaneswar,rail,281.7,5.12,12,15,21,16.6,1,0,0.214,0.853,6.2,926.35,1,93.9,0,HS000334
HS000335,Banana,186,Balasore,Chennai,road,1172.1,24.42,12,15,15,30.9,1,0,0.142,0.852,0.0,3120.41,0,94.1,0,HS000335
HS000336,Packaged Food,89,Berhampur,Bhubaneswar,local,153.4,5.11,15,30,7,27.0,0,0,0.843,0.838,29.3,375.92,0,44.2,0,HS000336
HS000337,Tomato,128,Visakhapatnam,Raipur,local,429.9,14.33,8,13,2,37.9,0,0,0.035,0.82,3.3,1198.49,0,45.7,0,HS000337
HS000338,Leafy Vegetables,855,Gopalpur,Hyderabad,road,709.7,14.79,2,8,10,34.6,2,0,0.869,0.806,38.1,2115.46,1,59.8,0,HS000338
HS000339,Leafy Vegetables,1170,Rourkela,Jamshedpur,road,151.2,3.15,2,8,22,20.6,0,0,0.093,0.785,0.0,298.39,0,43.8,0,HS000339
HS000340,Spices,571,Berhampur,Chennai,road,844.5,17.59,15,30,22,23.3,2,0,0.872,0.779,22.3,2048.06,1,98.6,0,HS000340
HS000341,Fish,337,Ranchi,Jamshedpur,road,109.3,2.28,-2,4,14,14.0,0,0,0.255,0.881,9.2,235.27,0,28.1,0,HS000341
HS000342,Spices,142,Ranchi,Kolkata,road,324.3,6.76,15,30,17,14.0,0,0,0.807,0.896,0.0,642.82,0,25.1,0,HS000342
