shipment_id,product_type,weight_kg,transport_mode,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,assigned_vehicle_id,assigned_route_id,assigned_vehicle_type,vehicle_capacity_kg,vehicle_temp_min_c,vehicle_temp_max_c,vehicle_reliability_feature,vehicle_temperature_control_score,route_avg_transit_hr,route_reliability_feature,route_temperature_stability,route_weather_sensitivity,route_base_cost_inr,route_typical_transfer_count,historical_handling_time_hours,historical_congestion_level,historical_weather_condition,historical_peak_period,delayed
HS000140,Leafy Vegetables,338,road,26.03,2,8,15,42.7,2,0,0.684,0.786,TRK045,R0076,,,,,,,6.06,0.908,0.93,0.94,554.51,2.0,1.9,medium,cloudy,1.0,1
HS000141,Packaged Food,236,road,3.67,15,30,12,14.5,0,0,0.317,0.805,TRK010,R0015,,,,,,,4.25,0.851,0.81,0.85,376.38,3.0,2.16,medium,clear,1.0,0
HS000142,Flowers,1665,rail,4.96,2,8,16,19.3,1,0,0.895,0.879,TRK010,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.565,low,clear,1.0,0
HS000143,Dairy,456,road,11.18,2,8,13,27.2,0,0,0.447,0.962,TRK016,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.63,low,clear,1.0,0
HS000144,Flowers,158,road,9.5,2,8,15,29.3,1,1,0.106,0.822,TRK005,R0027,,,,,,,8.82,0.978,0.95,1.07,872.89,2.0,1.63,low,clear,1.0,0
HS000145,Packaged Food,324,rail,9.13,15,30,6,24.7,0,1,0.815,0.929,TRK022,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,1.37,medium,clear,1.0,1
HS000146,Dairy,670,road,2.28,2,8,7,25.0,1,0,0.705,0.899,TRK005,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.89,medium,clear,1.0,0
HS000147,Frozen Food,334,local,33.53,-20,-15,22,45.2,0,0,0.038,0.897,TRK014,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.57,low,clear,0.0,1
HS000148,Spices,587,road,17.59,15,30,12,32.1,0,1,0.137,0.78,TRK001,R0024,,,,,,,4.01,0.966,0.85,1.12,353.75,3.0,1.94,medium,rain,1.0,1
HS000149,Tomato,123,local,23.66,8,13,23,27.9,1,0,0.893,0.727,TRK030,R0023,,,,,,,6.53,0.862,0.84,0.37,438.0,3.0,2.245,low,cloudy,1.0,1
HS000150,Spices,138,rail,11.79,15,30,3,20.2,0,0,0.041,0.837,TRK012,R0021,,,,,,,5.88,0.912,0.81,1.22,456.85,2.0,2.03,low,clear,1.0,1
HS000151,Mango,217,local,14.81,8,12,18,27.9,0,0,0.55,0.872,TRK002,R0016,,,,,,,5.96,0.895,0.97,0.37,471.41,1.0,2.705,medium,clear,1.0,0
HS000152,Frozen Food,291,rail,7.34,-20,-15,9,25.1,2,0,0.059,0.839,TRK029,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.87,medium,clear,1.0,1
HS000153,Rice,435,road,5.87,15,30,21,13.3,0,0,0.832,0.816,TRK018,R0006,,,,,,,11.32,0.845,0.75,0.64,556.72,1.0,1.41,medium,clear,1.0,0
HS000154,Fish,529,rail,15.61,-2,4,19,21.6,3,0,0.158,0.792,TRK004,R0088,,,,,,,7.51,0.813,0.83,1.24,625.65,0.0,1.2200000000000002,low,clear,1.0,1
HS000155,Dairy,1739,road,5.47,2,8,14,16.6,0,0,0.6,0.935,TRK002,R0045,,,,,,,7.62,0.855,0.9,0.6,334.7,0.0,1.855,low,clear,1.0,0
HS000156,Fish,217,road,7.15,-2,4,17,25.1,0,1,0.986,0.762,TRK038,R0010,,,,,,,4.63,0.89,0.83,0.85,475.27,0.0,1.7,medium,clear,1.0,1
HS000157,Banana,285,road,9.5,12,15,18,26.8,0,1,0.665,0.721,TRK002,R0025,,,,,,,4.21,0.781,0.8,0.42,200.9,1.0,1.585,low,clear,1.0,0
HS000158,Tomato,221,rail,9.75,8,13,22,21.7,0,0,0.402,0.747,TRK003,R0016,,,,,,,5.96,0.895,0.97,0.37,471.41,1.0,1.72,low,clear,1.0,1
HS000159,Tomato,706,rail,17.36,8,13,2,32.4,1,1,0.366,0.831,TRK018,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.18,low,rain,1.0,0
HS000160,Fish,731,rail,15.36,-2,4,2,31.5,0,0,0.951,0.86,TRK006,R0014,,,,,,,5.53,0.841,0.84,0.53,394.91,3.0,1.99,medium,clear,0.0,1
HS000161,Dairy,262,road,10.71,2,8,23,31.4,0,0,0.588,0.894,TRK004,R0006,,,,,,,11.32,0.845,0.75,0.64,556.72,1.0,1.135,low,clear,1.0,0
HS000162,Tomato,1340,local,8.16,8,13,11,23.1,0,0,0.996,0.86,TRK032,R0060,,,,,,,11.76,0.862,0.89,1.22,1175.93,0.0,2.04,medium,clear,1.0,0
HS000163,Spices,221,rail,8.47,15,30,13,18.9,1,1,0.061,0.879,TRK004,R0018,,,,,,,9.61,0.87,0.81,0.64,431.35,1.0,1.87,high,cloudy,1.0,1
HS000164,Leafy Vegetables,684,road,8.31,2,8,13,19.0,0,0,0.811,0.749,TRK002,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.67,low,clear,1.0,1
HS000165,Dairy,901,road,4.65,2,8,15,16.7,0,1,0.186,0.83,TRK030,R0057,,,,,,,5.92,0.817,0.86,0.65,314.47,0.0,1.935,low,clear,1.0,0
HS000166,Leafy Vegetables,144,road,5.2,2,8,16,26.8,0,0,0.341,0.897,TRK041,R0094,,,,,,,9.84,0.896,0.9,1.25,786.31,2.0,1.98,low,clear,1.0,0
HS000167,Banana,509,road,2.28,12,15,18,18.1,0,0,0.649,0.801,TRK022,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,1.61,medium,clear,1.0,1
HS000168,Flowers,60,road,2.28,2,8,18,12.1,0,0,0.807,0.784,TRK016,R0017,,,,,,,10.3,0.883,0.8,0.86,772.87,1.0,2.21,low,clear,1.0,0
HS000169,Dairy,598,road,4.73,2,8,21,26.8,1,0,0.569,0.789,TRK007,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,2.12,low,clear,1.0,1
HS000170,Mango,171,road,20.24,8,12,10,34.4,1,0,0.105,0.815,TRK006,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,1.9649999999999999,medium,clear,1.0,1
HS000171,Packaged Food,506,rail,8.51,15,30,22,20.8,1,0,0.004,0.721,TRK001,R0019,,,,,,,8.25,0.902,0.81,1.23,784.37,2.0,1.05,medium,clear,1.0,0
HS000172,Rice,572,road,9.26,15,30,21,25.4,0,0,0.872,0.946,TRK003,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,2.07,low,clear,1.0,0
HS000173,Flowers,725,rail,7.26,2,8,20,27.2,0,0,0.274,0.771,TRK014,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,2.05,medium,clear,1.0,1
HS000174,Spices,624,road,1.51,15,30,11,13.8,0,0,0.671,0.934,TRK022,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,1.28,low,cloudy,1.0,0
HS000175,Spices,363,road,7.15,15,30,10,30.1,0,0,0.776,0.734,TRK029,R0017,,,,,,,10.3,0.883,0.8,0.86,772.87,1.0,2.39,medium,clear,1.0,0
HS000176,Leafy Vegetables,273,local,8.83,2,8,22,31.7,0,0,0.702,0.79,TRK017,R0024,,,,,,,4.01,0.966,0.85,1.12,353.75,3.0,2.64,low,clear,1.0,0
HS000177,Fish,333,road,5.12,-2,4,10,15.7,1,1,0.101,0.856,TRK025,R0033,,,,,,,8.38,0.757,0.9,0.68,504.86,2.0,2.1,low,clear,1.0,0
HS000178,Fish,169,road,7.15,-2,4,7,17.0,2,1,0.775,0.756,TRK005,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,2.08,low,clear,1.0,1
HS000179,Tomato,305,local,9.1,8,13,6,18.2,2,0,0.893,0.967,TRK001,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,2.04,low,clear,1.0,0
HS000180,Tomato,290,road,8.31,8,13,20,17.0,0,0,0.794,0.86,TRK003,R0006,,,,,,,11.32,0.845,0.75,0.64,556.72,1.0,1.78,medium,clear,1.0,1
HS000181,Mango,210,rail,4.47,8,12,6,24.6,3,0,0.51,0.922,TRK027,R0011,,,,,,,4.94,0.973,0.9,0.77,276.21,2.0,1.67,low,clear,1.0,0
HS000182,Frozen Food,113,local,13.3,-20,-15,4,27.2,0,0,0.2,0.789,TRK003,R0011,,,,,,,4.94,0.973,0.9,0.77,276.21,2.0,2.195,medium,clear,1.0,0
HS000183,Rice,153,road,3.96,15,30,23,9.5,1,0,0.625,0.768,TRK001,R0082,,,,,,,5.1,0.883,0.9,0.58,354.46,2.0,1.25,low,clear,1.0,0
HS000184,Flowers,50,rail,0.35,2,8,15,8.0,1,0,0.701,0.932,TRK001,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.775,medium,cloudy,1.0,0
HS000185,Leafy Vegetables,287,rail,3.2,2,8,3,14.2,2,0,0.271,0.775,TRK002,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,2.2,medium,clear,1.0,0
HS000186,Tomato,442,local,12.09,8,13,7,22.4,0,0,0.642,0.816,TRK004,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.8900000000000001,medium,clear,1.0,0
HS000187,Dairy,61,road,21.14,2,8,23,29.0,1,0,0.875,0.905,TRK008,R0044,,,,,,,7.85,0.892,0.92,1.26,709.58,3.0,1.415,low,clear,1.0,1
HS000188,Fish,408,rail,9.13,-2,4,23,26.8,1,0,0.382,0.778,TRK015,R0025,,,,,,,4.21,0.781,0.8,0.42,200.9,1.0,1.74,low,cloudy,1.0,1
HS000189,Spices,323,road,3.2,15,30,18,24.9,0,0,0.532,0.884,TRK023,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,1.8,medium,clear,1.0,0
HS000190,Spices,163,road,20.24,15,30,23,37.6,2,1,0.717,0.959,TRK003,R0081,,,,,,,7.3,0.881,0.88,1.29,570.21,2.0,2.18,low,clear,1.0,1
HS000191,Spices,264,rail,18.12,15,30,9,36.4,1,0,0.742,0.855,TRK012,R0099,,,,,,,9.48,0.811,0.73,0.52,587.96,0.0,1.88,low,clear,1.0,1
HS000192,Spices,693,local,37.66,15,30,13,53.3,0,0,0.645,0.788,TRK003,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,1.82,low,clear,1.0,1
HS000193,Packaged Food,186,road,13.87,15,30,1,32.8,1,1,0.528,0.955,TRK002,R0054,,,,,,,1.85,0.98,0.85,0.94,132.03,3.0,1.9949999999999999,low,clear,1.0,1
HS000194,Dairy,368,road,8.31,2,8,22,28.0,1,1,0.703,0.949,TRK005,R0058,,,,,,,6.97,0.928,0.91,1.02,715.81,1.0,1.7999999999999998,medium,cloudy,1.0,0
HS000195,Mango,438,local,20.05,8,12,11,40.4,0,0,0.847,0.876,TRK044,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,2.3449999999999998,low,clear,1.0,0
HS000196,Mango,205,road,7.56,8,12,23,12.0,1,0,0.897,0.908,TRK044,R0053,,,,,,,4.05,0.865,0.89,0.37,332.6,3.0,1.81,medium,clear,0.0,0
HS000197,Leafy Vegetables,674,road,2.28,2,8,22,8.0,0,0,0.429,0.908,TRK027,R0022,,,,,,,6.88,0.821,0.94,1.29,773.92,3.0,1.15,low,rain,1.0,0
HS000198,Tomato,455,road,6.79,8,13,20,23.4,1,0,0.712,0.831,TRK037,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,1.94,medium,clear,1.0,0
HS000199,Banana,297,local,8.75,12,15,12,26.1,0,0,0.404,0.786,TRK017,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.74,low,clear,0.0,0
HS000200,Packaged Food,1626,local,11.16,15,30,3,15.3,1,0,0.861,0.737,TRK045,R0014,,,,,,,5.53,0.841,0.84,0.53,394.91,3.0,1.61,medium,clear,1.0,0
HS000201,Banana,676,road,26.22,12,15,18,40.5,2,1,0.831,0.732,TRK013,R0015,,,,,,,4.25,0.851,0.81,0.85,376.38,3.0,2.0,low,clear,0.0,1
HS000202,Packaged Food,117,rail,8.16,15,30,13,23.9,2,0,0.753,0.733,TRK002,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,2.03,low,cloudy,1.0,1
HS000203,Flowers,272,road,8.31,2,8,10,24.2,0,0,0.489,0.78,TRK004,R0015,,,,,,,4.25,0.851,0.81,0.85,376.38,3.0,2.1149999999999998,medium,clear,1.0,0
HS000204,Frozen Food,1739,road,9.7,-20,-15,4,16.1,1,1,0.538,0.748,TRK004,R0023,,,,,,,6.53,0.862,0.84,0.37,438.0,3.0,1.7,low,clear,1.0,1
HS000205,Pharmaceuticals,185,rail,2.35,2,8,15,8.1,1,0,0.801,0.732,TRK009,R0005,,,,,,,12.43,0.83,0.89,1.29,1120.22,0.0,2.31,medium,clear,1.0,1
HS000206,Leafy Vegetables,365,road,13.51,2,8,21,24.7,0,0,0.048,0.866,TRK041,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,2.255,low,clear,1.0,1
HS000207,Frozen Food,779,road,17.89,-20,-15,3,31.8,0,0,0.568,0.805,TRK014,R0025,,,,,,,4.21,0.781,0.8,0.42,200.9,1.0,1.7,low,clear,1.0,1
HS000208,Banana,535,road,11.45,12,15,13,34.7,0,0,0.24,0.97,TRK001,R0051,,,,,,,3.13,0.876,0.94,1.03,268.58,3.0,1.6400000000000001,low,clear,1.0,0
HS000209,Packaged Food,587,road,6.79,15,30,18,12.8,1,0,0.603,0.887,TRK025,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,2.44,low,clear,1.0,1
HS000210,Leafy Vegetables,565,road,0.41,2,8,16,21.8,0,0,0.477,0.955,TRK027,R0093,,,,,,,7.6,0.885,0.9,1.18,742.24,0.0,1.1400000000000001,medium,clear,1.0,0
HS000211,Tomato,356,local,11.44,8,13,23,16.3,0,0,0.638,0.736,TRK004,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.215,low,clear,1.0,0
HS000212,Pharmaceuticals,209,road,1.51,2,8,6,23.3,0,0,0.094,0.785,TRK022,R0008,,,,,,,12.15,0.81,0.87,1.26,1082.05,1.0,2.1500000000000004,medium,clear,1.0,0
HS000213,Frozen Food,464,rail,17.36,-20,-15,5,36.8,3,0,0.926,0.915,TRK005,R0020,,,,,,,7.81,0.98,0.73,0.51,382.76,2.0,1.7650000000000001,high,clear,1.0,1
HS000214,Dairy,269,road,12.53,2,8,19,29.1,0,0,0.583,0.875,TRK006,R0022,,,,,,,6.88,0.821,0.94,1.29,773.92,3.0,1.6,low,clear,0.0,0
HS000215,Frozen Food,256,rail,4.21,-20,-15,21,19.8,0,0,0.294,0.811,TRK001,R0065,,,,,,,4.1,0.867,0.84,0.31,313.31,3.0,1.9,medium,clear,1.0,1
HS000216,Banana,917,road,9.5,12,15,10,32.0,0,1,0.797,0.93,TRK012,R0005,,,,,,,12.43,0.83,0.89,1.29,1120.22,0.0,2.285,medium,clear,0.0,0
HS000217,Pharmaceuticals,273,local,31.82,2,8,7,50.2,0,0,0.682,0.845,TRK007,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,2.34,medium,rain,1.0,1
HS000218,Tomato,1061,road,8.5,8,13,7,29.2,0,0,0.448,0.949,TRK043,R0017,,,,,,,10.3,0.883,0.8,0.86,772.87,1.0,1.74,medium,clear,1.0,1
HS000219,Tomato,414,road,20.95,8,13,17,36.2,0,1,0.279,0.857,TRK027,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,1.8,low,clear,1.0,1
HS000220,Banana,316,road,17.44,12,15,2,30.4,1,0,0.32,0.867,TRK011,R0008,,,,,,,12.15,0.81,0.87,1.26,1082.05,1.0,1.5299999999999998,high,clear,1.0,1
HS000221,Leafy Vegetables,107,road,0.41,2,8,16,18.8,0,0,0.051,0.797,TRK007,R0019,,,,,,,8.25,0.902,0.81,1.23,784.37,2.0,1.685,low,rain,1.0,0
HS000222,Leafy Vegetables,1388,road,19.89,2,8,16,24.2,0,0,0.385,0.74,TRK038,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,1.25,high,clear,1.0,1
HS000223,Dairy,349,rail,3.46,2,8,22,23.8,1,0,0.513,0.723,TRK001,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.8599999999999999,low,clear,1.0,1
HS000224,Banana,80,road,13.51,12,15,20,28.6,1,0,0.842,0.792,TRK008,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.2,low,clear,1.0,1
HS000225,Banana,665,rail,7.58,12,15,12,12.3,0,0,0.647,0.933,TRK002,R0013,,,,,,,3.56,0.853,0.85,0.73,179.53,0.0,2.12,low,clear,1.0,0
HS000226,Fish,339,rail,4.77,-2,4,3,26.4,1,0,0.218,0.804,TRK002,R0005,,,,,,,12.43,0.83,0.89,1.29,1120.22,0.0,1.27,low,clear,1.0,0
HS000227,Banana,191,road,9.26,12,15,19,23.4,0,1,0.964,0.928,TRK004,R0010,,,,,,,4.63,0.89,0.83,0.85,475.27,0.0,2.31,low,clear,1.0,1
HS000228,Pharmaceuticals,641,rail,4.55,2,8,7,25.8,1,0,0.222,0.968,TRK005,R0005,,,,,,,12.43,0.83,0.89,1.29,1120.22,0.0,1.66,low,clear,1.0,0
HS000229,Packaged Food,67,road,13.87,15,30,4,28.6,0,0,0.618,0.828,TRK011,R0019,,,,,,,8.25,0.902,0.81,1.23,784.37,2.0,2.26,low,rain,1.0,1
HS000230,Dairy,220,local,10.86,2,8,5,31.3,0,0,0.328,0.829,TRK002,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,2.19,medium,clear,1.0,0
HS000231,Spices,288,rail,4.06,15,30,15,23.4,0,0,0.122,0.933,TRK025,R0043,,,,,,,12.06,0.836,0.73,0.75,563.51,3.0,1.93,low,clear,1.0,0
HS000232,Mango,609,rail,7.57,8,12,18,19.2,1,0,0.823,0.86,TRK010,R0024,,,,,,,4.01,0.966,0.85,1.12,353.75,3.0,2.53,medium,clear,1.0,1
HS000233,Mango,1501,road,1.51,8,12,21,18.1,0,0,0.589,0.928,TRK026,R0035,,,,,,,4.64,0.898,0.79,0.64,290.01,0.0,1.6,low,clear,1.0,0
HS000234,Flowers,299,rail,12.1,2,8,22,34.1,3,0,0.525,0.896,TRK006,R0080,,,,,,,5.48,0.871,0.75,0.47,378.52,3.0,2.45,medium,clear,1.0,0
HS000235,Flowers,472,local,8.34,2,8,2,30.8,1,1,0.3,0.814,TRK003,R0011,,,,,,,4.94,0.973,0.9,0.77,276.21,2.0,1.78,high,clear,1.0,0
HS000236,Rice,2089,road,3.56,15,30,3,13.9,2,0,0.779,0.881,TRK009,R0024,,,,,,,4.01,0.966,0.85,1.12,353.75,3.0,2.91,medium,clear,1.0,1
HS000237,Mango,351,road,4.82,8,12,11,21.4,0,1,0.853,0.727,TRK016,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.705,low,cloudy,1.0,0
HS000238,Rice,475,rail,1.32,15,30,13,8.7,2,0,0.837,0.845,TRK008,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,2.065,low,cloudy,1.0,0
HS000239,Leafy Vegetables,157,road,13.51,2,8,17,33.0,2,1,0.072,0.742,TRK023,R0021,,,,,,,5.88,0.912,0.81,1.22,456.85,2.0,1.865,medium,clear,1.0,1
HS000240,Leafy Vegetables,1251,road,9.26,2,8,8,30.5,0,0,0.199,0.858,TRK017,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.2800000000000002,low,cloudy,1.0,0
HS000241,Banana,220,rail,7.26,12,15,15,21.2,1,0,0.124,0.923,TRK027,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,1.78,low,clear,1.0,0
HS000242,Packaged Food,417,rail,22.88,15,30,10,33.7,0,0,0.304,0.76,TRK028,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.55,low,clear,1.0,1
HS000243,Mango,409,road,8.96,8,12,7,30.1,0,0,0.113,0.819,TRK006,R0020,,,,,,,7.81,0.98,0.73,0.51,382.76,2.0,2.145,low,rain,0.0,1
HS000244,Rice,370,road,5.87,15,30,5,23.3,0,0,0.177,0.857,TRK002,R0018,,,,,,,9.61,0.87,0.81,0.64,431.35,1.0,1.29,high,cloudy,1.0,1
HS000245,Frozen Food,264,road,1.51,-20,-15,23,8.0,0,0,0.706,0.771,TRK013,R0024,,,,,,,4.01,0.966,0.85,1.12,353.75,3.0,2.02,low,clear,0.0,1
HS000246,Flowers,409,road,5.1,2,8,17,28.3,0,0,0.669,0.728,TRK004,R0035,,,,,,,4.64,0.898,0.79,0.64,290.01,0.0,1.6949999999999998,low,clear,1.0,0
HS000247,Pharmaceuticals,1097,road,7.15,2,8,23,23.6,0,0,0.283,0.72,TRK050,R0007,,,,,,,9.92,0.862,0.94,0.9,935.67,0.0,2.19,low,clear,1.0,1
HS000248,Spices,1542,rail,1.99,15,30,9,11.1,1,0,0.824,0.784,TRK050,R0012,,,,,,,3.5,0.873,0.94,1.21,264.71,2.0,1.8900000000000001,low,cloudy,1.0,1
HS000249,Banana,312,rail,9.34,12,15,5,21.4,0,0,0.668,0.797,TRK026,R0011,,,,,,,4.94,0.973,0.9,0.77,276.21,2.0,2.2,low,clear,1.0,0
HS000250,Mango,261,local,9.1,8,12,9,16.6,0,0,0.432,0.836,TRK009,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.73,low,clear,1.0,0
HS000251,Fish,207,local,23.66,-2,4,5,30.7,0,0,0.022,0.932,TRK004,R0023,,,,,,,6.53,0.862,0.84,0.37,438.0,3.0,2.34,low,clear,1.0,1
HS000252,Leafy Vegetables,2006,local,15.02,2,8,3,25.9,1,0,0.656,0.824,TRK008,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,2.01,low,clear,1.0,0
HS000253,Banana,381,road,5.2,12,15,23,26.8,1,1,0.783,0.741,TRK005,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,1.79,medium,rain,1.0,1
HS000254,Banana,722,road,5.52,12,15,10,23.4,0,0,0.224,0.802,TRK025,R0016,,,,,,,5.96,0.895,0.97,0.37,471.41,1.0,1.76,medium,rain,1.0,0
HS000255,Leafy Vegetables,550,road,0.41,2,8,12,24.3,1,0,0.119,0.797,TRK002,R0035,,,,,,,4.64,0.898,0.79,0.64,290.01,0.0,1.8,high,clear,1.0,1
HS000256,Mango,1471,rail,7.78,8,12,21,22.6,1,0,0.315,0.862,TRK029,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,1.77,low,clear,1.0,0
HS000257,Mango,298,local,15.53,8,12,17,20.2,1,0,0.702,0.882,TRK018,R0100,,,,,,,1.0,0.863,0.88,0.83,25.14,0.0,1.495,medium,clear,1.0,1
HS000258,Spices,170,road,7.32,15,30,13,18.1,1,0,0.963,0.72,TRK030,R0006,,,,,,,11.32,0.845,0.75,0.64,556.72,1.0,2.11,low,clear,1.0,0
HS000259,Leafy Vegetables,1172,road,9.7,2,8,1,20.4,0,0,0.392,0.855,TRK021,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.245,medium,clear,1.0,0
HS000260,Packaged Food,630,road,26.22,15,30,16,32.4,0,0,0.83,0.782,TRK006,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.73,low,clear,1.0,1
HS000261,Packaged Food,471,road,13.87,15,30,13,33.0,0,1,0.761,0.91,TRK002,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.44,low,rain,1.0,1
HS000262,Banana,949,rail,10.45,12,15,23,22.7,0,0,0.887,0.804,TRK003,R0008,,,,,,,12.15,0.81,0.87,1.26,1082.05,1.0,2.2,low,cloudy,1.0,1
HS000263,Pharmaceuticals,489,road,5.69,2,8,19,28.9,0,0,0.663,0.949,TRK004,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,1.3,medium,rain,1.0,0
HS000264,Fish,971,road,7.6,-2,4,18,24.5,0,1,0.946,0.819,TRK031,R0053,,,,,,,4.05,0.865,0.89,0.37,332.6,3.0,1.65,low,clear,1.0,0
HS000265,Pharmaceuticals,411,local,25.46,2,8,1,34.4,0,1,0.917,0.808,TRK001,R0019,,,,,,,8.25,0.902,0.81,1.23,784.37,2.0,1.49,low,clear,1.0,1
HS000266,Mango,629,road,8.68,8,12,19,21.5,0,0,0.034,0.754,TRK001,R0018,,,,,,,9.61,0.87,0.81,0.64,431.35,1.0,1.415,medium,cloudy,1.0,0
HS000267,Banana,493,road,26.22,12,15,1,39.5,1,0,0.517,0.764,TRK006,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,2.01,low,clear,0.0,1
HS000268,Mango,283,rail,17.67,8,12,3,29.5,3,0,0.328,0.889,TRK001,R0003,,,,,,,10.53,0.929,0.77,0.77,511.96,3.0,1.245,low,clear,1.0,1
HS000269,Fish,306,road,9.35,-2,4,11,20.9,0,0,0.847,0.863,TRK001,R0020,,,,,,,7.81,0.98,0.73,0.51,382.76,2.0,1.65,low,clear,1.0,0
HS000270,Packaged Food,271,road,10.8,15,30,18,28.0,1,0,0.409,0.858,TRK046,R0018,,,,,,,9.61,0.87,0.81,0.64,431.35,1.0,1.51,medium,clear,1.0,0
HS000271,Pharmaceuticals,416,road,20.95,2,8,3,27.9,1,0,0.914,0.753,TRK016,R0001,,,,,,,10.46,0.842,0.96,1.17,1044.07,0.0,1.315,low,clear,1.0,1
HS000272,Pharmaceuticals,260,road,20.24,2,8,3,36.9,0,0,0.908,0.746,TRK006,R0012,,,,,,,3.5,0.873,0.94,1.21,264.71,2.0,2.0999999999999996,medium,clear,1.0,1
HS000273,Packaged Food,465,road,4.82,15,30,9,26.2,3,0,0.364,0.83,TRK030,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,2.01,low,clear,1.0,0
HS000274,Pharmaceuticals,454,rail,7.16,2,8,11,14.6,2,0,0.575,0.958,TRK001,R0009,,,,,,,12.31,0.875,0.78,0.78,719.78,0.0,2.1950000000000003,low,clear,1.0,1
HS000275,Mango,400,road,5.69,8,12,19,21.8,1,0,0.028,0.825,TRK045,R0008,,,,,,,12.15,0.81,0.87,1.26,1082.05,1.0,2.07,low,cloudy,1.0,0
HS000276,Spices,404,local,4.99,15,30,3,19.9,1,0,0.357,0.946,TRK002,R0002,,,,,,,9.21,0.913,0.87,1.13,903.89,0.0,1.34,low,clear,1.0,0
HS000277,Leafy Vegetables,242,road,8.96,2,8,4,26.4,0,1,0.658,0.962,TRK029,R0023,,,,,,,6.53,0.862,0.84,0.37,438.0,3.0,2.21,low,clear,1.0,0
HS000278,Mango,291,rail,4.06,8,12,19,11.3,1,0,0.211,0.748,TRK020,R0022,,,,,,,6.88,0.821,0.94,1.29,773.92,3.0,2.57,medium,clear,1.0,0
HS000279,Dairy,118,local,3.64,2,8,8,19.8,0,1,0.159,0.951,TRK009,R0004,,,,,,,5.77,0.978,0.96,1.1,418.06,2.0,2.31,low,cloudy,1.0,0
HS000280,Packaged Food,324,road,9.5,15,30,22,26.6,1,0,0.954,0.9,TRK035,R0026,,,,,,,6.56,0.865,0.97,0.45,432.29,0.0,1.31,low,clear,0.0,0
